,Sentence,Business meeting,Coincidence,Education,Music making,Personal life,Public celebration
0,"Robert Lester Lord (January 6, 1934 – February 16, 2008), better known as Bobby Lord, was an American country music artist popular in the 1950s and 1960s.",0.0001452363,0.0010885336,0.00038796428,4.180263e-06,0.73042023,0.26795387
1,==,0.124878764,0.21344112,0.0013716007,0.0017026727,0.65860575,7.902396e-08
2,Biography ==,0.3559066,3.5694375e-10,3.2671935e-11,9.2023215e-11,5.127088e-05,0.64404213
3,"Lord was born January 6, 1934 in Sanford, Florida, but grew up in Tampa.",3.3269703e-08,1.2219559e-07,2.2965118e-05,5.392653e-11,0.9999769,1.6558213e-11
4,"As a teenager, he entered talent contests, wowing crowds with his edgy rockabilly style.",0.9726836,2.3098983e-05,6.1141277e-06,9.740535e-09,1.456822e-07,0.027287086
5,"He was popular with Tampa's young crowd, playing concerts at dance halls.",5.3248086e-06,0.08250535,1.4539111e-06,0.28320044,0.4395449,0.19474256
6,"At Plant High School, he met his wife, Mozelle, whom he married when he was 20.",4.18728e-08,0.40132958,4.5604766e-06,1.3014248e-10,0.4043815,0.19428428
7,"After graduating from Plant, he was offered the chance to host his own television show while a freshman at the University of Tampa.",8.191198e-07,1.0538258e-10,0.99999917,3.2778894e-11,8.895227e-09,2.1370429e-08
8,The Bobby Lord Homefolks Show was an hour-long program on Saturday nights on WSUN-TV in St. Petersburg and featured Lord singing with a backing band.,0.01529773,0.0013150951,0.7411541,0.0025238364,0.07667622,0.16303295
9,"In 1952, he won a nationwide talent competition sponsored by TV Guide which led to an appearance on Paul Whiteman's TV Teen Club on ABC-TV from Philadelphia.",0.17143163,0.0016202125,2.9064463e-08,1.0211552e-06,0.00031751927,0.8266296
10,"Soon after, songwriter Boudleaux Bryant heard one of Lord's demo tapes and passed it on to Columbia Records, which signed him in 1953.",0.9933816,0.0029772525,0.00051305647,0.0031276594,3.9482984e-07,2.058987e-09
11,"At age 19, he was the label's youngest recording star.",3.3091248e-05,1.5520761e-10,7.7823714e-08,0.99994326,2.3581571e-05,5.4516855e-12
12,"He began releasing country and rockabilly hits for Columbia, and in 1955 joined Ozark Jubilee, an ABC-TV program based in Springfield, Missouri.",9.966184e-07,5.4754895e-07,8.147375e-13,0.99999845,3.7587617e-11,5.7918427e-12
13,"In 1960, the Jubilee was canceled and Lord moved to Nashville, where he was immediately offered a spot on the Grand Ole Opry.",0.08066695,0.906077,0.013238462,1.483831e-06,1.5951287e-05,5.2680125e-08
14,He continued appearing on the Opry well into the 1970s.,0.0002516153,7.073387e-05,1.463953e-07,0.35365304,0.26570916,0.3803153
15,He recorded for Hickory Records starting in 1961 and Decca Records from 1967.,0.00010167499,5.3317493e-08,2.4251536e-08,0.99989724,1.0060206e-06,1.2983359e-12
16,"During this time he also hosted a daily afternoon show on WSM-TV in Nashville, which was the counterpart to Ralph Emery's morning show on that station, ""Opry Almanac"".",0.0031201197,0.00042651757,2.3812003e-05,0.00016031702,0.00030917596,0.99596006
17,"Under the auspices of WSM-TV, he also hosted a weekly syndicated half-hour program featuring popular country artists.",0.0007939983,9.3504395e-06,7.8799405e-07,1.5553315e-08,4.0067523e-09,0.9991959
18,"Lord's backing band on the syndicated show included Jerry Byrd on steel guitar, Jerry Whitehurst on piano and Spider Wilson on guitar.",0.0009458832,6.599234e-06,0.0002825766,0.99867094,9.410175e-05,9.379602e-13
19,"In 1969, Lord left Nashville and went into semi-retirement from the music industry to devote time to his family and his interests in real estate and insurance.",0.99997795,3.6387662e-06,1.7273067e-05,1.6598974e-09,1.106542e-06,2.1318188e-12
20,"In the 1980s, he hosted TNN's program Country Sportsman, later called Celebrity Outdoors, until 1989.",1.8659186e-07,2.3359233e-08,1.4975228e-11,8.271937e-12,1.8936307e-06,0.99999785
21,"He was also the author of the 1969 book, Hit the Glory Road.",0.0030162851,0.0017611638,6.1983055e-06,0.949129,0.04608296,4.4328995e-06
22,"Bobby Lord died on February 16, 2008, in Stuart, Florida, at the age of 74.",1.4417653e-06,0.00018122784,0.4649362,6.289264e-08,0.5347644,0.00011665655
23,"He was a resident of Jensen Beach, Florida and was survived by his widow, Mozelle, and three children",4.2900535e-14,0.00019038076,2.9046712e-06,2.7981207e-07,0.8890995,0.11070697
24,==,0.124878764,0.21344112,0.0013716007,0.0017026727,0.65860575,7.902396e-08
25,Discography ==,0.9999943,1.2030798e-08,8.3584145e-10,5.3618996e-06,2.8147706e-09,3.2553942e-07
26,===,0.0018068925,2.1080356e-05,2.7498634e-05,0.00044118572,0.9977034,1.2509472e-11
27,Albums ===,1.4329072e-05,5.2965975e-06,9.111575e-05,9.328258e-08,2.5371555e-06,0.99988663
