,Sentence,Business meeting,Coincidence,Education,Music making,Personal life,Public celebration
0,"Trajko Prokopiev (Macedonian: Трајко Прокопиев; Kumanovo, Ottoman Empire, 6 November 1909 – Belgrade, Yugoslavia, 21 January 1979) was a Yugoslav Macedonian composer.",2.1961077e-06,0.020424047,0.00012835073,0.003047334,0.97480905,0.001589032
