,Sentence,Business meeting,Coincidence,Education,Music making,Personal life,Public celebration
0,"Scott Samuel ""Scooter"" Braun (born June 18, 1981) is an American media proprietor, record executive, and investor.",0.0003918971,0.99856925,0.000370149,1.2885697e-06,0.00023695566,0.00043044798
1,"Known as the manager for artists such as Ariana Grande, Justin Bieber, J Balvin, Demi Lovato, and other artists, he is the founder of Schoolboy Records and Ithaca Ventures, co-founder of TQ Ventures, Mythos Studios, and RBMG Records, and co-owner of esports team 100 Thieves.",0.25975636,0.002330012,0.67353237,0.064379446,1.6364476e-07,1.6572171e-06
2,==,0.12487781,0.21344641,0.0013716524,0.0017026925,0.6586014,7.902465e-08
3,Early life ==,0.0019447282,0.14564982,0.022118477,4.726933e-06,0.8208643,0.009417961
4,"Braun was born in New York City to Conservative Jewish parents, Ervin and Susan (née Schlussel) Braun.",0.00023959213,1.3617968e-05,6.5039076e-06,1.8773494e-06,0.9997274,1.0960141e-05
5,"Ervin's parents lived in Hungary until 1956, when they immigrated to the United States.",2.08285e-09,2.3630148e-10,1.0523276e-11,1.5143983e-11,1.0,2.732344e-14
6,"Ervin grew up in Queens, and became a dentist; Susan Schlussel Braun was an orthodontist.",0.9119574,0.0069133574,1.2209944e-07,1.209235e-08,0.08112916,1.412929e-10
7,"After the couple married, they settled in Cos Cob, Connecticut.",5.6497274e-06,0.797129,2.9655913e-09,0.002882305,0.19365796,0.006325172
8,Braun has four siblings.,0.053160936,0.0036145095,0.00019808306,1.1768292e-07,0.94258344,0.00044298716
9,He attended Greenwich High School where he was elected class president.,3.7198067e-06,0.003575003,0.00043039263,1.17746695e-05,0.0016821731,0.99429697
10,Braun attended Emory University in Atlanta where he played college basketball until his sophomore year.,0.0021822401,0.14413218,0.7916628,0.0002929844,0.061705187,2.4562652e-05
11,"After Jermaine Dupri asked him to become the head of marketing at his label, So So Def, Braun dropped out of college before completing his degree.",0.054115515,4.5739915e-05,0.94583535,9.814735e-10,8.178696e-10,3.3935453e-06
12,==,0.124877945,0.21344653,0.001371655,0.001702694,0.6586011,7.902461e-08
13,Career ==,1.0,4.755348e-13,2.1761231e-17,4.5407227e-19,9.245165e-14,7.685994e-12
14,Braun began organizing parties while studying at Emory University.,1.1254065e-05,0.00024423888,0.008120399,0.0008041902,0.00016213435,0.9906578
15,"In 2002, Braun was hired to plan after-parties in each of the five cities on the Anger Management Tour, featuring Ludacris and Eminem.",0.002879325,0.6886838,0.00070975797,0.010654105,1.2783258e-08,0.29707307
