,Sentence,Business meeting,Coincidence,Education,Music making,Personal life,Public celebration
0,Klementyna Grabowska née Wyganowska (1771–1831) was a Polish pianist and composer.,0.00039542344,1.035617e-08,6.6720446e-07,0.04627209,0.9526353,0.0006964873
1,She was born in Poznań and composed for piano.,6.580125e-05,1.337193e-05,3.004419e-06,0.0480501,0.95186734,3.8197268e-07
2,"She married Józef Grabowski of Łukowa, and in 1831 moved to Paris.",4.9511095e-07,0.999574,2.728454e-05,2.4632618e-08,0.0003666632,3.1613727e-05
3,She died there in 1831.,1.2763237e-06,0.00038108137,0.06384971,0.00046357716,0.84396636,0.09133793
4,Grabowska was also known as Countess Clementine.,0.000827608,1.1843041e-08,4.8520803e-07,0.4505558,0.5486139,2.184808e-06
5,==,0.12487809,0.21344268,0.0013716145,0.0017026803,0.65860486,7.902394e-08
6,Works ==,0.0010818349,3.7043478e-07,0.99861205,0.00019308338,0.00011262549,4.993878e-08
7,Selected works include:,2.4444793e-07,2.210289e-05,1.7504672e-06,0.9999759,5.3918252e-11,5.5191812e-08
8,"Sonata, op. 2 in B-flat major for the piano",1.649153e-06,0.0010577812,2.2994252e-08,0.0019226266,0.992618,0.0043998808
9,"Polonaises, collection",0.0012605661,0.29576996,0.0052663,0.015944844,0.05538696,0.6263714
10,==,0.12487809,0.21344268,0.0013716145,0.0017026803,0.65860486,7.902394e-08
11,References ==,2.507712e-05,0.018098895,8.9650435e-05,0.06194967,4.4582564e-09,0.9198367
12,==,0.12487809,0.21344268,0.0013716145,0.0017026803,0.65860486,7.902394e-08
13,External links ==,0.00023526642,1.3075892e-06,6.913511e-10,2.5650536e-07,3.6421334e-08,0.9997632
14,Scores by Klementyna Grabowska in digital library Polona,1.3803677e-11,1.7414773e-07,9.069957e-06,0.9999907,8.5387905e-11,7.6937665e-09
