,Sentence,Business meeting,Coincidence,Education,Music making,Personal life,Public celebration
0,"Mikhail Nikolayevich Zhukov (Жуков, Михаил Николаевич) (1901–1960) was a Russian conductor and composer.",4.669551e-06,4.9043797e-06,1.1461745e-05,0.9875646,0.012343656,7.0680166e-05
1,Zhukov graduated 1918 from the National Choral Academy in Moscow.,1.8762822e-07,2.1452603e-08,0.86390185,0.13609609,1.769407e-06,7.3133215e-08
2,"In 1919-22 he was first concert master, then 1922-32 conductor at the Stanislavsky Opera Studio.",0.314236,7.7449995e-06,0.46846893,0.21727653,2.464978e-07,1.05570025e-05
3,"From 1932-35 conductor at the Leningrad opera) and then again 1935-38 conductor at the Stanislavsky Opera Studio, and having obtained a diploma in the first all-Soviet conductor's competition in Moscow in 1938, 1939-41 chief conductor there.",0.8070593,1.2644999e-07,0.1913871,3.3569322e-07,0.0015179791,3.5283432e-05
4,From 1944-46 he was conductor of Moscow Theatre of Operetta.,0.92412025,0.00025894513,0.013294657,0.037564013,0.022542113,0.0022199282
5,From 1946-1949 he was conductor of the Latvian Opera and Ballet in Riga with Leonid Vigners.,2.8879507e-08,1.0745609e-06,1.854335e-10,5.6789922e-06,0.99697626,0.0030170167
6,Then from 1951 till his death conductor of the Bolshoi Theater.,0.97123575,6.33596e-11,0.00060773996,0.028149253,2.884395e-07,7.06045e-06
7,"Zhukov was awarded Meritorious Artist of the RSFSR (1941), People's Artist of the Latvian SSR (1949), and the USSR State Prize (Гос. пр.",3.944855e-08,8.5480636e-08,0.00019926419,1.7966224e-06,0.00010510564,0.99969375
8,СССР 1950).,0.0004552531,1.5934665e-08,8.992657e-06,0.07526567,0.9242672,2.882417e-06
9,"Zhukov is particularly noted for his association with Prokofiev, having conducted the premiere (1940) and first recording (1960) of Semyon Kotko.",0.2733862,0.0067932457,0.00012459933,0.70575833,7.3597994e-07,0.013936914
10,==,0.12487809,0.21344268,0.0013716145,0.0017026803,0.65860486,7.902394e-08
11,Compositions ==,1.306185e-07,0.0032709476,0.0023142104,0.98597693,0.00278159,0.005656182
12,Operas:,0.0016597577,1.9376985e-06,5.535275e-05,0.9981832,4.098815e-06,9.566587e-05
13,"Triumph (""Триумф"" 1924)",0.0016230802,0.035919465,0.0001642742,0.5008557,0.46099108,0.0004464069
14,"The Gadfly (""Овод"" 1928) based on The Gadfly by Ethel Voynich.",0.0002048575,1.8526718e-10,9.663239e-08,4.148117e-06,0.9997135,7.729836e-05
15,"Thunderstorm (""Гроза"" 1941)",0.0008398036,2.0031438e-08,4.311521e-08,8.814211e-08,0.99915993,7.361459e-08
16,==,0.12487809,0.21344268,0.0013716145,0.0017026803,0.65860486,7.902394e-08
17,References ==,2.507712e-05,0.018098895,8.9650435e-05,0.06194967,4.4582564e-09,0.9198367
