,Sentence,Business meeting,Coincidence,Education,Music making,Personal life,Public celebration
0,"Judith A. Henske (born December 20, 1936 in Chippewa Falls, Wisconsin) is an American singer and songwriter, once dubbed ""the Queen of the Beatniks"" by producer Jack Nitzsche.",1.993225e-08,0.00037315278,8.255297e-07,2.4090715e-08,0.9996259,2.2429407e-09
1,==,0.12487865,0.2134413,0.001371599,0.0017026742,0.65860564,7.902395e-08
2,Life and recording career ==,0.009619032,0.9903805,1.0529585e-11,1.582175e-10,2.652385e-10,4.8313615e-07
3,"Henske attended Notre Dame Grade School and Notre Dame-McDonell Memorial High School, and then Rosary College, River Forest, Illinois, before studying at the University of Wisconsin–Madison.",2.1412703e-11,0.00018042393,0.9937983,2.289809e-09,0.00602127,3.6304832e-09
4,"She then worked in the office at Oberlin College, Ohio, before moving to Philadelphia, Pennsylvania, where she worked as a cook in a Quaker co-operative.",5.9808367e-06,0.99479586,0.0022697614,6.070437e-09,2.0933683e-05,0.002907502
5,"Around 1959, she relocated to San Diego, California, where she lived on a sloop in the yacht basin.",1.9738174e-05,0.9926082,0.0041852957,0.00010028529,0.0012678342,0.0018185863
6,"She began singing in coffee houses in Pacific Beach, San Diego, and Los Angeles, where she worked with, among others, Lenny Bruce.",0.119689,0.41463217,0.008179222,0.45749938,1.425991e-11,1.8324516e-07
7,"She then moved on to Oklahoma City, before joining ex-Kingston Trio member Dave Guard and the Whiskeyhill Singers around 1961 in Menlo Park, California, recording an album.",0.899428,0.09705748,0.00278517,1.6497173e-05,0.0007127778,1.2131823e-09
8,"After the Whiskey Hill Singers disbanded, she returned to Hollywood.",0.6518252,3.3520937e-05,0.3474385,0.00069448753,5.8019577e-06,2.4768428e-06
9,She got a big boost when given a guest shot on ABC-TV's Hootenanny.,0.4785048,0.00030117255,0.00032397307,2.6692485e-06,9.226967e-10,0.52086735
10,"Henske appeared as a performer in the 1963 exploitation movie Hootenanny Hoot at the height of the folk-music craze and performed memorable versions of ""The Ballad of Little Romy"" and ""Wade in the Water"".",0.6704675,0.014419128,0.005423111,0.18120305,0.004633124,0.12385402
11,"She also performed ""God Bless the Child"" on an early episode of The Judy Garland Show, and was offered a regular role on the show but turned it down.",2.140321e-05,5.0552753e-06,6.374738e-06,0.9999672,4.1740043e-09,1.0098533e-08
12,"Through her manager, Herb Cohen, she gained the attention of Jac Holzman and Elektra Records, for whom she made two solo albums.",0.98025286,5.2652507e-05,0.0052329754,0.014451685,4.1213777e-08,9.682112e-06
13,"The first of these highlighted the offbeat humor in her live performances with musical arrangements by Onzy Matthews; the second featured Billy Edd Wheeler's song ""High Flying Bird"", a minor hit later covered by many bands of the era, including Jefferson Airplane.",0.13979149,0.8473629,0.004701631,0.007985629,0.0001575646,6.8712217e-07
14,"During this time she worked extensively in New York as a solo singer, and shared the stage with Woody Allen, among others.",0.00019915191,0.0006576923,1.021807e-06,0.9991399,8.8252805e-10,2.2854924e-06
15,"Her relationship with Allen is said to have informed the script of Annie Hall, a character from Chippewa Falls like Henske.",0.40299824,0.12604523,0.38672388,0.000778934,0.08336502,8.8638255e-05
16,"Henske married musician Jerry Yester in 1963, and continued to work, appearing in Anita Loos' musical ""Gogo Loves You"" in Greenwich Village in 1964 at the Theatre de Lys, in which her performance was praised as ""utterly delightful,"" as well as singing at many New York and East Coast clubs.",0.0026022247,0.06704622,2.0764735e-05,0.873399,0.00988118,0.047050577
17,"Henske said: ""I liked when people were engaged, and they show it with laughter and not just clapping.",2.0500276e-05,0.7439937,0.020327235,1.1329773e-05,0.0059840353,0.22966309
18,"It didn’t sound like people just sitting lifeless in their seats, admiring you.",2.0766273e-09,0.48677513,1.19469105e-05,0.50834,0.0048625143,1.0490427e-05
19,"It was alive.""",8.3433145e-14,4.171671e-05,1.1713543e-05,0.999943,3.6295519e-06,6.6688755e-12
20,"After a failed attempt in the mid-60s by Mercury Records to present her as an all-round entertainer, she and Yester moved back to Laurel Canyon before returning to the East Coast when Yester joined The Lovin' Spoonful.",0.016787173,0.5425725,1.4072404e-07,0.44064012,4.910049e-10,1.4531744e-07
21,"In 1969, she returned to music with Yester, making the baroque / psychedelic folk album Farewell Aldebaran for Frank Zappa’s Straight Records.",0.9997806,2.8478985e-07,5.8816445e-09,0.00021920318,3.685922e-09,8.105762e-11
22,"The pair then formed a band, Rosebud, making another album before they separated and Henske returned to domestic life with musician Craig Doerge; they married in 1973.",0.011268777,0.027326327,6.9165196e-07,1.1467586e-09,0.96137905,2.5204874e-05
23,"Together they wrote ""Yellow Beach Umbrella,"" the lead single from Doerge's debut LP, also recorded by Three Dog Night on their 1976 LP American Pastime and by Bette Midler on her 1977 LP Broken Blossom.",7.255853e-05,0.0005549478,1.3021034e-06,0.964657,0.034714207,1.5240346e-08
24,"Henske then retired from the stage, but continued to write songs.",0.16092987,4.4139186e-05,0.016463775,0.8225583,3.9057873e-06,3.5033083e-14
25,"She returned to performing in the 1990s, releasing two subsequent albums Loose",6.244475e-05,9.961636e-06,0.99984956,7.622255e-05,5.032317e-09,1.8681588e-06
26,In the World (1999),0.00049999735,0.28210914,0.00095599325,0.020239796,0.6934399,0.0027552014
27,and She Sang California (2004).,5.5972343e-10,3.1629186e-09,1.6246646e-05,0.9999838,1.2841572e-10,1.10446506e-10
28,"In February 2007, Rhino Records issued a limited edition 2-CD compilation set of her recordings, Big Judy: How Far This Music Goes (1962–2004), covering her entire career.",0.071159326,1.6129174e-05,4.02824e-05,0.9274462,6.5142865e-07,0.0013374329
29,"She appears in the 2011 documentary film Phil Ochs: There but for Fortune, which chronicles the life and career of folksinger Phil Ochs, with whom she was part of the early sixties' Greenwich Village folk music scene.",0.00012903793,0.9997179,0.00012972495,1.8354788e-08,1.4396188e-07,2.3169363e-05
30,"Henske and Doerge now live in Pasadena, California, where they have continued to write and record.",0.00076859683,0.11077953,0.0043069148,6.0046856e-05,0.88408494,1.5886792e-08
31,==,0.12487865,0.2134413,0.001371599,0.0017026742,0.65860564,7.902395e-08
32,Influence ==,0.0001506893,6.4202894e-08,0.516566,3.688851e-05,5.953268e-07,0.4832458
33,"Henske was noted by music writers for her strong, bluesy voice and emotive facial expression.",3.7753125e-08,0.026430918,0.97335887,0.00013438385,7.557823e-05,3.6068136e-07
34,Crime writer Andrew Vachss is a fan of Henske and has promoted her music in some of his novels.,0.006569228,0.0017223823,0.0017777142,0.7556457,0.23428433,6.1927307e-07
35,"In Blue Belle (p. 14), he says: ""If Linda Ronstadt's a torch singer, Henske's a flame thrower.""",0.0062663797,0.00016519522,0.0018386455,2.7157279e-05,0.01755792,0.97414464
36,==,0.12487865,0.2134413,0.001371599,0.0017026742,0.65860564,7.902395e-08
37,Discography ==,0.9999943,1.2030889e-08,8.3585106e-10,5.36193e-06,2.8148082e-09,3.2554374e-07
38,===,0.0018068915,2.1080356e-05,2.749861e-05,0.00044118572,0.9977034,1.2509472e-11
39,Albums ===,1.4329072e-05,5.2965975e-06,9.111575e-05,9.328258e-08,2.5371555e-06,0.99988663
40,"Coffee House, 1959 (Dorian 1001) various artists - 4 Henske tracks.",1.1810478e-05,5.198135e-06,0.0044184676,0.0004111754,0.9951527,5.565561e-07
41,"Dave Guard and the Whiskeyhill Singers, 1962 (Capitol T/ST-1728) (as member of group)",0.25223032,0.016407339,0.0026328543,0.40811944,0.32061,9.886413e-08
42,"How the West Was Won (soundtrack, as member of group singing ""900 Miles"" and ""Ox Driver's Song"")",0.012811748,0.002838232,0.015427897,0.64877766,0.007932023,0.31221247
43,"The Original Hootenanny, 1963 (Crestview CRS-7806) Crestview was a Division of Elektra Records.",0.006897945,3.673299e-09,3.7244125e-05,0.0052139927,1.7757962e-06,0.9878491
44,"One track : Wade in the Water, recorded live.",8.9455654e-07,3.2313375e-05,0.04706822,0.9528548,4.357102e-05,9.997384e-08
45,"Judy Henske, 1963 (Elektra EKS-7231)",2.1115056e-09,1.4028271e-07,2.501828e-09,1.0305162e-07,0.99999976,2.3873396e-08
46,"High Flying Bird, 1964  (Elektra EKS-7241)",2.8848743e-10,1.2337754e-08,2.7734396e-11,1.5907627e-09,1.0,5.74737e-09
47,"Little Bit of Sunshine… Little Bit of Rain, 1965  (Mercury SR 61010/MG 21010)",4.3072074e-10,0.0023999314,2.1386325e-07,4.5770076e-08,0.9975998,6.692094e-11
48,"The Death Defying Judy Henske, 1966  (Reprise R/RS-6203)",4.6657595e-05,0.008539153,0.00015776372,0.006739442,0.9843327,0.00018437656
49,"Farewell Aldebaran, 1969 (with Jerry Yester)  (Straight Records STS-1052/Reprise Records RS-6388)",0.015022275,1.8340843e-05,6.9244377e-10,0.9848059,0.00015341991,6.70131e-08
50,"Rosebud, 1971 (as member of group)  (Reprise RS 6426)",2.932947e-05,1.280352e-07,2.3434301e-11,0.9999329,3.770604e-05,8.8213403e-10
51,"Loose in the World, 1999 (Fair Star Music)",0.015078821,0.008866548,0.00032635953,0.9707639,0.004870698,9.357172e-05
52,"She Sang California, 2004  (Fair Star Music)",0.0005894114,8.554646e-06,0.0068214256,0.9914904,2.5165438e-08,0.0010901158
53,"Big Judy: How Far This Music Goes, 1962-2004 (box set)",0.0011284389,0.024805268,2.303294e-05,0.24663754,0.701909,0.02549675
54,2007 (Rhino Handmade),8.4139566e-07,0.005093069,0.8678562,0.033202376,0.036694605,0.0571529
55,===,0.0018068915,2.1080356e-05,2.749861e-05,0.00044118572,0.9977034,1.2509472e-11
56,Singles =,0.0003251453,0.15757585,0.00061795773,0.2359401,0.6034161,0.0021248753
57,==,0.12487865,0.2134413,0.001371599,0.0017026742,0.65860564,7.902395e-08
58,"""That's Enough"" /",0.0007270886,0.89657044,0.015559909,0.064855926,0.0220293,0.00025740912
59,"""Oh, Didn't He Ramble,"" 1962 (Staccato 101 and Gold Leaf 1001).",0.0006075187,0.00045009665,3.6718006e-07,0.99893993,2.1663325e-06,5.739818e-10
60,Credited to Judy Hart,4.5336878e-05,6.1310312e-09,7.630792e-08,0.0057502906,0.018950071,0.9752542
61,Rider !,8.853367e-05,0.009851314,0.0023633467,5.199533e-10,0.9876967,7.361041e-08
62,1963 (Capitol),0.0071512014,1.04835065e-08,2.4198304e-08,0.9928276,2.1243566e-05,1.2200205e-08
63,The Kingston Trio album Sunny Side,0.9874572,1.4208217e-07,0.00017741491,0.012356388,8.777631e-06,3.674154e-09
64,"""I Know You Rider"" / ""Love Henry,"" 1963 (Elektra 45004)",3.114253e-06,0.632094,0.00018243,0.0003399295,0.36737683,3.6632766e-06
