,Sentence,Business meeting,Coincidence,Education,Music making,Personal life,Public celebration
0,"Morten Qvenild (born 31 August 1978) is a Norwegian jazz pianist, band leader, and producer.",9.366951e-08,0.03278136,4.4356657e-06,1.7072358e-07,0.96719956,1.4396826e-05
1,==,0.12487865,0.2134413,0.001371599,0.0017026742,0.65860564,7.902395e-08
2,Career ==,1.0,4.7553845e-13,2.1761395e-17,4.5407397e-19,9.245235e-14,7.686067e-12
3,"Qvenild started his jazz career in the big band Ung Musikk in 1995, followed by studies on the Jazz program at the Norges Musikkhøgskole.",0.004900827,0.9948842,3.775556e-07,6.6870984e-07,0.00021372121,1.478663e-07
4,"He used to play in Østenfor Sol with Ole Jørn Myklebust, with Myklebust's OJ Trio, Shining (1999–2003), and Jaga Jazzist (2000–2002).",2.9926401e-05,0.0030120874,3.2026232e-06,0.110347934,0.8806956,0.005911171
5,"Since 2000 Qvenild is the ""orchestra"" of Susanna & the Magical Orchestra and an original member of Solveig Slettahjell's Slow Motion Quintet as well a duo partner.",0.024815414,0.69240755,0.0013329998,0.24303918,0.03836388,4.1146577e-05
6,"Beyond these enduring collaborations Qvenild is also involved in the Jon Klette Quartet, The National Bank and he toured with Nils Petter Molvær's Khmer and with Bertine Zetlitz Band (2003 and 2004).",5.9043946e-06,0.34510404,1.492113e-06,0.6548131,7.5380376e-05,2.2237187e-10
7,In 2003 Morten Qvenild founded the trio In the Country with co-students Roger Arntzen (bass) and Pål Hausken (drums).,0.06786614,0.11127316,0.010830194,0.809759,0.00027146674,2.6801084e-09
8,They recorded five albums for Rune Grammofon.,0.0022400853,3.04497e-06,4.7021906e-05,0.9976513,5.8648602e-05,7.783121e-13
9,On the latter two –Whiteout (2009) and the live recorded Sounds and Sights (2011)– the band was joined by multi-instrumentalist Andreas Mjøs.,0.0004314882,6.725668e-05,0.0014601102,0.9900842,0.007956954,9.544159e-10
10,Their last release was issued by the German ACT label.,0.04925066,1.2550371e-08,3.57505e-08,0.95024747,0.0005017787,1.2404201e-12
11,In 2011 he performed with Marit Larsen a new version of Erik Bye's Vår beste dag.,0.026417589,1.2407157e-06,7.3045674e-05,0.64982116,0.32366344,2.3545646e-05
12,This has become NRK's tune in their profile campaign.,0.98323613,0.013178626,1.7943117e-09,0.0035774247,1.8971076e-07,7.590337e-06
13,"In 2017, he took part, playing multiple instruments such as upright piano, harpsichord, harmonium, dulcitone, mandolinette, autoharp and kokles on a-ha's MTV Unplugged recording of the Live Album, ""Summer Solstice"" in Giske, Norway and the Subsequent Unplugged tour in Jan and Feb 2018.",0.997018,4.7115962e-05,0.0029031772,1.4290403e-05,1.650143e-05,1.0946903e-06
14,He played keyboards for their Electric Summer tour in June through August 2018.,0.00020340549,1.7518153e-06,5.032604e-05,0.9997445,7.5538054e-10,1.1640716e-12
15,==,0.12487865,0.2134413,0.001371599,0.0017026742,0.65860564,7.902395e-08
16,Honors ==,1.0348613e-07,1.35550975e-08,0.99900454,0.00010877733,2.9503333e-08,0.0008865869
17,2004: JazzIntro Award with the band In the Country at the Moldejazz,3.2841874e-07,3.647241e-05,1.5735635e-06,5.7806573e-09,1.2780853e-07,0.9999615
18,2004:,0.073356576,0.0011896022,5.2148078e-08,0.0011946018,3.2894008e-05,0.9242262
19,Spellemannprisen in the class jazz with Solveig Slettahjell and pop music with The National Bank,0.00024384423,0.76245457,0.08712807,9.3712595e-07,0.15013711,3.543366e-05
20,2007: Kongsberg Jazz Award,3.349585e-09,1.4237918e-06,1.0287369e-07,7.0038855e-06,3.2058847e-06,0.9999883
21,2016:,0.0011621048,0.93620425,1.3911319e-05,0.06084306,5.3391042e-05,0.0017232425
22,Edvardprisen in the open class for the album Personal Piano,3.667955e-05,1.2395528e-05,0.016425386,5.407722e-06,0.9461871,0.037332978
23,==,0.12487865,0.2134413,0.001371599,0.0017026742,0.65860564,7.902395e-08
24,Discography ==,0.9999943,1.2030889e-08,8.3585106e-10,5.36193e-06,2.8148082e-09,3.2554374e-07
25,===,0.0018068915,2.1080356e-05,2.749861e-05,0.00044118572,0.9977034,1.2509472e-11
26,As leader ===,0.23772845,1.1191436e-07,0.11608212,0.64618784,6.0125427e-07,8.543053e-07
27,2015:,0.17724717,0.00060505565,0.03683772,0.77965057,0.005357468,0.0003020507
28,Personal Piano,2.2436679e-07,7.959994e-09,5.1518327e-09,0.08844974,0.91148394,6.6074754e-05
29,2016:,0.0011621048,0.93620425,1.3911319e-05,0.06084306,5.3391042e-05,0.0017232425
30,The HyPer(Sonal) Piano Project - Towards A (Per)Sonal Topography Of Grand Piano And Electronics (Hubro Music),2.3841535e-11,0.00033890462,0.00017894461,0.99136,0.008119353,2.7427327e-06
31,2019:,0.001463498,1.3515884e-05,3.451199e-08,0.9981194,0.00038959697,1.3941733e-05
32,Landet Bortanfor Landet - Område 51 (Grappa Musikkforlag),5.2519645e-06,3.2780576e-05,1.18405405e-05,0.00017836783,0.99882156,0.0009501576
33,===,0.0018068915,2.1080356e-05,2.749861e-05,0.00044118572,0.9977034,1.2509472e-11
34,As sideman =,0.015263617,2.2302538e-05,9.958715e-06,0.983386,6.2007587e-07,0.0013175575
35,==,0.124878764,0.21344112,0.0013716007,0.0017026727,0.65860575,7.902396e-08
36,With In the Country,8.70556e-09,0.0015799458,3.1649804e-05,0.015734812,0.25965306,0.7230005
37,2005:,0.21679506,0.003642549,0.00089388364,0.7725317,0.004924032,0.0012127282
38,This Was the Pace of My Heartbeat (Rune Grammofon),3.860518e-07,1.0471727e-05,0.06310323,0.45529714,0.48158285,5.833621e-06
39,2006:,0.014002999,0.06120046,1.9350377e-06,0.9247495,2.257927e-05,2.2510147e-05
40,"Losing Stones, Collecting Bones (Rune Grammofon)",5.292756e-10,0.999949,9.146197e-06,2.8808576e-09,3.6909846e-06,3.813668e-05
41,2009:,0.11802497,6.6341025e-05,5.7777095e-05,0.8775802,0.0005386769,0.0037319574
42,Whiteout (Rune Grammofon),0.025385663,0.0011773531,0.05174819,0.39714146,0.5245147,3.264827e-05
