,Sentence,Business meeting,Coincidence,Education,Music making,Personal life,Public celebration
0,Donna Santisi is an American photographer.,6.473907e-05,0.042420465,0.0077473624,9.787512e-10,0.0008878363,0.9488796
1,"Her work has appeared in Slash, New York Rocker and Creem.",0.011266891,0.003442733,0.0006419962,0.98460555,4.2895426e-05,3.7548004e-10
2,==,0.12487809,0.21344268,0.0013716145,0.0017026803,0.65860486,7.902394e-08
3,Career ==,1.0,4.755348e-13,2.1761231e-17,4.5407227e-19,9.245165e-14,7.685994e-12
4,Santisi first became interested in photography in college.,8.857414e-08,2.498845e-05,0.999931,6.8892993e-15,3.1716937e-08,4.402149e-05
5,She saw Janis Joplin multiple times and the desire grew to document the experience.,1.0899104e-09,0.68863714,0.00082108314,0.0009398933,2.41494e-07,0.30960163
6,Santisi received a BS in Business Administration from Rider University but after experiencing the punk scene of Los Angeles Santisi devoted herself to photography.,1.4504115e-11,3.2653094e-09,1.0,4.1957533e-18,9.357796e-15,2.0157712e-08
7,The first bands Santisi photographed were The Shangri-Las and The Young Rascals.,0.37687033,0.61036444,3.754784e-07,0.012762556,4.2766825e-07,1.8204744e-06
8,"Her seminal punk photography collection documenting the LA new wave and punk rock scene, Ask The Angels, was published in 1978.",0.0016143968,0.03983602,0.0517949,3.3255158e-06,2.5323736e-06,0.90674883
9,And expanded edition was published in 2010.,0.00010118142,9.4603536e-08,0.0001987831,0.54079866,2.2834718e-07,0.45890105
10,"Santisi shot the cover for The Cramps's album Psychedelic Jungle, provided photography for the inner sleeves of The Name of This Band Is Talking Heads by Talking Heads and Learning to Crawl by The Pretenders, among other album covers and sleeve inserts.",0.3068084,0.60759914,0.08533869,0.00023849616,1.5200831e-05,9.549858e-08
11,Her photography was used for the cover of Kelly Johnson's biography Surviving My Friends: The Official Kelly Johnson Story.,0.0086906655,0.22320592,0.020010294,3.6924748e-09,0.005492944,0.7426002
12,Santisi is predominately a nature photographer now.,0.03140995,0.007448779,0.8031489,3.3831755e-12,3.3684857e-06,0.15798898
13,==,0.12487809,0.21344268,0.0013716145,0.0017026803,0.65860486,7.902394e-08
14,References ==,2.507712e-05,0.018098895,8.9650435e-05,0.06194967,4.4582564e-09,0.9198367
15,==,0.12487809,0.21344268,0.0013716145,0.0017026803,0.65860486,7.902394e-08
16,External links ==,0.00023526642,1.3075892e-06,6.913511e-10,2.5650536e-07,3.6421334e-08,0.9997632
17,Photographs from Ask the Angels,2.0225818e-07,0.64340943,2.9732153e-05,6.900091e-12,0.2891866,0.067373976
18,Santisi interview with Swoops World Radio,5.8564274e-07,0.16778572,0.6644258,4.0273036e-08,0.00075179915,0.16703603
