,Sentence,Business meeting,Coincidence,Education,Music making,Personal life,Public celebration
0,Rani Varma is a singer and recordist.,0.4439428,0.000107036794,0.00077048043,0.39092207,0.024179209,0.1400784
1,She has also sung many songs as a playback singer.,0.059619732,4.8379407e-06,0.0093972385,0.9309777,4.5696996e-07,4.33444e-08
2,"She is a daughter of Amar Varma, the famous Hindi/Urdu writer, poet, director & produce & well-known singer Manik Varma.",8.448214e-05,0.14026944,2.1515514e-06,6.753856e-05,0.47443873,0.38513768
3,==,0.124877945,0.21344653,0.001371655,0.001702694,0.6586011,7.902461e-08
4,Early life ==,0.0019447302,0.14564976,0.022118486,4.7269286e-06,0.8208643,0.009417957
5,"Rani was born in the renowned family of Amar Varma, the famous Hindi/Urdu writer, poet, director & producer and Padma Shri winner Manik Varma the doyen of Indian Classical music of Kirana Gharana, who also excelled in semi classical and light music like Thumrari, Natyasangeet, Bhajans and Bhavgeets and became a household name specially in Maharashtra.",0.00022254637,8.4995245e-06,5.340631e-06,8.943879e-05,0.7574317,0.24224244
6,"As the years passed by, along with the music inherited from her mother, she started taking Indian classical music lessons from Pandit Vasantrao Kulkarni from the childhood on her mother's insistence to have a regular and systematic knowledge, base and depth in music.",9.110715e-13,4.6107234e-09,0.99999654,6.886212e-09,3.4489597e-06,9.884637e-11
7,"Lookingg to her talent and potential, the famous music director of Indian Motion pictures Shri. C. Ramchandra gave her the first opportunity of singing in his concert,""Geet Gopal"" as a solo singer at the age of nine.",0.9998851,5.2891966e-05,2.2506927e-09,6.129728e-05,7.0466584e-09,6.6303056e-07
8,"At 12, here first playback song ""Pappa Saanga Kunache"" and ""He Rashtra Devatanche"" for Marathi film Gharkul became super hits, where she captured the hears of millions with her sweet voice and confidence and from then she was lovingly and affectionately called as ""Rani Varma"".",0.48505044,6.7608016e-07,2.1797665e-07,0.43437698,0.0010797093,0.07949193
9,"She continued singing with him for his live concerts ""Bhulaye Na Bane"" and became the wonder child singer.",0.10030317,0.17586948,5.512128e-08,0.72381365,1.3598809e-05,1.4658824e-08
10,==,0.124877945,0.21344653,0.001371655,0.001702694,0.6586011,7.902461e-08
11,Career ==,1.0,4.755348e-13,2.1761231e-17,4.5407227e-19,9.245165e-14,7.685994e-12
12,"Rani made her playback debut in Ga Geet Tu Satari, in Marathi.",0.9999993,3.900222e-08,7.0987377e-10,7.176593e-07,1.1051491e-08,8.698447e-11
13,She has sung many Marathi songs.,0.37675914,1.1616418e-06,2.4729456e-05,0.62317306,2.7837237e-05,1.4015021e-05
14,She has done many albums for children including famous “Adam Tadam Tad Tad Baja”.,0.17566653,0.0042293346,0.00012577583,0.00040751678,0.8192207,0.00035009225
15,Rani also owns a recording studio Saptak in Mumbai.,0.9933176,6.4647704e-10,3.6039928e-05,0.005918261,6.971772e-07,0.00072741264
16,"She was a part of project done by Ashok Hande on Manik Varma named ""Manik Moti"" with support by Bharati Achrekar and Vandana Gupte after Manik Varma's death.",7.938315e-08,0.016535874,3.90907e-06,0.1336211,0.0018003385,0.8480387
17,==,0.124877945,0.21344653,0.001371655,0.001702694,0.6586011,7.902461e-08
18,Popular Songs ==,0.00086999143,0.008518638,0.00055085233,0.121115185,0.005672759,0.8632726
19,गा गीत तू सतारी Ga Geet Tu Satari,0.032087892,0.88872844,0.018245008,0.0036534297,0.057263795,2.1357198e-05
20,जगणे अमुचे नका विचारू Jagane Amuche Naka Vicharu,0.0004392382,0.9599149,0.00048577064,0.012907892,0.026247155,5.1142824e-06
21,तुला आळवीता जीवन Tula Aalavita Jeevan Sarave,2.1419051e-05,0.9929207,1.1313297e-05,9.186359e-05,0.0069545703,7.925442e-08
22,तू सुखकर्ता तू दुःखहर्ता,0.005219942,0.0044808807,0.11279242,0.002841447,0.8746653,1.6955832e-09
23,Tu Sukhakarta Tu,8.462209e-06,8.9266166e-07,1.1935819e-06,0.999342,0.0006474102,3.2275346e-11
24,पप्पा सांगा कुणाचे Pappa Sanga Kunache,0.00044253425,3.5086655e-06,0.00014055162,0.98819435,0.01121639,2.6927332e-06
25,मी मोठ्ठा होनार किनई Mi Mottha Honar Kinai,0.0018711202,0.48762333,3.7403435e-05,0.0050934358,0.50309664,0.0022781317
26,संपले स्वप्‍न ते Sampale Swapna Te,0.0008812139,0.42891926,0.012049218,0.0011539484,0.5563769,0.0006195215
27,हे राष्ट्र देवतांचे He Rashtra Devatanche,5.623332e-07,7.7618795e-05,1.0197169e-05,0.9901338,0.009777774,3.4812707e-08
28,==,0.124877945,0.21344653,0.001371655,0.001702694,0.6586011,7.902461e-08
29,Albums ==,0.001136306,1.8010606e-06,0.00016471524,4.3185096e-06,4.922225e-07,0.99869233
30,Adam Tadam Tad Tad Baja,2.6497344e-05,0.99112225,7.137103e-07,2.6588474e-05,0.008793958,3.005826e-05
31,==,0.124877945,0.21344653,0.001371655,0.001702694,0.6586011,7.902461e-08
32,Personal life ==,0.002554406,0.00046550567,4.8373266e-07,1.0761044e-09,8.063284e-05,0.996899
33,Varma is a youngest daughter of Manik Varma.,2.450431e-07,2.0232242e-06,1.5505733e-10,0.00017431554,0.9998233,1.5031904e-07
34,"She has sisters, Aruna Jaiprakash, Bharati Achrekar, an actor and Vandana Gupte, a Marathi stage, film and television actor.",0.0041548596,0.0001532847,0.0024712135,2.387888e-05,0.9923362,0.0008606015
35,Rani Varma was married to a Professional Engineer and hospitality investor Ashok  Patel and lived New Orleans USA until divorced in 2005.,9.462274e-11,2.5844578e-05,6.969291e-07,2.6307748e-10,0.4406684,0.559305
36,==,0.124877945,0.21344653,0.001371655,0.001702694,0.6586011,7.902461e-08
37,References ==,2.507712e-05,0.018098895,8.9650435e-05,0.06194967,4.4582564e-09,0.9198367
