URI,support,types,entity,offset,similarityScore,percentageOfSecondRank,sentence,sentenceIndex,paragraphIndex,section,entType,wikiPageID
http://dbpedia.org/resource/James_McCracken,62,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",James McCracken,0,1.0,0.0,"James McCracken (December 16, 1926 – April 29, 1988) was an American operatic tenor.",0,0,,person,1277042
http://dbpedia.org/resource/James_McCracken,62,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",McCracken,56,0.9999269094396108,7.307199170109534e-05,"At the time of his death The New York Times stated that McCracken was ""the most successful dramatic tenor yet produced by the United States and a pillar of the Metropolitan Opera during the 1960s and 1970s.""",1,0,,person,1277042
http://dbpedia.org/resource/Henry_Joy_McCracken,80,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",McCracken,23,0.8872058506029813,0.1265808040305336,"Born in Gary, Indiana, McCracken's earliest musical experiences were singing in his church choir in childhood.",0,2,== Biography ==,person,1277042
http://dbpedia.org/resource/Elsa_Respighi,30,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Elsa,46,0.5314417830485568,0.3569739713591799,"He studied music at Columbia University, with Elsa Seyfert in Konstanz, Germany, and then with Joyce McLean in New York City until his death.",2,2,== Biography ==,person,1277042
http://dbpedia.org/resource/James_Joyce,3410,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q36180,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Writer",Joyce,95,0.9999193264683002,4.713132493220814e-05,"He studied music at Columbia University, with Elsa Seyfert in Konstanz, Germany, and then with Joyce McLean in New York City until his death.",2,2,== Biography ==,person,1277042
http://dbpedia.org/resource/James_McCracken,62,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",McCracken,0,0.9999999999927524,7.223749627896018e-12,McCracken made his professional opera debut in 1952 with the Central City Opera in Colorado as Rodolfo in Puccini's La bohème.,0,3,== Biography ==,person,1277042
http://dbpedia.org/resource/Mario_Del_Monaco,153,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Mario del Monaco,23,1.0,0.0,"He replaced an injured Mario del Monaco at The Royal Opera House in London on very short notice on 11 April 1964, which won critical acclaim, including by Philip Hope-Wallace of The Guardian who described it as: ""[T]he audience know at once that this was the voice for the part: large, inclined to perhaps splay a little, but sonorous, the emanation of the true Otello...""",2,4,== Biography ==,person,1277042
http://dbpedia.org/resource/James_McCracken,62,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",James McCracken,0,1.0,0.0,"James McCracken also starred in Otello and Carmen in 1972;  in Aida directed by John Dexter in 1976; in Le prophete in 1977; and in Tannhaeuser in 1978, his only leading Wagnerian role.",0,5,== Biography ==,person,1277042
http://dbpedia.org/resource/Jon_Vickers,155,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Jon Vickers,97,1.0,5.984963226821742e-22,"Feeling slighted about being passed over for the September 1978 telecast of Otello which starred Jon Vickers, McCracken resigned from the Metropolitan Opera, only to return to a rousing ovation in October 1983 for the Centennial Gala, during which he performed Otello's Act 3 soliloquy, ""Dio!",0,6,== Biography ==,person,1277042
http://dbpedia.org/resource/James_McCracken,62,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",McCracken,110,0.9999999999820944,1.7876265737763144e-11,"Feeling slighted about being passed over for the September 1978 telecast of Otello which starred Jon Vickers, McCracken resigned from the Metropolitan Opera, only to return to a rousing ovation in October 1983 for the Centennial Gala, during which he performed Otello's Act 3 soliloquy, ""Dio!",0,6,== Biography ==,person,1277042
