URI,support,types,entity,offset,similarityScore,percentageOfSecondRank,entType,sentence,sentenceIndex,paragraphIndex,section,wikiPageID
http://dbpedia.org/resource/Jean_Terrell,154,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Jean Terrell,6,0.9999999999996874,0.0,person,"Velma Jean Terrell (born November 26, 1944) is an American R&B and jazz singer.",0,0,,874840
http://dbpedia.org/resource/Jean_Terrell,154,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Jean Terrell,6,0.9999999999996874,0.0,person,"Velma Jean Terrell (born November 26, 1944) is an American R&B and jazz singer.",0,0,,874840
http://dbpedia.org/resource/United_States,551746,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",American,50,0.9343349990095433,0.06604701130054122,place,"Velma Jean Terrell (born November 26, 1944) is an American R&B and jazz singer.",0,0,,874840
http://dbpedia.org/resource/Diana_Ross,2760,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Diana Ross,13,0.9999999998012612,1.8047817890391819E-10,person,She replaced Diana Ross as the lead singer of The Supremes in January 1970.,1,0,,874840
http://dbpedia.org/resource/Ernie_Terrell,71,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Athlete,DBpedia:Agent,DBpedia:Boxer",Ernie Terrell,65,1.0,0.0,person,"She is the sister of the former WBA heavyweight boxing champion, Ernie Terrell, who fought Muhammad Ali.",0,3,== Biography == | === Early life and career ===,874840
http://dbpedia.org/resource/Muhammad_Ali,2954,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Muhammad Ali,91,0.999999992310137,7.488956928842146E-9,person,"She is the sister of the former WBA heavyweight boxing champion, Ernie Terrell, who fought Muhammad Ali.",0,3,== Biography == | === Early life and career ===,874840
http://dbpedia.org/resource/Jean_Terrell,154,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Jean Terrell,79,1.0,0.0,person,"Moving from Belzoni, Mississippi to Chicago for a better life at an early age, Jean Terrell was guided by her family to sing, and it was in the late 1960s that she and her brother formed a group called Ernie Terrell and the Heavyweights.",1,3,== Biography == | === Early life and career ===,874840
http://dbpedia.org/resource/Ernie_Terrell,71,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Athlete,DBpedia:Agent,DBpedia:Boxer",Ernie Terrell,202,1.0,0.0,person,"Moving from Belzoni, Mississippi to Chicago for a better life at an early age, Jean Terrell was guided by her family to sing, and it was in the late 1960s that she and her brother formed a group called Ernie Terrell and the Heavyweights.",1,3,== Biography == | === Early life and career ===,874840
http://dbpedia.org/resource/Jean_Terrell,154,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Jean Terrell,79,1.0,0.0,person,"Moving from Belzoni, Mississippi to Chicago for a better life at an early age, Jean Terrell was guided by her family to sing, and it was in the late 1960s that she and her brother formed a group called Ernie Terrell and the Heavyweights.",1,3,== Biography == | === Early life and career ===,874840
"http://dbpedia.org/resource/Belzoni,_Mississippi",100,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","Belzoni, Mississippi",12,0.9999999999999432,0.0,place,"Moving from Belzoni, Mississippi to Chicago for a better life at an early age, Jean Terrell was guided by her family to sing, and it was in the late 1960s that she and her brother formed a group called Ernie Terrell and the Heavyweights.",1,3,== Biography == | === Early life and career ===,874840
http://dbpedia.org/resource/Chicago,131732,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Chicago,36,0.9999711263536047,2.2884442921927698E-5,place,"Moving from Belzoni, Mississippi to Chicago for a better life at an early age, Jean Terrell was guided by her family to sing, and it was in the late 1960s that she and her brother formed a group called Ernie Terrell and the Heavyweights.",1,3,== Biography == | === Early life and career ===,874840
http://dbpedia.org/resource/Berry_Gordy,1022,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Berry Gordy,17,1.0,0.0,person,"Motown president Berry Gordy discovered the 24-year-old Terrell in 1968 in Miami, Florida where she was performing with her brother at a club.",0,5,== Biography == | === The Supremes (1970–1973) ===,874840
http://dbpedia.org/resource/Ernie_Terrell,71,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Athlete,DBpedia:Agent,DBpedia:Boxer",Terrell,56,0.9999999934249786,5.265890309156885E-9,person,"Motown president Berry Gordy discovered the 24-year-old Terrell in 1968 in Miami, Florida where she was performing with her brother at a club.",0,5,== Biography == | === The Supremes (1970–1973) ===,874840
