URI,support,types,entity,offset,similarityScore,percentageOfSecondRank,sentence,sentenceIndex,paragraphIndex,section,entType,wikiPageID
http://dbpedia.org/resource/Alexander_the_Great,8211,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Royalty",Alexander,0,0.9929984329541884,0.0043522414823281,"Alexander Lee ""Skip"" Spence (April 18, 1946 – April 16, 1999) was a Canadian-born American singer, songwriter, and musician.",0,0,,person,2488161
http://dbpedia.org/resource/Robert_E._Lee,4047,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:MilitaryPerson",Lee,10,0.9540114268153332,0.0173613894787115,"Alexander Lee Spence was born in Windsor, Ontario, Canada, in 1946.",0,3,== History == | === Early life: 1946–1965 ===,person,2488161
http://dbpedia.org/resource/Alexander_the_Great,8211,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Royalty",Alexander,12,0.9928507514832776,0.0041795411052074,"His father, Alexander Lett ""Jock"" Spence (1914–1965), was a machinist, a salesman, and played Route 66 as a solo singer-songwriter and piano player.",1,3,== History == | === Early life: 1946–1965 ===,person,2488161
http://dbpedia.org/resource/Marty_Balin,270,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Marty Balin,57,1.0,0.0,Spence was a guitarist in the band the Other Side before Marty Balin recruited him to be the drummer for Jefferson Airplane (apparently because he looked the part).,0,5,== History == | === Music career: 1966–1969 ===,person,2488161
http://dbpedia.org/resource/Jerry_Miller,106,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Jerry Miller,89,1.0,2.1314986441617117e-18,"Spence's deterioration in New York and the ""fire axe incident"" are described by bandmate Jerry Miller as follows: ""Skippy changed radically when we were in New York.",4,5,== History == | === Music career: 1966–1969 ===,person,2488161
http://dbpedia.org/resource/Peter_B._Lewis,51,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Peter Lewis,26,0.9934242398897908,0.0053038303060332,"""As described by bandmate Peter Lewis, it appears that both Jerry Miller and bandmate Don Stevenson were targets of Spence:",12,5,== History == | === Music career: 1966–1969 ===,person,2488161
http://dbpedia.org/resource/Jerry_Miller,106,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Jerry Miller,60,1.0,9.864307370067649e-19,"""As described by bandmate Peter Lewis, it appears that both Jerry Miller and bandmate Don Stevenson were targets of Spence:",12,5,== History == | === Music career: 1966–1969 ===,person,2488161
http://dbpedia.org/resource/Robert_Louis_Stevenson,2247,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q36180,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Writer",Stevenson,71,0.9397254871790248,0.0582550456013462,He tried to chop down the hotel room door with a fire axe to kill Don (Stevenson) to save him from himself.,7,6,== History == | === Music career: 1966–1969 ===,person,2488161
http://dbpedia.org/resource/Peter_B._Lewis,51,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Peter Lewis,16,0.9934242398897908,0.005303830306033,"As described by Peter Lewis, ""Skippy was just hanging around.",6,9,== History == | === Decline: 1970–1999 ===,person,2488161
http://dbpedia.org/resource/Oswald_of_Northumbria,542,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q43115,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Cleric,DBpedia:Agent,DBpedia:Saint",Oswald,32,0.5178878719782544,0.6245288634412942,He had a little white rat named Oswald that would snort coke too.,13,9,== History == | === Decline: 1970–1999 ===,person,2488161
