entType,URI,types,sentence,sentenceIndex,paragraphIndex,section,wikiPageID
person,http://dbpedia.org/resource/Jean_Lafitte,http://dbpedia.org/ontology/Person,"Jean-Baptiste-Pierre Lafitte (2 June 1796 – 6 March 1879) was a 19th-century French playwright, novelist, journalist and comedian.",0,0,,50686116
person,http://dbpedia.org/resource/Playwright,http://dbpedia.org/ontology/Person,"Jean-Baptiste-Pierre Lafitte (2 June 1796 – 6 March 1879) was a 19th-century French playwright, novelist, journalist and comedian.",0,0,,50686116
person,http://dbpedia.org/resource/Novelist,http://dbpedia.org/ontology/Person,"Jean-Baptiste-Pierre Lafitte (2 June 1796 – 6 March 1879) was a 19th-century French playwright, novelist, journalist and comedian.",0,0,,50686116
person,http://dbpedia.org/resource/Journalist,http://dbpedia.org/ontology/Person,"Jean-Baptiste-Pierre Lafitte (2 June 1796 – 6 March 1879) was a 19th-century French playwright, novelist, journalist and comedian.",0,0,,50686116
person,http://dbpedia.org/resource/Comedian,http://dbpedia.org/ontology/Person,"Jean-Baptiste-Pierre Lafitte (2 June 1796 – 6 March 1879) was a 19th-century French playwright, novelist, journalist and comedian.",0,0,,50686116
