URI,support,types,entity,offset,similarityScore,percentageOfSecondRank,sentence,sentenceIndex,paragraphIndex,section,entType,wikiPageID
http://dbpedia.org/resource/Gayla_Peevey,19,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Gayla Peevey,59,1.0,0.0,"She is best known for her recording, under her maiden name Gayla Peevey, of ""I Want a Hippopotamus for Christmas"" (Columbia 4-40106, 1953).",2,0,,person,3521750
http://dbpedia.org/resource/Gayla_Peevey,19,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Jamie Horton,24,0.9999999999995168,0.0,"In 1960, under the name Jamie Horton, she had a minor hit with the song ""Robot Man"", a Connie Francis cover.",0,1,,person,3521750
http://dbpedia.org/resource/Pope_Francis,7264,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,Wikidata:Q19546,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Cleric,DBpedia:Agent,DBpedia:Pope",Francis,94,0.5779969513071184,0.6563901520229352,"In 1960, under the name Jamie Horton, she had a minor hit with the song ""Robot Man"", a Connie Francis cover.",0,1,,person,3521750
http://dbpedia.org/resource/Cliff_Henderson,7,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Cliff Henderson,18,0.999999999998451,0.0,She is married to Cliff Henderson.,2,3,== Biography ==,person,3521750
http://dbpedia.org/resource/Sydney_Forest,6,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Sydney Forest,22,0.9999999977258228,0.0,"They have a daughter, Sydney Forest, and three grandchildren.",3,3,== Biography ==,person,3521750
http://dbpedia.org/resource/Empress_Matilda,1232,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Royalty",Matilda,0,0.8112941276813667,0.1163076745540382,"Matilda spent 45 years in the Oklahoma City Zoo, and then died at age 47 from a heart attack in 1998 while being transferred to the Walt Disney World's Disney's Animal Kingdom, in Orlando, Florida.",2,5,== In popular culture ==,person,3521750
http://dbpedia.org/resource/Gerald_Henderson_Jr.,210,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q3665646,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Athlete,DBpedia:Agent,DBpedia:BasketballPlayer",Henderson,31,0.94450688632465,0.0321752059501043,"In addition to being a singer, Henderson is also a songwriter, penning several of her Joy Records (New York) singles, including My Little Marine, Just Say So, We're Through – We're Finished, When It Comes To Love, Yes, I'll Be Your Girl and Dear Jane.",0,6,== In popular culture ==,person,3521750
http://dbpedia.org/resource/Gayla_Peevey,19,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Gayla Peevey,12,1.0,0.0,Singles (as Gayla Peevey) on Columbia Records ==,1,7,== Singles (as Gayla Peevey) on Columbia Records ==,person,3521750
http://dbpedia.org/resource/Gayla_Peevey,19,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Jamie Horton,12,0.9999999999764384,0.0,Singles (as Jamie Horton) on Joy Records (New York) ==,1,8,== Singles (as Jamie Horton) on Joy Records (New York) ==,person,3521750
http://dbpedia.org/resource/Gayla_Peevey,19,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Gayla Peevey,0,1.0,0.0,Gayla Peevey at IMDb,0,11,== External links ==,person,3521750
http://dbpedia.org/resource/Gayla_Peevey,19,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Gayla Peevey,59,1.0,0.0,"She is best known for her recording, under her maiden name Gayla Peevey, of ""I Want a Hippopotamus for Christmas"" (Columbia 4-40106, 1953).",2,0,,person,3521750
http://dbpedia.org/resource/Gayla_Peevey,19,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Jamie Horton,24,0.9999999999995168,0.0,"In 1960, under the name Jamie Horton, she had a minor hit with the song ""Robot Man"", a Connie Francis cover.",0,1,,person,3521750
http://dbpedia.org/resource/Sydney_Forest,6,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Sydney Forest,22,0.9999999977258228,0.0,"They have a daughter, Sydney Forest, and three grandchildren.",3,3,== Biography ==,person,3521750
http://dbpedia.org/resource/Gayla_Peevey,19,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Gayla Peevey,12,1.0,0.0,Singles (as Gayla Peevey) on Columbia Records ==,1,7,== Singles (as Gayla Peevey) on Columbia Records ==,person,3521750
