URI,support,types,entity,offset,similarityScore,percentageOfSecondRank,sentence,sentenceIndex,paragraphIndex,section,entType,wikiPageID
http://dbpedia.org/resource/Narciso_Figueroa,5,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Narciso Figueroa,0,1.0,0.0,"Narciso Figueroa (October 31, 1906 – September 4, 2004) is considered to be the ""Father of the Modern Danzas"".",0,0,,person,2751944
http://dbpedia.org/resource/Jesus,59745,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Jesus,50,0.9976332018695756,0.0022404390157094,"Figueroa was the second of eight siblings born to Jesus Figueroa and Carmen Sanabria in Aguadilla, Puerto Rico.",0,2,== Early years ==,person,2751944
http://dbpedia.org/resource/Ludwig_van_Beethoven,9567,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Beethoven,164,1.0,2.717403258941818e-21,"By the time Figueroa was 10 years old, he played the piano and his brother José played the violin in front of live audiences, performing the sonatas of Mozart and Beethoven.",4,2,== Early years ==,person,2751944
http://dbpedia.org/resource/Narciso_Gener_Gonzales,19,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Narciso,0,0.6955650327861908,0.3786057992014154,"Narciso played the piano, Jose played first violin, Jaime played second violin, Guillermo the viola and Rafael the cello.",2,4,== Musical career ==,person,2751944
http://dbpedia.org/resource/Angelina_of_Serbia,34,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q43115,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Cleric,DBpedia:Agent,DBpedia:Saint",Angelina,35,0.6140781284792662,0.3700458811222817,"His sisters, Leonor, Carmelina and Angelina would sometimes participate.",3,4,== Musical career ==,person,2751944
http://dbpedia.org/resource/Emilio_Aguinaldo,944,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q82955,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Politician",Aguinaldo,0,0.6467135649068474,0.4777339573432366,Aguinaldo Jíbaro,0,12,== Danzas ==,person,2751944
http://dbpedia.org/resource/José_Luis_Rodríguez_Zapatero,666,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q82955,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Politician",zapatero,9,0.994559112098055,0.0037252442315733,El pobre zapatero,0,15,== Danzas ==,person,2751944
http://dbpedia.org/resource/Narciso_Figueroa,5,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Narciso Figueroa,0,1.0,0.0,"Narciso Figueroa died in his home in Rio Piedras, Puerto Rico on September 4, 2004 at the age of 98.",2,19,== Later years ==,person,2751944
http://dbpedia.org/resource/Narciso_Figueroa,5,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Narciso Figueroa,24,1.0,0.0,"Guillermo Figueroa Jr., Narciso Figueroa Jr. and Rafael Figueroa Jr. belong to the Metropolitan Opera Orchestra and they are the first chairs of the Metropolitan Opera House.",1,21,== Legacy ==,person,2751944
http://dbpedia.org/resource/Rafael_Figueroa,2,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q628099,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:SportsManager,DBpedia:Person,DBpedia:Agent,DBpedia:SoccerManager",Rafael Figueroa,49,0.9999999999867272,0.0,"Guillermo Figueroa Jr., Narciso Figueroa Jr. and Rafael Figueroa Jr. belong to the Metropolitan Opera Orchestra and they are the first chairs of the Metropolitan Opera House.",1,21,== Legacy ==,person,2751944
