paragraph,paragraphIndex,section
"Yasuko Matsuyuki (松雪 泰子, Yasuko Matsuyuki, born November 28, 1972 in Saga Prefecture) is a Japanese actress and singer signed to Stardust Promotion.
",0,N/A
"== Biography ==
",1,== Biography ==
"Yasuko Matsuyuki was born in 1972 in Tosu, Saga. In 1989, while she was in high school, Matsuyuki won a Non-no fashion magazine contest. After graduating from Tosu Commercial High School, she moved to Tokyo and started her career as a model.
",2,== Biography ==
"In 1991, Matsuyuki made her film debut in the TV drama series ""Nekketsu Shinnyū Shain Sengen"". In 1993, she played an outgoing leading role in the manga based drama series ""Shiratori Reiko de Gozaimasu!"". That role made a big impact on the drama scene and established her career as an actress. In 1998, after a 2-year relationship, Matsuyuki married guitarist Gaku Kadowaki (門脇 学). She had a baby boy in 2001, but got divorced in 2005. Matsuyuki has two younger brothers. One is Kōhei Takamura (高村 晃平), who is also an actor, and the other is Yo Matsuyuki who is a rock singer.
",3,== Biography ==
"== Filmography ==
",4,== Filmography ==
"=== Movies ===
",5,== Filmography == | === Movies ===
"=== TV dramas ===
",6,== Filmography == | === TV dramas ===
"=== Stage ===
",7,== Filmography == | === Stage ===
"=== Commercials ===
",8,== Filmography == | === Commercials ===
"Shiseido – Frische (1991)
",9,== Filmography == | === Commercials ===
"Japan Airlines – JAL New Route (1991)
",10,== Filmography == | === Commercials ===
"Tokyo Broadcasting System – Spring IG (1991)
",11,== Filmography == | === Commercials ===
"Hitachi – Personal Fax Machine Bishamon (1992)
",12,== Filmography == | === Commercials ===
"Hitachi – G Video series (1992–1994)
",13,== Filmography == | === Commercials ===
"Italian Trade Commission Fashion Group – Moda Made in Italy (1993)
",14,== Filmography == | === Commercials ===
"Suntory – Bikkle (1993)
",15,== Filmography == | === Commercials ===
"Hitachi – Surf & Snow (1993)
",16,== Filmography == | === Commercials ===
"Hitachi – 8mm Pon Pa (1993)
",17,== Filmography == | === Commercials ===
"Ezaki Glico – Cereal Pocky (1993–1994)
",18,== Filmography == | === Commercials ===
"ExxonMobil – Tiger Pro Card (1994)
",19,== Filmography == | === Commercials ===
"Kosé – Lechéri (1994–1996)
",20,== Filmography == | === Commercials ===
"Nissin – Yakisoba U.F. O (1995)
",21,== Filmography == | === Commercials ===
"Asahi Breweries – Ururu (1995)
",22,== Filmography == | === Commercials ===
"Bourbon – Dessert Chocola (1995)
",23,== Filmography == | === Commercials ===
"Kansai Tele Message (1995)
",24,== Filmography == | === Commercials ===
"Honda – Civic (1995)
",25,== Filmography == | === Commercials ===
"Honda – Civic Ferio (1995)
",26,== Filmography == | === Commercials ===
"Coca-Cola – Lactia (1995–1996)
",27,== Filmography == | === Commercials ===
"Bristol-Myers Lion – My Balance (1995–1996)
",28,== Filmography == | === Commercials ===
"Snow Brand Milk Products – Frozen Mix Pizza (1996)
",29,== Filmography == | === Commercials ===
"Mitsui Life Insurance (1996–2000)
",30,== Filmography == | === Commercials ===
"Sanyo Shokai – Fragile (1997)
",31,== Filmography == | === Commercials ===
"Nissan – Presea (1997)
",32,== Filmography == | === Commercials ===
"Kodak Japan (1998)
",33,== Filmography == | === Commercials ===
"Meiji Dairies – Café Recio (1998)
",34,== Filmography == | === Commercials ===
"Takarajimasha – Spring (1999)
",35,== Filmography == | === Commercials ===
"All Nippon Airways (1999)
",36,== Filmography == | === Commercials ===
"Kanebo – T'Estimo (1999–2000)
",37,== Filmography == | === Commercials ===
"Seed Co. – Vivid Moon (1999–2000)
",38,== Filmography == | === Commercials ===
"Minolta – Vectis (2000)
",39,== Filmography == | === Commercials ===
"Otsuka Pharmaceutical Co. – Fibe-Mini (2002–2003)
",40,== Filmography == | === Commercials ===
"Seiko – Lukia series (2003–2004)
",41,== Filmography == | === Commercials ===
"Kanebo – Dew (2004)
",42,== Filmography == | === Commercials ===
"Tokyo Tatemono – Tokyo Front Court (2004)
",43,== Filmography == | === Commercials ===
