paragraph,paragraphIndex,section
"Saber Rebaï (Arabic: صابر الرباعي, Saber al Ruba'i; born 13 March 1967) is a Tunisian pan-Arab singer, actor, and composer. He is known for his song ""Sidi Mansour"". Some albums carry the variant transliteration Saber el Rebaii. He has been signed since 2004 to the pan-Arab record label Rotana.
",0,N/A
"== Early life ==
",1,== Early life ==
"Reabï was born in Tunisia to a Yemeni family from Hadramout. In 2006, while performing in Aden, he spoke about his extreme pride of his Yemeni heritage.
",2,== Early life ==
"== Career ==
",3,== Career ==
"Besides being an accomplished violinist, he started the singing as his profession at 17 years old impressed by singers among which Mohammed Abdel Wahab, Abd El Kader El Asaly, Wadih El Safi, Abdel Halim Hafez, Karem Mahmoud. Saber composed some of his songs melodies among which the song Word (Kalima). He worked with Hilmi Baker, Salah El Charnoubi and Dr. Abd El Rab Idriss.
",4,== Career ==
"== International concerts ==
",5,== International concerts ==
"Saber Rebai went in tours across Europe, USA, Australia and also performed in Palestine and South Korea. He gave shows in the Olympia in Paris, Carthage and Cairo.
",6,== International concerts ==
"== Awards ==
",7,== Awards ==
"Saber Al Rubai won many awards for his participation in international festivals among which:
",8,== Awards ==
"Cartage Festivals for many years
",9,== Awards ==
"Arab Music Festival
",10,== Awards ==
"Egyptian Opera House Award
",11,== Awards ==
"Cairo International Festivals
",12,== Awards ==
"Francophone Festivals
",13,== Awards ==
"The Gold Microphone in Cairo Festivals
",14,== Awards ==
"== Discography ==
",15,== Discography ==
"AlbumsHayyarouni – حيّروني
",16,== Discography ==
"Ya lilla – يا للا
",17,== Discography ==
"Yalli bjamalak – ياللي بجمالك
",18,== Discography ==
"2000: Sidi Mansour- سيدي منصور
",19,== Discography ==
"2001: Khalas tarek – خلص تارك
",20,== Discography ==
"2003: Share' elgharam – شارع الغرام
",21,== Discography ==
"2004: Atahadda al aalam – أتحدّى العالم
",22,== Discography ==
"2006: Ajmal nesaa aldounia – أجمل نساء الدنيا
",23,== Discography ==
"2007: El ghorba – الغربة
",24,== Discography ==
"2009: Waheshni giddan – واحشني جداSingles2000: ""Sidi Mansour"" – سيدي منصور
",25,== Discography ==
"== References ==
",26,== References ==
"== External links ==
",27,== External links ==
 Media related to Saber Rebaï at Wikimedia Commons,28,== External links ==
