paragraph,paragraphIndex,section
"Solomon Gbadegesin Ilori (born c. 1934) is a Nigerian drummer and percussionist who moved to New York City in 1958 and collaborated with jazz artists such as Art Blakey and Harry Belafonte before recording his debut album for Blue Note Records in 1963.
",0,N/A
"== Biography ==
",1,== Biography ==
"Solomon Gbadegesin Ilori was born in Nigeria into a musical family, and as a child learned to play the drums, guitar and flute. He moved to the US in 1958.
",2,== Biography ==
"== Discography ==
",3,== Discography ==
"=== As leader ===
",4,== Discography == | === As leader ===
"African High Life (Blue Note, 1963)
",5,== Discography == | === As leader ===
"=== As sideman ===
",6,== Discography == | === As sideman ===
"With Art Blakey
",7,== Discography == | === As sideman ===
"The African Beat (Blue Note, 1962)
",8,== Discography == | === As sideman ===
== References ==,9,== References ==
