paragraph,paragraphIndex,section
"Nat Temple (18 July 1913 – 30 May 2008) was an English big band leader, and a clarinet and saxophone player.
",0,N/A
"Amongst many others, he worked with Syd Roy, Harry Roy, Geraldo, Ambrose, Joe Daniels, and Lew Stone.
",1,N/A
"== Career ==
",2,== Career ==
"He was born Nathan Temple, the son of a tailor in Stepney, London. Temple formed his own band in 1944, and worked with Benny Lee, Frankie Vaughan, Joy Nichols, Lita Roza, David Whitfield, Anne Shelton, Beryl Davis, Julie Andrews and The Keynotes. 
",3,== Career ==
"After World War II, he worked with Bernard Braden and Barbara Kelly on Breakfast with Braden, along with the BBC announcer, Ronald Fletcher. His band also played on the radio show Music While You Work until 1983.  
",4,== Career ==
"On television he provided the band for Crackerjack with Eamonn Andrews, as well as Nuts in May with Frankie Howerd, The Time of Your Life with Noel Edmonds, The Russell Harty Show, Tune Times With Temple, A Jolly Good Time, Dance Music Through the Ages and Starstruck.
",5,== Career ==
"Other people who worked with Temple included Eartha Kitt, Petula Clark, George Shearing, Larry Grayson, Fred Perry, Joyce Grenfell, Matt Monro, Kenneth Horne, Mel Tormé and Paul Daniels.
",6,== Career ==
"== Personal life ==
",7,== Personal life ==
"Temple was married to Freda for over 62 years. She died on 5 June 2005. They had four daughters and six grandchildren. 
",8,== Personal life ==
"He stopped playing live around 2004, and lived at home, near Woking, Surrey. 
",9,== Personal life ==
"Nat Temple died at home on 30 May 2008.
",10,== Personal life ==
"== References ==
",11,== References ==
"Full article donated by Lynda Temple (daughter), text reproduced by permission of Edmund Whitehouse of ""Evergreen"". Source: ""Evergreen"", Summer 2003, pages 32–36.
",12,== References ==
"== External links ==
",13,== External links ==
"Biography and funeral tributes at his son-in-law's website
",14,== External links ==
"Biography at www.shmuelbennachum.com
",15,== External links ==
"Recordings, MP3s, downloadable
",16,== External links ==
"== Announcements ==
",17,== Announcements ==
"Announcement in The Times
",18,== Announcements ==
"Announcement in The Stage
",19,== Announcements ==
"== Obituaries ==
",20,== Obituaries ==
"Obituary in The Daily Telegraph
",21,== Obituaries ==
"Obituary in The Guardian
",22,== Obituaries ==
"Obituary in The Independent
",23,== Obituaries ==
"Obituary in The Times
",24,== Obituaries ==
"Obituary in The Stage
",25,== Obituaries ==
"== Others ==
",26,== Others ==
"from Anthony Hacking, QC, in The Times",27,== Others ==
