paragraph,paragraphIndex,section
"Josef Janíček (born 28 December 1947 in Prague, Czechoslovakia, now Czech Republic) is a Czech rock keyboardist, singer, accordion and guitar player. He was a former guitarist of The Primitives Group; from 1969 he played with The Plastic People of the Universe. He was also a member of Milan Hlavsa's band called Půlnoc. Since 1990, he is a member of The Velvet Underground Revival Band.
",0,N/A
"== Discography ==
",1,== Discography ==
"=== With The Plastic People of the Universe ===
",2,== Discography == | === With The Plastic People of the Universe ===
"Bez ohňů je underground (1992) - live album
",3,== Discography == | === With The Plastic People of the Universe ===
"For Kosovo (1997) - live album
",4,== Discography == | === With The Plastic People of the Universe ===
"The Plastic People of the Universe (1997) - live album
",5,== Discography == | === With The Plastic People of the Universe ===
"Hovězí porážka (released: 1997, recorded: 1983-84)
",6,== Discography == | === With The Plastic People of the Universe ===
"Jak bude po smrti (released: 1998, recorded: 1979)
",7,== Discography == | === With The Plastic People of the Universe ===
"Pašijové hry velikonoční (released: 1998, recorded: 1978)
",8,== Discography == | === With The Plastic People of the Universe ===
"Vožralej jak slíva (released: 1997, recorded: 1973-1975) - live album
",9,== Discography == | === With The Plastic People of the Universe ===
"Ach to státu hanobení (released: 2000, recorded: 1976-77)
",10,== Discography == | === With The Plastic People of the Universe ===
"Líně s tebou spím | Lazy Love / In Memoriam Mejla Hlavsa (2001)
",11,== Discography == | === With The Plastic People of the Universe ===
"Egon Bondy’s Happy Hearts Club Banned (released: 2001, recorded: 1974-75)
",12,== Discography == | === With The Plastic People of the Universe ===
"Muž bez uší (released: 2002, recorded 1969-72) - live album
",13,== Discography == | === With The Plastic People of the Universe ===
"Co znamená vésti koně (released: 2002, recorded: 1981)
",14,== Discography == | === With The Plastic People of the Universe ===
"Do lesíčka na čekanou (released: 2006, recorded? 1973) - live album
",15,== Discography == | === With The Plastic People of the Universe ===
"Maska za maskou (2009)
",16,== Discography == | === With The Plastic People of the Universe ===
"Non Stop Opera (2011) - live album
",17,== Discography == | === With The Plastic People of the Universe ===
"=== With Půlnoc ===
",18,== Discography == | === With Půlnoc ===
"Live Bratislava (1988)
",19,== Discography == | === With Půlnoc ===
"Půlnoc (1990)
",20,== Discography == | === With Půlnoc ===
"City of Hysteria (1991)
",21,== Discography == | === With Půlnoc ===
"Live in New York (1996) - live album
",22,== Discography == | === With Půlnoc ===
== References ==,23,== References ==
