paragraph,paragraphIndex,section
"Hikaru Ohsawa (大沢 ひかる, Ōsawa Hikaru, born March 9, 1995, in Tokyo, Japan) is a former Japanese actress who was represented by the talent agency Stardust Promotion.
",0,N/A
"== Biography ==
",1,== Biography ==
"In 2010, Ohsawa is affiliated with her current office, Stardust Promotion. Her first starring role is the stage play, Pool Side Story, and later appeared in theater plays, films, and television dramas. In stage, Ohsawa has starring roles in plays such as Jū oni no Kizuna: Sekigahara Kitan Koi Mai. From January 11, 2014, she served as a reporter of King's Brunch.
",2,== Biography ==
"== Filmography ==
",3,== Filmography ==
"=== TV series ===
",4,== Filmography == | === TV series ===
"=== Films ===
",5,== Filmography == | === Films ===
"== Stage play ==
",6,== Stage play ==
"== References ==
",7,== References ==
"== External links ==
",8,== External links ==
"Official profile (in Japanese)
",9,== External links ==
Hikaru Ohsawa on Twitter,10,== External links ==
