paragraph,paragraphIndex,section
"Jens-Ole ""Ole"" Malmgren (born 16 February 1946) is a Danish composer. Piano lessons from Leif Bülow Nielsen 1967-68. He spent some instructive years with Gruppen for Alternativ Musik prior to doing committee work with Det Unge Tonekunstnerselskab (DUT) and Danish Composers Society for a number of years. 
",0,N/A
"Works for small and greater ensembles, e.g. ""Circulations"" to Elisabeth Klein first performed 1976. Read more.
",1,N/A
"== List of works (selected) ==
",2,== List of works (selected) ==
"1974 ""Savoyages"" for symphony orchestra in 2 movements
",3,== List of works (selected) ==
"1976 ""Circulations"" for piano, dedication Elisabeth Klein
",4,== List of works (selected) ==
"1980/2018 ”Omkring Hamlet”, opera in 6 scenes - libretto by the composer after Johs. Sløk's danish translation of ""Hamlet, Prince of Denmark"" by W. Shakespeare
",5,== List of works (selected) ==
"2006 ""Symphonic Jazz 1 - Traditional"" – ""Symphonic Jazz 2 - Avantgarde"" is planned
",6,== List of works (selected) ==
"2010 ”Helike Athanatos”, opera in 6 scenes, libretto by Franz Knappik, idea by Andreas Drekis
",7,== List of works (selected) ==
"2013 ”Der BabelƨTurm” for soprano and chamber ensemble, lyrics by Saadi and Goethe
",8,== List of works (selected) ==
"2014 ”We are all travellers” version for choir a capella, lyrics by Maria Fuchs
",9,== List of works (selected) ==
"2015 ""Lights"" for symphony orchestra with piano
",10,== List of works (selected) ==
"== References ==
",11,== References ==
"== External links ==
",12,== External links ==
"Secretariat For Contemporary Music (Danish)
",13,== External links ==
"Danish Composers Society (partly Danish)
",14,== External links ==
Official Homepage,15,== External links ==
