paragraph,paragraphIndex,section
"Tim Kellett (born 23 July 1964 in Knaresborough, Yorkshire, England) is an English musician, songwriter and record producer.
",0,N/A
"== Biography ==
",1,== Biography ==
"Kellett has worked in the British music industry for the past twenty eight years. His professional career began in 1984, when he joined the British post-punk band the Durutti Column as trumpeter, but he left in 1985 to join Simply Red where he also played keyboards and performed backing vocals live. According to MTV he joined Simply Red earlier in 1981. They had a No.2 UK / No.1 US hit in 1986 with ""Holding Back The Years"". Kellett left the band in 1991. In 1994, Kellett formed Olive with Robin Taylor-Firth, also of Nightmares on Wax. Olive had a No.1 UK hit in May 1997 with ""You're Not Alone"" before going on hiatus in 2001.
",2,== Biography ==
"Kellett also had success in writing songs for the Lighthouse Family and, more recently, James Morrison and Matthew Ward. Other collaborations include Nate James, Ella Chi, Emma Bunton, Gareth Gates, Girls Aloud, Christophe William and Taio Cruz. The latter wrote and produced with Kellett on the track ""Never Gonna Get Us"" for Cruz's 2008 Departure album.
",3,== Biography ==
"== Discography ==
",4,== Discography ==
"=== The Durutti Column ===
",5,== Discography == | === The Durutti Column ===
"Without Mercy (1984)
",6,== Discography == | === The Durutti Column ===
"Circuses and Bread (1986)
",7,== Discography == | === The Durutti Column ===
"=== Simply Red ===
",8,== Discography == | === Simply Red ===
"Picture Book (1985)
",9,== Discography == | === Simply Red ===
"Men And Women (1987)
",10,== Discography == | === Simply Red ===
"A New Flame (1989)
",11,== Discography == | === Simply Red ===
"Stars (1991)
",12,== Discography == | === Simply Red ===
"=== Olive ===
",13,== Discography == | === Olive ===
"Extra Virgin (1996)
",14,== Discography == | === Olive ===
"Trickle (2000)
",15,== Discography == | === Olive ===
"=== James Morrison ===
",16,== Discography == | === James Morrison ===
"""This Boy"" (2007) from his debut album, Undiscovered
",17,== Discography == | === James Morrison ===
"""One Last Chance"" (2007) also from Undiscovered
",18,== Discography == | === James Morrison ===
"== References ==
",19,== References ==
"== Further reading ==
",20,== Further reading ==
"The Rolling Stone Encyclopedia of Rock & Roll – 3rd Edition
",21,== Further reading ==
"The 1000 UK Number One Hits
",22,== Further reading ==
"== External links ==
",23,== External links ==
Tim Kellett at IMDb,24,== External links ==
