paragraph,paragraphIndex,section
"Carolyn Leonhart (born July 10, 1971) is a jazz singer, daughter of jazz bassist Jay Leonhart and sister of the trumpeter Michael Leonhart. She has performed as a back-up vocalist for Steely Dan on several tours and recordings.
",0,N/A
"== Childhood and education ==
",1,== Childhood and education ==
"Carolyn Leonhart was born in New York City on 10 July 1971, daughter of bassist and composer Jay Leonhart and vocalist Donna Leonhart.
",2,== Childhood and education ==
"She was exposed to music from a very early age, attending her father's gigs where she saw him accompany famous singers such as Sarah Vaughan, Mel Tormé and Peggy Lee.
",3,== Childhood and education ==
"Leonhart sang on television commercials as a young child.
",4,== Childhood and education ==
"She attended The High School of Music & Art in New York City, and for four years sang in the school's Gospel Choir.
",5,== Childhood and education ==
"While at school, she performed in the TV show ""It's Showtime At The Apollo"".
",6,== Childhood and education ==
"At home she would spend hours singing while her father and brother played jazz standards.
",7,== Childhood and education ==
"She won the Lena Horne High School Jazz Vocalist competition while in her senior year. Leonhart attended the University of Rochester, obtaining a degree in Comparative Religion.
",8,== Childhood and education ==
"While at university she remained deeply involved in music, singing with bands at the Eastman School of Music in Rochester.
",9,== Childhood and education ==
"She recorded two solos with the Toshiba EMI label, and in her senior year was named Best College Jazz Vocalist by Downbeat Magazine.
",10,== Childhood and education ==
"== Singing career ==
",11,== Singing career ==
"Leonhart returned to New York and in 1994 began singing in jazz clubs.
",12,== Singing career ==
"That year she competed in the Thelonious Monk International Vocal Jazz Competition, coming third.
",13,== Singing career ==
"A critic said her choice of the songs ""Nobody Else but Me"" and ""Day Dream"" was daring, but she needed greater control and more focused delivery.
",14,== Singing career ==
"In the following years Leonhart performed with a variety of musicians including The Real Live Show, a hip-hop group, and Wax Poetic.
",15,== Singing career ==
"The Wax Poetic project combines electronica, trip hop, funk, and jazz.
",16,== Singing career ==
"In 1998 she recorded an album with the Swiss Percussion Ensemble, a group of four classical percussionists whose instruments were mainly made of glass.
",17,== Singing career ==
"In 2000, Leonhart released the album Steal The Moon, a collaborative project with pianist and composer Rob Bargad.
",18,== Singing career ==
"Since then she began performing regularly with her own group at the Smoke Jazz Club in New York City, at Steamers and The Vic in California, and at other clubs on the east coast. Leonhart and other members of the Swiss Percussion Ensemble formed Lyn Leon, a pop/lounge group that made several successful tours of Europe and released the album Glass Lounge in Germany in 2004.
",19,== Singing career ==
"Lyn Leon toured with the jazz singer Al Jarreau during the fall of 2004.
",20,== Singing career ==
"Leonhart said ""Improvising with Al Jarreau was one of the most incredible experiences of my life. It opened me up to another level of creative awareness and expression"".
",21,== Singing career ==
"Between 2000 and 2007 Leonhart was a lead back-up vocalist with Steely Dan, singing on three world tours and two albums.
",22,== Singing career ==
"She performed again with Steely Dan in 2009 and 2011. She and the group's other female backing vocalists, Cindy Mizelle and La Tanya Hall, are usually spotlighted singing lead on the song ""Dirty Work"".
",23,== Singing career ==
"== Other activities ==
",24,== Other activities ==
"Leonhart met Wayne Escoffery, a London-born saxophonist, in a New York Jazz club in 2002. The two began dating when they had time during their busy tour schedules. They married in Manhattan on 17 January 2004. As of 2020, they are no longer married. Leonhart studied Contemporary Commercial Music Vocal Pedagogy Institute at Shenandoah University.
",25,== Other activities ==
"In recent years she has become an Assistant Professor at the Berklee College of Music in Boston, Massachusetts.
",26,== Other activities ==
"Her goal as a teacher is to help vocal students gain an awareness of their instrument, their voice, avoid mistakes and learn better, freer vocal function.
",27,== Other activities ==
"== Style ==
",28,== Style ==
"Leonhart has said that she does not consider herself a jazz singer, just a singer, and she has performed with ensembles covering a wide range of musical styles.
",29,== Style ==
"She was deeply influenced by her father and by Donald Fagen and Walter Becker of Steely Dan.
",30,== Style ==
"She says that other influences include Wayne Shorter, Woody Shaw, Ahmad Jamal, Herbie Hancock, Miles Davis and John Coltrane.
",31,== Style ==
"She has been described as having an ""intimate and soulful voice and broad tonal palette ... a singer who works intuitively, with a voice that projects both strength and vulnerability"".
",32,== Style ==
"== Recordings ==
",33,== Recordings ==
"1998: Swiss Percussion Group - Glass Songs
",34,== Recordings ==
"2000: Steely Dan - Two Against Nature
",35,== Recordings ==
"2000: Carolyn Leonhart - Steal the Moon
",36,== Recordings ==
"2001: Lyn Leon - Glass Lounge
",37,== Recordings ==
"2002: Carolyn Leonhart - Autumn in New York (King [Japan] Records)
",38,== Recordings ==
"2003: Steely Dan - Everything Must Go
",39,== Recordings ==
"2005: Carolyn Leonhart - New 8th Day
",40,== Recordings ==
"2006: Donald Fagen - Morph The Cat
",41,== Recordings ==
"2007: Carolyn Leonhart & Wayne Escoffery - If Dreams Come True (Nagel-Heyer)
",42,== Recordings ==
"2008: Walter Becker - Circus Money
",43,== Recordings ==
"2010: Carolyn Leonhart & Wayne Escoffery - Tides of Yesterday (Savant)
",44,== Recordings ==
"2012: Donald Fagen - Sunken Condos
",45,== Recordings ==
"2014: The Dukes of September -  Live
",46,== Recordings ==
== References ==,47,== References ==
