paragraph,paragraphIndex,section
"Elena Barbara Giuranna (18 November 1899 – 31 July 1998) was an Italian pianist and composer.
",0,N/A
"== Life ==
",1,== Life ==
"Barbara Giuranna was born in Palermo, Italy and studied piano at the Palermo Conservatory with Guido Alberto Fano. She also studied composition at the Naples Conservatory with Camillo De Nardis and Antonio Savasta. She continued her education in composition at the Milan Conservatory with Giorgio Federico Ghedini.
",2,== Life ==
"After completing her studies, Giuranna taught at the Rome Conservatory from 1937 to 1970 and worked as an editor of 18th-century music. She was a music consultant to RAI in Rome from 1948 to 1956, and she was elected a member of the Accademia Nazionale di Santa Cecilia in 1982. She died in Rome.
",3,== Life ==
"== Works ==
",4,== Works ==
"Giuranna composed works for stage, orchestra, chamber ensemble, chorus, violin, and piano. Giuranna also published arrangements of 18th-century music including Paisiello, Vivaldi, and Cimarosa. Selected works include:
",5,== Works ==
"La trappola d’oro (ballet), 1929
",6,== Works ==
"Jamanto (op, 3, Giuranna), opera 1941
",7,== Works ==
"Mayerling (op, 3, V. Viviani), Naples, S Carlo, 1960
",8,== Works ==
"Hosanna (op, 1, C. Pinelli), Palermo, Massimo, 1978 Choral: 3 cori, male chorus, 1940
",9,== Works ==
"3 canti alla Vergine, Soprano voice, female chorus, small orchestra, 1949
",10,== Works ==
"Missa sinite parvulos, children's chorus, harp, organ, 1992
",11,== Works ==
"Notturno, 1923
",12,== Works ==
"Apina rapita dai nani della montagna, suite after A. France, small orchestra, 1924
",13,== Works ==
"Marionette, 1927
",14,== Works ==
"X legio (Tenth Legion), Poema eroico per grande orchestra/Heroic Poem for Large orchestra, 1936
",15,== Works ==
"Toccata for orchestra, 1937
",16,== Works ==
"Patria 1938
",17,== Works ==
"Concerto for orchestra no.1, 1942
",18,== Works ==
"Episodi, wind, brass, timpani, piano, 1942
",19,== Works ==
"Concerto for orchestra no.2, 1965
",20,== Works ==
"Musica per Olivia, for small orchestra, 1970
",21,== Works ==
"Adagio e Allegro da concerto, 9 instruments, 1935
",22,== Works ==
"Sonatina, piano, 1935
",23,== Works ==
"Toccata, piano, 1937
",24,== Works ==
"Sonatina, harp, 1941
",25,== Works ==
"Solo per viola', 1982
",26,== Works ==
== References ==,27,== References ==
