paragraph,paragraphIndex,section
"Franz Theodor Magnus Böhme (11 March 1827 in Willerstedt – 18 October 1898 in Dresden) was a German academic, musicologist, composer, folksong collector and writer on music history and folksong.
",0,N/A
"== Bibliography (in German) ==
",1,== Bibliography (in German) ==
"Brockhaus, Riemann Musiklexikon Vol. 1 (1998) p. 155, ISBN 3-254-08396-2
",2,== Bibliography (in German) ==
"Kurt Thomas: Bericht über einen Teilnachlaß von Franz Magnus Böhme im Institut für Volksmusikforschung Weimar, Jahrbuch für Volksliedforschung 38 (1993), S. 13–26.
",3,== Bibliography (in German) ==
"Otto Holzapfel,  together with Brigitte Emmrich and Heike Müns: Sammlung Franz Magnus Böhme in der Sächsischen Landesbibliothek in Dresden, Jahrbuch für Volksliedforschung 38 (1993), pp. 27–49 [zur Wissenschaftsgeschichte und dem Entstehen des Erk-Böhme, Deutscher Liederhort, 1893/94, und dem Nachlass Böhmes].
",4,== Bibliography (in German) ==
"Horst Seeger: Musiklexikon Personen A–Z / Deutscher Verlag für Musik Leipzig (1981), Seite 102 ff.
",5,== Bibliography (in German) ==
"E. Stockmann: Zum Nachlass Franz Magnus Böhmes, Deutsches Jahrbuch für Volkskunde VIII, 1962
",6,== Bibliography (in German) ==
"Robert Eitner (1903), ""Böhme, Franz Magnus"", Allgemeine Deutsche Biographie (ADB) (in German), vol. 47, Leipzig: Duncker & Humblot, pp. 77–79
",7,== Bibliography (in German) ==
"Walter Salmen (1955), ""Böhme, Franz Magnus"", Neue Deutsche Biographie (in German), vol. 2, Berlin: Duncker & Humblot, pp. 387–388; (full text online)
",8,== Bibliography (in German) ==
"== External links ==
",9,== External links ==
"Werke von und über Franz Magnus Böhme in the German National Library catalogue
",10,== External links ==
http://saebi.isgv.de/gnd/116220945,11,== External links ==
