paragraph,paragraphIndex,section
"David Walter Foster OC, OBC (born November 1, 1949) is a Canadian musician, composer, arranger, record producer and music executive who chaired Verve Records from 2012 to 2016. He has won 16 Grammy Awards from 47 nominations. His career in the music industry has spanned almost five decades, mainly beginning as a keyboardist for the pop group Skylark, in the early 1970s.
",0,N/A
"== Early life and career ==
",1,== Early life and career ==
"Foster was born in Victoria, British Columbia, the son of Maurice (Maury) Foster, an office worker, and Eleanor May (Vantreight) Foster, a homemaker. In 1963, at the age of 13, he enrolled in the University of Washington music program. In 1965 he auditioned to lead the band in an Edmonton nightclub owned by jazz musician Tommy Banks. Banks mentored Foster in jazz, producing records, and the music business. After a year there, he decided to move to Toronto to play with Ronnie Hawkins. In 1966, he joined a backup band for Chuck Berry. In 1974, he moved to Los Angeles with his band Skylark.
",2,== Early life and career ==
"== Career ==
",3,== Career ==
"=== 1971–1999 ===
",4,== Career == | === 1971–1999 ===
"Foster was a keyboardist for the pop group Skylark, discovered by Eirik Wangberg. The band's song ""Wildflower"" was a top ten hit in 1973. When the group disbanded, Foster remained in Los Angeles and, together with Jay Graydon, he formed the band Airplay. In 1975, Foster played on George Harrison's album Extra Texture. He followed that up a year later by playing the Fender Rhodes and clavinet on Harrison's album Thirty Three & 1/3. In 1976 Foster joined Guthrie Thomas on Thomas' second Capitol Records album, Lies and Alibis, with Ringo Starr and a host of other performers. Foster was a major contributor to the 1979 Earth, Wind and Fire album I Am, as a studio player and arranger, and was a co-writer on six of the album's tracks, the most noteworthy being ""After the Love Has Gone"", for which Foster and his co-writers, Graydon and Bill Champlin, won the 1980 Grammy Award for Best R&B Song.
",5,== Career == | === 1971–1999 ===
"Foster worked as a producer on albums for The Tubes: 1981's The Completion Backward Principle and 1983's Outside Inside. Foster co-wrote such songs as ""Talk to Ya Later"", with Tubes singer Fee Waybill and Steve Lukather from Toto; the Top 40 hit ""Don't Want to Wait Anymore;"" and the number 10 US hit ""She's a Beauty"". The 1980 Boz Scaggs album Middle Man saw Foster co-write and play keyboard on some of Scaggs's most successful songs, including ""Breakdown Dead Ahead"", ""Jojo"", and ""Simone"", followed by ""Look What You've Done to Me"" from the film Urban Cowboy.
",6,== Career == | === 1971–1999 ===
"Foster was a major contributor to the career of jazz rock band Chicago in the early and middle 1980s, having worked as the band's producer on Chicago 16 (1982), Chicago 17 (1984 - their biggest selling, multi-platinum album), and Chicago 18 (1986). As was typical of his producing projects from this time period, Foster was a co-writer on songs such as the US Chart No. 1 hit ""Hard to Say I'm Sorry"", ""Love Me Tomorrow"" (US No. 22), ""Stay the Night"" (US No. 16), and ""You're the Inspiration"" (US No. 3). They were co-written with the band's bassist Peter Cetera. In 1986, Foster also helped Cetera co-write (along with Cetera's wife Diane Nini) his US No. 1 solo hit ""Glory of Love"". 
",7,== Career == | === 1971–1999 ===
"Foster co-wrote Kenny Loggins's songs ""Heart to Heart"" (US No. 15), from the 1982 album High Adventure, and ""Forever"" (US No. 40), from the 1985 album Vox Humana. 
",8,== Career == | === 1971–1999 ===
"Foster worked with country singer Kenny Rogers on the hit albums What About Me? (1984) and The Heart of the Matter (1985), the latter of which featured ""The Best of Me"", a song co-written with Richard Marx that was covered by Cliff Richard in 1989, resulting in a number-two UK hit.
",9,== Career == | === 1971–1999 ===
"In 1985, Rolling Stone magazine named Foster the ""master of . . . bombastic pop kitsch"". That year, Foster composed the score for the film St. Elmo's Fire, including the instrumental ""Love Theme from St. Elmo's Fire"", which hit No. 15 on the US pop charts. Another song from the film, ""St. Elmo's Fire (Man in Motion)"", recorded by John Parr, hit No. 1 on the Billboard Hot 100 on September 7, 1985. 
",10,== Career == | === 1971–1999 ===
"In 1985 Foster also co-wrote and produced Tears Are Not Enough, which reached top 15 status. The album was recorded by a group of Canadian artists such as Joni Mitchell, Neil Young, Bryan Adams and others, in similar fashion to the UK's ""Do They Know It's Christmas?"" and the US's ""We Are the World"".
",11,== Career == | === 1971–1999 ===
