paragraph,paragraphIndex,section
"Sam Sweeney (born 27 February 1989 in Nottingham) is a multi-instrumental English folk musician.
",0,N/A
"== Career ==
",1,== Career ==
"Sweeney started playing the fiddle at age six, and first performed as a soloist at folk festivals in 2001. From 2002 to 2010 Sweeney was part of the East Midlands-based folk band Kerfuffle, playing fiddle, viola, and cajon, and singing. When Kerfuffle disbanded, Sam continued playing with accordion player and singer Hannah James as the duo Hannah James and Sam Sweeney. 
",2,== Career ==
"From 2008 to 2016, Sweeney became a member of the award-winning eleven-piece folk band Bellowhead, playing fiddle and English bagpipes, he replaced former member Giles Lewin. Sam played with Bellowhead until their final gig in May 2016 at Oxford Town Hall. He has toured with Jon Boden and the Remnant Kings, playing both drums and fiddle, sometimes simultaneously.
",3,== Career ==
"He is also a member of Fay Hield's band, originally named the Fay Hield Trio but as of 2012 called Fay Hield & The Hurricane Party, and took part in The Full English album and tour in 2013.
",4,== Career ==
"Together with Andy Cutting and Rob Harbron, he formed English folk supergroup Leveret in 2015. In 2018, he started his solo career with the album The Unfinished Violin. Two years later in 2020, he followed it with his second album Unearth Repeat.
",5,== Career ==
"== Awards ==
",6,== Awards ==
"Sweeney has won a number of awards including the 'In The Tradition' award and the 'Wiltshire Folk Association Young Folk Award', which he won for two years in succession. He was also a nominated in the 2004 BBC Young Folk Awards. In 2007 he won one of five BBC Performing Arts Fund bursaries to help him start his musical career. Sweeney was nominated for the 'Musician of the Year' award at the 2013 BBC Radio 2 Folk Awards and won this award at the 2015 BBC Radio 2 Folk Awards.
",7,== Awards ==
"His album Unearth Repeat was voted ""Album of the Year"" for 2020 by Bright Young Folk readers with almost the 36% of the votes.
",8,== Awards ==
"== Discography ==
",9,== Discography ==
"=== Hannah James and Sam Sweeney ===
",10,== Discography == | === Hannah James and Sam Sweeney ===
"Catches and Glees (2009)
",11,== Discography == | === Hannah James and Sam Sweeney ===
"State and Ancientry (2012)
",12,== Discography == | === Hannah James and Sam Sweeney ===
"=== With Kerfuffle ===
",13,== Discography == | === With Kerfuffle ===
"Not to Scale (2003)
",14,== Discography == | === With Kerfuffle ===
"K2 (2004)
",15,== Discography == | === With Kerfuffle ===
"Links (2006)
",16,== Discography == | === With Kerfuffle ===
"To the Ground (2008)
",17,== Discography == | === With Kerfuffle ===
"Lighten the Dark: A Midwinter Album (2009)
",18,== Discography == | === With Kerfuffle ===
"=== With Bellowhead ===
",19,== Discography == | === With Bellowhead ===
"Matachin (2008)
",20,== Discography == | === With Bellowhead ===
"Umbrellowhead (2009)
",21,== Discography == | === With Bellowhead ===
"Hedonism (2010)
",22,== Discography == | === With Bellowhead ===
"Broadside (2012)
",23,== Discography == | === With Bellowhead ===
"Revival (2014)
",24,== Discography == | === With Bellowhead ===
"=== With Fay Hield ===
",25,== Discography == | === With Fay Hield ===
"Looking Glass (2010)
",26,== Discography == | === With Fay Hield ===
"Orfeo (2012)
",27,== Discography == | === With Fay Hield ===
"Old Adam (2016)
",28,== Discography == | === With Fay Hield ===
"=== With Circus Envy ===
",29,== Discography == | === With Circus Envy ===
"A New Dawn (2010)
",30,== Discography == | === With Circus Envy ===
"Regret (2011)
",31,== Discography == | === With Circus Envy ===
"=== With Sam Carter ===
",32,== Discography == | === With Sam Carter ===
"Keepsakes (2009)
",33,== Discography == | === With Sam Carter ===
"The No Testament (2012)
",34,== Discography == | === With Sam Carter ===
"How the City Sings (2016)
",35,== Discography == | === With Sam Carter ===
"=== With Rachael McShane ===
",36,== Discography == | === With Rachael McShane ===
"No Man's Fool (2010)
",37,== Discography == | === With Rachael McShane ===
"=== With Louise Jordan ===
",38,== Discography == | === With Louise Jordan ===
"Born to Wander (2010)
",39,== Discography == | === With Louise Jordan ===
"=== With Charlie Barker ===
",40,== Discography == | === With Charlie Barker ===
"Sleeping at the Station (2005)
",41,== Discography == | === With Charlie Barker ===
"=== With Leveret ===
",42,== Discography == | === With Leveret ===
"New Anything (2015)
",43,== Discography == | === With Leveret ===
"In the Round (2016)
",44,== Discography == | === With Leveret ===
"Inventions (2017)
",45,== Discography == | === With Leveret ===
"Diversions (2019)
",46,== Discography == | === With Leveret ===
"Variations Live (2020)
",47,== Discography == | === With Leveret ===
"=== With Eliza Carthy and the Wayward Band ===
",48,== Discography == | === With Eliza Carthy and the Wayward Band ===
"Big Machine (2017)
",49,== Discography == | === With Eliza Carthy and the Wayward Band ===
"=== Solo ===
",50,== Discography == | === Solo ===
"Made in the Great War (2014)
",51,== Discography == | === Solo ===
"The Unfinished Violin (2018)
",52,== Discography == | === Solo ===
"Unearth Repeat (2020) 
",53,== Discography == | === Solo ===
"== References ==
",54,== References ==
"== External links ==
",55,== External links ==
Official website,56,== External links ==
