paragraph,paragraphIndex,section
"Larry Coryell (born Lorenz Albert Van DeLinder III; April 2, 1943 – February 19, 2017) was an American jazz guitarist.
",0,N/A
"== Early life ==
",1,== Early life ==
"Larry Coryell was born in Galveston, Texas, United States. He never knew his biological father, a musician. He was raised by his stepfather Gene, a chemical engineer, and his mother Cora, who encouraged him to learn piano when he was four years old. In his teens he switched to guitar. After his family moved to Richland, Washington, he took lessons from a teacher who lent him albums by Les Paul, Johnny Smith, Barney Kessel, and Tal Farlow. When asked what jazz guitar albums influenced him, Coryell cited On View at the Five Spot Cafe by Kenny Burrell, Red Norvo with Strings, and The Incredible Jazz Guitar of Wes Montgomery. He liked blues and pop music and tried to play jazz when he was eighteen. He said that hearing Wes Montgomery changed his life. Coryell graduated from Richland High School, where he played in local bands the Jailers, the Rumblers, the Royals, and the Flames. He also played with the Checkers from Yakima. He then moved to Seattle to attend the University of Washington.
",2,== Early life ==
"== Career ==
",3,== Career ==
"In September 1965, Coryell moved to New York City, where he attended Mannes School of Music. After moving to New York, he listened to classical composers such as Bartók, Debussy, Ravel, Stravinsky, and Shostakovich. He replaced guitarist Gábor Szabó in Chico Hamilton's quintet. In 1967–68, he recorded with Gary Burton. During the mid-1960s he played with the Free Spirits, his first recorded band. His music during the late-1960s and early-1970s combined rock, jazz, and eastern music. In the 1970s, he led the group Foreplay with Mike Mandel, a friend since childhood, although the albums of this period, Barefoot Boy, Offering, and The Real Great Escape, were credited only to Larry Coryell. He formed The Eleventh House in 1973. Several of the group's albums included drummer Alphonse Mouzon.
",4,== Career ==
"He recorded two guitar duet albums with Philip Catherine. In 1979, he formed The Guitar Trio with John McLaughlin and Paco de Lucia. The group toured Europe briefly, releasing a video recorded at Royal Albert Hall in London entitled Meeting of Spirits. In early 1980, Coryell's drug addiction led to his being replaced by Al Di Meola. He recorded Together with guitarist Emily Remler, who died in 1990. Starting from 2010, Coryell toured and recorded intermittently with a trio that included pianist John Colianni, as well as bassists Daryl Johns and Jim Cammack.
",5,== Career ==
"== Personal life ==
",6,== Personal life ==
"Coryell was first married to writer-actress Julie Nathanson (c. 1948-2009), daughter of actress Carol Bruce. She appeared on the covers of several of his albums (including Lady Coryell, Larry Coryell at the Village Gate and The Lion and the Ram) and later wrote the book Jazz-Rock Fusion, which was based on interviews with many of Coryell's peers, including Chick Corea and John McLaughlin. She also sang intermittently with Coryell, including one track on the 1984 album Comin' Home. The couple had two sons (Murali Coryell (b. 1969) and Julian Coryell (b. 1973), both professional guitarists) before divorcing in 1985. Thereafter, he had a brief romance with fellow jazz guitarist and artistic collaborator Emily Remler. In 1988, he remarried to Connecticut native Mary (Molly) Schuler; they divorced in 2005. His widow is Tracey Coryell. They were married in Orlando, Florida (where he resided later in life) in 2007. Tracey is a singer/songwriter/performer who appeared on Larry's Laid, Back & Blues recording in 2006 on Rhombus Records. Coryell recorded one of Tracey's compositions, ""First Day of Autumn"" on his album The Lift in 2013 on Wide Hive Records.
",7,== Personal life ==
"After surmounting his alcohol and heroin addictions, Coryell practiced Nichiren Buddhism. He also attempted to introduce Remler (who struggled with opioid addiction until her death in 1990) to a more healthful lifestyle, as exemplified by jogging and taking vitamins. In November 2016, Coryell condemned Donald Trump following his election to the presidency of the United States. ""This is an unacceptable situation,"" he said to Bill Milkowski of DownBeat. ""We cannot let all the work we’ve done as jazz musicians to help relationships between people … we can't let all that go to hell. And that's what this election is going to do. It'll take us back to the Dark Ages and people will think that it’s OK to be prejudiced again. Well, I don't accept it. We have to stand up. … [Trump is] an impostor, a huckster, and he’s got to go. And because I'm a Buddhist I'm going to chant about it and try to turn poison into medicine, and just get deeper and deeper into my music.""
",8,== Personal life ==
"== Death ==
",9,== Death ==
"Coryell died of heart failure on Sunday, February 19, 2017, in a New York City hotel room at the age of 73. He had performed at the Iridium Jazz Club in Manhattan on the preceding two days.
",10,== Death ==
"== Discography ==
",11,== Discography ==
"=== As leader ===
",12,== Discography == | === As leader ===
"Coryell  (Vanguard Apostolic, 1969)
",13,== Discography == | === As leader ===
"Lady Coryell (Vanguard Apostolic, 1969)
",14,== Discography == | === As leader ===
"Spaces (Vanguard Apostolic, 1970)
",15,== Discography == | === As leader ===
"Fairyland (Mega, 1971)
",16,== Discography == | === As leader ===
"Larry Coryell at the Village Gate (Vanguard, 1971)
",17,== Discography == | === As leader ===
"Barefoot Boy (Flying Dutchman, 1971)
",18,== Discography == | === As leader ===
"Offering (Vanguard, 1972)
",19,== Discography == | === As leader ===
"The Real Great Escape (Vanguard, 1973)
",20,== Discography == | === As leader ===
"Introducing Eleventh House with Larry Coryell (Vanguard, 1974)
",21,== Discography == | === As leader ===
"The Restful Mind (Vanguard, 1975)
",22,== Discography == | === As leader ===
"Planet End (Vanguard, 1975)
",23,== Discography == | === As leader ===
"Level One (Arista, 1975)
",24,== Discography == | === As leader ===
"Basics (Vanguard, 1976)
",25,== Discography == | === As leader ===
"The Lion and the Ram (Arista, 1976)
",26,== Discography == | === As leader ===
"Aspects (Arista, 1976)
",27,== Discography == | === As leader ===
"Two for the Road with Steve Khan (Arista, 1977)
",28,== Discography == | === As leader ===
"Twin House with Philip Catherine (Elektra, 1977)
",29,== Discography == | === As leader ===
"Back Together Again with Alphonse Mouzon (Atlantic, 1977)
",30,== Discography == | === As leader ===
"Difference (Egg, 1978)
",31,== Discography == | === As leader ===
"Better Than Live with the Brubeck Brothers (Direct-Disk Labs, 1978)
",32,== Discography == | === As leader ===
"European Impressions (Arista Novus 1978)
",33,== Discography == | === As leader ===
"At Montreux with Eleventh House (Vanguard, 1978)
",34,== Discography == | === As leader ===
"Standing Ovation: Solo (Mood, 1978)
",35,== Discography == | === As leader ===
"Splendid with Philip Catherine (Elektra, 1978)
",36,== Discography == | === As leader ===
"Return (Vanguard, 1979)
",37,== Discography == | === As leader ===
"Tributaries (Arista Novus, 1979)
",38,== Discography == | === As leader ===
"Live! with Philip Catherine, Joachim Kühn, (Elektra, 1980)
",39,== Discography == | === As leader ===
"Boléro (Philips, 1981)
",40,== Discography == | === As leader ===
"The Larry Coryell/Michael Urbaniak Duo (Keytone, 1982)
",41,== Discography == | === As leader ===
"Scheherazade (Philips, 1982)
",42,== Discography == | === As leader ===
"L'Oiseau de Feu, Petrouchka (Philips, 1983)
",43,== Discography == | === As leader ===
"Facts of Life with Michał Urbaniak (SWS, 1983)
",44,== Discography == | === As leader ===
"Just Like Being Born with Brian Keane (Flying Fish, 1984)
",45,== Discography == | === As leader ===
"Comin' Home (Muse, 1984)
",46,== Discography == | === As leader ===
"Together with Emily Remler (Concord Jazz, 1985)
",47,== Discography == | === As leader ===
"Equipoise (Muse, 1986)
",48,== Discography == | === As leader ===
"Dedicated to Bill Evans and Scott La Faro with Miroslav Vitous (Jazzpoint, 1987)
",49,== Discography == | === As leader ===
"Air Dancing (Jazzpoint, 1988)
",50,== Discography == | === As leader ===
"Toku Do (Muse, 1988)
",51,== Discography == | === As leader ===
"Dragon Gate (Shanachie, 1989)
",52,== Discography == | === As leader ===
"Visions in Blue: Coryell Plays Ravel & Gershwin (Little Major, 1989)
",53,== Discography == | === As leader ===
"Shining Hour (Muse, 1989)
",54,== Discography == | === As leader ===
"American Odyssey (DRG, 1990)
",55,== Discography == | === As leader ===
"Don Lanphere/Larry Coryell (Hep, 1990)
",56,== Discography == | === As leader ===
"Twelve Frets to One Octave (Shanachie, 1991)
",57,== Discography == | === As leader ===
"Live from Bahia (CTI, 1992)
",58,== Discography == | === As leader ===
"Fallen Angel (CTI, 1993)
",59,== Discography == | === As leader ===
"I'll Be Over You (CTI, 1995)
",60,== Discography == | === As leader ===
"Spaces Revisited (Shanachie, 1997)
",61,== Discography == | === As leader ===
"Cause and Effect with Steve Smith, Tom Coster, (Tone Center, 1998)
",62,== Discography == | === As leader ===
"Private Concert (Acoutic Music Records, 1999)
",63,== Discography == | === As leader ===
"Monk, Trane, Miles & Me (HighNote, 1999)
",64,== Discography == | === As leader ===
"From the Ashes with L. Subrahaniam (Water Lily Acoustics, 1999)
",65,== Discography == | === As leader ===
"The Coryells (Chesky, 2000)
",66,== Discography == | === As leader ===
"New High (HighNote, 2000)
",67,== Discography == | === As leader ===
"Moonlight Whispers (Pastels, 2001)
",68,== Discography == | === As leader ===
"Count's Jam Band Reunion with Steve Marcus, Steve Smith, Kai Eckhardt (Tone Center, 2001)
",69,== Discography == | === As leader ===
"Inner Urge (HighNote, 2001)
",70,== Discography == | === As leader ===
"Cedars of Avalon (HighNote, 2002)
",71,== Discography == | === As leader ===
"Tricycles (In+Out, 2003)
",72,== Discography == | === As leader ===
"The Power Trio Live in Chicago (HighNote, 2003)
",73,== Discography == | === As leader ===
"Three Guitars with Badi Assad, John Abercrombie (Chesky, 2003)
",74,== Discography == | === As leader ===
"Electric with Victor Bailey, Lenny White (Chesky, 2005)
",75,== Discography == | === As leader ===
"Traffic with Victor Bailey, Lenny White (Chesky, 2006)
",76,== Discography == | === As leader ===
"Laid Back & Blues (Rhombus, 2006)
",77,== Discography == | === As leader ===
"Impressions: The New York Sessions (Chesky, 2008)
",78,== Discography == | === As leader ===
"Earthquake at the Avalon (In-Akustik, 2009)
",79,== Discography == | === As leader ===
"Montgomery (Patuxent Music, 2011)
",80,== Discography == | === As leader ===
"Larry Coryell with the Wide Hive Players (Wide Hive, 2011)
",81,== Discography == | === As leader ===
"Duality with Kenny Drew Jr. (Random Act, 2011)
",82,== Discography == | === As leader ===
"The Lift (Wide Hive, 2013)
",83,== Discography == | === As leader ===
"Heavy Feel (Wide Hive, 2015)
",84,== Discography == | === As leader ===
"Barefoot Man: Sanpaku (Purple Pyramid, 2016)
",85,== Discography == | === As leader ===
"Seven Secrets with Eleventh House (Savoy, 2016)
",86,== Discography == | === As leader ===
"Last Swing with Ireland Larry Coryell Trio (AngelFire, 2021)With The Free Spirits
",87,== Discography == | === As leader ===
"Out of Sight and Sound (ABC, 1967)
",88,== Discography == | === As leader ===
"Live at the Scene (Sunbeam, 2011)
",89,== Discography == | === As leader ===
"Fuse One, Fuse One (CTI, 1980)
",90,== Discography == | === As leader ===
"Fuse One, Ice (Electric Bird, 1984)With Fuse One
",91,== Discography == | === As leader ===
"Fuse One (CTI, 1980)
",92,== Discography == | === As leader ===
"Ice (Electric Bird, 1984)
",93,== Discography == | === As leader ===
"=== As sideman ===
",94,== Discography == | === As sideman ===
"With Gary Burton
",95,== Discography == | === As sideman ===
"Duster (RCA Victor, 1967)
",96,== Discography == | === As sideman ===
"Lofty Fake Anagram (RCA Victor, 1967)
",97,== Discography == | === As sideman ===
