paragraph,paragraphIndex,section
"Georgy Ivanovich Drozd (Ukrainian: Георгій Іванович Дрозд; 28 May 1941, Kyiv –  10 June 2015, Kyiv) was a Soviet and Ukrainian actor, member of the National Union of Cinematographers of Ukraine. People's Artist of Ukraine (1999).
",0,N/A
"== Biography ==
",1,== Biography ==
"Born May 28, 1941 in Kyiv in the family working. He graduated from the Kyiv National I. K. Karpenko-Kary Theatre, Cinema and Television University.
",2,== Biography ==
"He worked at the Lesya Ukrainka National Academic Theater of Russian Drama.
",3,== Biography ==
"His son is actor Maxim Drozd.
",4,== Biography ==
"== Death ==
",5,== Death ==
"In 2013 the actor became seriously ill. June 10, 2015 Georgy Drozd died after a long illness.
",6,== Death ==
"== Selected filmography ==
",7,== Selected filmography ==
"Where were you, Odysseus? (1978)
",8,== Selected filmography ==
"Dark Waters (1994)
",9,== Selected filmography ==
"Cinderella (2002)
",10,== Selected filmography ==
"A Second Before... (2007)
",11,== Selected filmography ==
"House with Lilies (2014)
",12,== Selected filmography ==
"== References ==
",13,== References ==
"== External links ==
",14,== External links ==
Georgy Drozd at IMDb,15,== External links ==
