paragraph,paragraphIndex,section
"René Wohlhauser (born 24 March 1954) is a Swiss composer, pianist, singer, improviser, conductor and music teacher.
",0,N/A
"== Life ==
",1,== Life ==
"Wohlhauser was born in Zurich. From 1975 to 1979 he studied counterpoint, harmony, music analysis, score reading, orchestration and composition with Thomas Kessler, Robert Suter, Jacques Wildberger and Jürg Wyttenbach at the Basle Music Academy, earning a diploma in music theory. He went on to study composition with Kazimierz Serocki, Mauricio Kagel, Herbert Brün and Heinz Holliger, and for several years studied with Klaus Huber and Brian Ferneyhough. The latter had a decisive influence on Wohlhauser's work.  
",2,== Life ==
"Wohlhauser currently teaches composition, improvisation and music theory at the Basle Music Academy. As a performer of contemporary music, he is heard all over Europe, recently mostly with his ensemble «Ensemble Polysono», as well as with soprano Christine Simolka. Wohlhauser has published several writings on music.
",3,== Life ==
"== Music ==
",4,== Music ==
"Wohlhauser's prolific output covers many musical genres. His compositions include solo, chamber, orchestral, organ and stage works. In his early works, Wohlhauser also made use of electro-acoustic techniques. In his works, extra-musical impulses are often the starting point for a composition. References to philosophical, linguistic and scientific themes are particularly prominent. Wohlhauser is a composer who is tirelessly looking for new compositional strategies and puts established compositional systems into question. The consistent way in which he works out his compositional concepts often results in a dense and complex musical language that challenges performers as well as audiences.
",5,== Music ==
"== Compositions ==
",6,== Compositions ==
"Lemuria for 2 flutes and tape (1977)
",7,== Compositions ==
"Nesut for piano solo (1977)
",8,== Compositions ==
"cemaltorz for soprano (also mezzo-soprano) and piano (1977)
",9,== Compositions ==
"Souvenirs de l’Occitanie for clarinet solo (1978)
",10,== Compositions ==
"Modulaltica für alto flute and synthesizer (1978). Also: Modulaltica-Variationen for alto flute solo (1978)
",11,== Compositions ==
"Fragmente for orchestra (1979)
",12,== Compositions ==
"flautando for 2 flutes (1980/81, rev. 1987)
",13,== Compositions ==
"Musica Assoluta e Determinata for voice and chamber orchestra (1981)
",14,== Compositions ==
"Largo elettrificato for voice and chamber orchestra with electronic sound modulation (1981)
",15,== Compositions ==
"Klavierquartett for string trio (Violin, viola, cello) and piano (1979/83-84, rev. 1987)
",16,== Compositions ==
"Schlagzeugtrio (1984/85). Additional version Sarktirko (2008) for percussion solo
",17,== Compositions ==
"CI-IC for flute and viola (1985)
",18,== Compositions ==
"Duometrie for flute and bass clarinet (1985/86)
",19,== Compositions ==
"Orgelstück for organ (1986)
",20,== Compositions ==
"Drei Stücke for piano (1986/87)
",21,== Compositions ==
"Klarinettentrio «Metamusik» for 3 clarinets in B flat (1986/87)
",22,== Compositions ==
"Adagio assai for string quartet (1982/83/85/87/88)
",23,== Compositions ==
"Atemlinie for horn solo (and tam-tam, same player) (1988)
",24,== Compositions ==
