paragraph,paragraphIndex,section
"Ricky Lynn Phillips (born October 7, 1952) is an American bass guitarist and a member of the rock band Styx since 2003, splitting duties with longtime bassist Chuck Panozzo. He has also played in Nasty Habit, as a member of The Babys and Bad English, and with Coverdale-Page and Ted Nugent. He is credited as a co-writer for the Styx song ""Coming Out The Other Side"".
",0,N/A
"Phillips and his former Bad English bandmate Neal Schon also played with former Montrose members Sammy Hagar and Denny Carmassi on a live version of the Montrose song ""Rock Candy"".
",1,N/A
"== Discography ==
",2,== Discography ==
"=== With The Babys ===
",3,== Discography == | === With The Babys ===
"Union Jacks
",4,== Discography == | === With The Babys ===
"On The Edge
",5,== Discography == | === With The Babys ===
"=== With Bad English ===
",6,== Discography == | === With Bad English ===
"Bad English
",7,== Discography == | === With Bad English ===
"Backlash
",8,== Discography == | === With Bad English ===
"=== With Styx ===
",9,== Discography == | === With Styx ===
"Big Bang Theory
",10,== Discography == | === With Styx ===
"One with Everything: Styx and the Contemporary Youth Orchestra
",11,== Discography == | === With Styx ===
"The Mission
",12,== Discography == | === With Styx ===
"Crash of the Crown
",13,== Discography == | === With Styx ===
"=== With Ronnie Montrose ===
",14,== Discography == | === With Ronnie Montrose ===
"10x10 - Producer, Bass, Hammond organ, Lead and Backing Vocals, Guitar
",15,== Discography == | === With Ronnie Montrose ===
"=== With Coverdale/Page ===
",16,== Discography == | === With Coverdale/Page ===
"Coverdale/Page
",17,== Discography == | === With Coverdale/Page ===
"== References ==
",18,== References ==
"== External links ==
",19,== External links ==
"The Official Ricky Phillips Website
",20,== External links ==
"The Babys Official Unofficial Archives and Chronological History
",21,== External links ==
Career Retrospective Interview from April 2016 with Pods & Sods,22,== External links ==
