paragraph,paragraphIndex,section
"George Malcolm-Smith (1901–1984) was an American novelist and jazz musicologist. A 1925 graduate of Trinity College, he hosted a jazz radio program on WTIC-FM in Hartford, Connecticut for many years.
",0,N/A
"He wrote eight humorous novels, most with ""salty pictures by Carl Rose."" His first novel was adapted into a Broadway musical in 1945 entitled Are You With It?. The musical was in turn adapted into a 1948 film.
",1,N/A
"He collected a large number of books, periodicals cert programs, and other items related to jazz which were given to the Watkinson Library at Trinity College after his death as dictated in his will.
",2,N/A
"== Novels ==
",3,== Novels ==
"Slightly Perfect (1941)
",4,== Novels ==
"The Grass is Always Greener (1947)
",5,== Novels ==
"The Square Peg (1952) [also released as Mugs, Molls and Dr. Harvey in Graphic paperback #104 (1955)]
",6,== Novels ==
"The Trouble With Fidelity (1957)
",7,== Novels ==
"If a Body Meet a Body (1959)
",8,== Novels ==
"The Lady Finger (1962)
",9,== Novels ==
"Come Out, Come Out (1965)
",10,== Novels ==
"Dividend of Death (1966).
",11,== Novels ==
== References ==,12,== References ==
