paragraph,paragraphIndex,section
"Peter Evans is a jazz trumpeter who specializes in improvisation and avant-garde music.
",0,N/A
"== Career ==
",1,== Career ==
"Evans graduated from The Oberlin Conservatory of Music. He also studied at the New England Conservatory of Music's School of Preparatory Education. He has led the Peter Evans Quintet with Ron Stabinsky, Sam Pluta, Tom Blancarte, and Jim Black, the Zebulon trio with John Hebert and Kassa Overall, and was a member of the band Mostly Other People Do the Killing. He has worked with Peter Brötzmann, Mary Halvorson,  Okkyung Lee, Evan Parker, Matana Roberts, Tyshawn Sorey, Dave Taylor, Weasel Walter, and John Zorn.
",2,== Career ==
"He is a member of the International Contemporary Ensemble and Wet by the ICE, Yarn/Wire, the Donaueschingen Musiktage Festival, the Jerome Foundation's Emerging Artist Program, and was a 2014 Artist-in-Residence at Issue Project Room in Brooklyn, New York. Evans performed at the 2016 Kanye West x Adidas fashion show in New York City.
",3,== Career ==
"In 2011 Evans founded the label More is More Records.
",4,== Career ==
"== Discography ==
",5,== Discography ==
"More Is More (psi, 2006)
",6,== Discography ==
"The Peter Evans Quartet (Firehouse 12, 2007)
",7,== Discography ==
"Nature/Culture (psi 2010)
",8,== Discography ==
"Scenes in the House of Music – with Evan Parker, Barry Guy, Paul Lytton (Clean Feed, 2010)
",9,== Discography ==
"Peter Evans Quartet – Live in Lisbon (Clean Feed, 2010)
",10,== Discography ==
"Ghosts (More is More, 2011)
",11,== Discography ==
"Beyond Civilized and Primitive (Dancing Wayang, 2011)
",12,== Discography ==
"Mechanical Malfunction – with Weasel Walter and Mary Halvorson (Thirsty Ear, 2013)
",13,== Discography ==
"Zebulon - Trio (More is More, 2013)
",14,== Discography ==
"Rocket Science  – with Craig Taborn, Evan Parker and Sam Pluta (More Is More, 2013)
",15,== Discography ==
"Destination: Void  (More is More, 2014)
",16,== Discography ==
"Premature Burial – with Matt Nelson and Dan Peck (New Atlantis, 2015)
",17,== Discography ==
"Amok Amor – with Wanja Slavin, Petter Eldh, Christian Lillinger (Boomslang, 2015)
",18,== Discography ==
"Pulverize the Sound (Relative Pitch, 2015)
",19,== Discography ==
"Syllogistic Moments – with Barry Guy (Maya, 2018)
",20,== Discography ==
"Two Live Sets - with Sam Pluta (Sam Pluta, 2020)
",21,== Discography ==
"Being And Becoming - Quartet (More Is More, 2020)
",22,== Discography ==
"== References ==
",23,== References ==
"== External links ==
",24,== External links ==
Peterevanstrumpet.com,25,== External links ==
