paragraph,paragraphIndex,section
"Saints Never Surrender was an American band, who primarily played hardcore punk and melodic hardcore styles of music. They were from Fort Wayne, Indiana. The band begun making music and performing locally in 2003. After signing a record deal with Blood and Ink Records in 2007, several nationwide tours and two studio albums, the group officially disbanded in 2009.
",0,N/A
"== Background ==
",1,== Background ==
"Saints Never Surrender was a hardcore band from Fort Wayne, Indiana. They started as a band in 2003 and disbanded in 2009. On April 14, 2012 the band reunited one last time to play the Stand Together Fest in Nashville, TN 
",2,== Background ==
"== Music history ==
",3,== Music history ==
"The band commenced as a musical entity in 2003. Their first release was an extended play entitled Set Our Hearts to Burn, which was released independently by the band on December 13, 2006. Their first studio album Hope for the Best, Prepare for the Worst was released by Blood and Ink Records on May 8, 2007. The subsequent release Brutus was also released with Blood and Ink Records on July 15, 2008.
",4,== Music history ==
"== Members ==
",5,== Members ==
"Stephen Boyd – drums (2003–2008)
",6,== Members ==
"Jesse Boyd – guitars (2006)
",7,== Members ==
"Tony Biard – vocals (2003–2008)
",8,== Members ==
"Tyler Lebamoff – bass (2003–2009)
",9,== Members ==
"Max Hatlem – guitars (2003–2009)
",10,== Members ==
"Jon Swain - guitars (2008-2009)
",11,== Members ==
"Mason Hunter - vocals (2008)
",12,== Members ==
"Jordan Witzigreuter - drums (2008-2009)
",13,== Members ==
"Dylan Johnstone - vocals (2009)
",14,== Members ==
"Mitchell Green - bass/vocals (2003-2008)
",15,== Members ==
"== Discography ==
",16,== Discography ==
"Studio albumsHope for the Best, Prepare for the Worst (May 8, 2007, Blood and Ink)
",17,== Discography ==
"Brutus (July 15, 2008, Blood and Ink)EPsSet Our Hearts to Burn (December 13, 2006, Saints Never Surrender)
",18,== Discography ==
"== References ==
",19,== References ==
"== External links ==
",20,== External links ==
"Facebook profile
",21,== External links ==
Blood and Ink Records,22,== External links ==
