paragraph,paragraphIndex,section
"Bernhard Paumgartner (born 14 November 1887 in Vienna; died 27 July 1971 in Salzburg) was an Austrian conductor, composer and musicologist. He is most famous for being Herbert von Karajan's composition teacher at the Mozarteum in Salzburg, where he recognized his pupil's potential gifts for conducting. Karajan would become a notable conductor. He also taught Vittorio Negri.
",0,N/A
"== Works ==
",1,== Works ==
"Das Taghorn - Works of minnesingers (1922)
",2,== Works ==
"Mozart - Biography (1927)
",3,== Works ==
"Franz Schubert. Eine Biographie - Biography (1943). Published in Spain by Alianza Editorial, SA, in 1992, under the title Franz Schubert.
",4,== Works ==
"Bach - Biography (1950)
",5,== Works ==
"Mozart - Biography (1957). Published in Spain by Alianza Editorial, SA, in 1991.
",6,== Works ==
"Das von der Antike Instrumentelle Ensemble bis zur Gegenwart (1966)
",7,== Works ==
"== Decorations and awards ==
",8,== Decorations and awards ==
"Honorary title of privy councillor
",9,== Decorations and awards ==
"Honorary doctorate from the Faculty of Philosophy, University of Salzburg (14 November 1967)
",10,== Decorations and awards ==
"Austrian Decoration for Science and Art (1962)
",11,== Decorations and awards ==
"Honorary Citizen of the City of Salzburg (1963)
",12,== Decorations and awards ==
"Ring of Salzburg (1963)
",13,== Decorations and awards ==
"Naming of Bernhard-Paumgartner-Weg in Salzburg
",14,== Decorations and awards ==
== References ==,15,== References ==
