paragraph,paragraphIndex,section
"Dustin O'Halloran (born September 8, 1971) is an American composer and pianist. Aside from releasing music as a recording artist, O'Halloran is a film and TV composer, as well as one half of ambient act A Winged Victory for the Sullen. 
",0,N/A
"== Early life ==
",1,== Early life ==
"O'Halloran was born in Phoenix, Arizona, and spent most of his childhood in Hawaii and Los Angeles. While studying art at Santa Monica College, he met singer Sara Lov, with whom he founded indie rock band Dévics in 1998. When the group signed with Bella Union in 2001, they relocated to Romagna, Italy, where O'Halloran lived for seven years.
",2,== Early life ==
"== Career ==
",3,== Career ==
"=== Solo work ===
",4,== Career == | === Solo work ===
"In 2004, O'Halloran released his first record as a solo artist, Piano Solos. He has since released three more solo records, the latest of which is Lumiere (2011), which featured contributions by Peter Broderick and Adam Wiltzie (Stars of the Lid), and was mixed by Jóhann Jóhannsson. In 2019, O'Halloran signed with Deutsche Grammophon and released his first EP on the label, entitled Sundoor.
",5,== Career == | === Solo work ===
"=== A Winged Victory For The Sullen ===
",6,== Career == | === A Winged Victory For The Sullen ===
"With A Winged Victory for the Sullen, his collaboration with Adam Wiltzie, O'Halloran has released three studio albums, A Winged Victory for the Sullen (2011), Atomos (2014) and The Undivided Five (2019). The second of which was also the original score for the identically titled dance piece by choreographer Wayne McGregor and his company Wayne McGregor Random Dance. In 2015, they were invited to perform at the Royal Albert Hall in London as part of the BBC Proms. The duo scored their first film together in 2016, entitled In the Shadow of Iris by French director Jalil Lespert.
",7,== Career == | === A Winged Victory For The Sullen ===
"In 2019, A Winged Victory for the Sullen signed with UK-based indie label Ninja Tune.
",8,== Career == | === A Winged Victory For The Sullen ===
"=== Film score works ===
",9,== Career == | === Film score works ===
"Since the release of Piano Solos Volumes 1 and 2 in 2004 and 2006, O'Halloran has gone on to score a number of films and TV shows. These include Sofia Coppola's 2006 film Marie Antoinette, and Drake Doremus’ Like Crazy (2011), which won the Grand Jury Prize at Sundance.
",10,== Career == | === Film score works ===
"In 2014, O’Halloran worked on Indian drama Umrika, which won the Audience Award at Sundance, and gave him his first opportunity to compose for a full string orchestra.
",11,== Career == | === Film score works ===
"In the same year he was also asked to provide the music for Transparent, the acclaimed TV series created by Jill Soloway for Amazon Studios. O'Halloran was awarded the Primetime Emmy Award for Outstanding Main Title Theme Music for his original theme for Transparent in 2015. In 2016, O’Halloran collaborated with Hauschka (Volker Bertelmann) on the score for the Oscar-nominated film Lion. The score of the film was nominated for many major awards including the Academy Awards, Golden Globes, BAFTAs and Critics’ Choice Awards. He has since collaborated with Bertelmann on a number of other scores, including Ammonite (2020) starring Saoirse Ronan and Kate Winslet.
",12,== Career == | === Film score works ===
"=== Remixes ===
",13,== Career == | === Remixes ===
"In 2021, O'Halloran appeared on Storybound (podcast) with a remixed version of Opus 23, accompanying author Nichole Perkins.
",14,== Career == | === Remixes ===
"== Discography ==
",15,== Discography ==
"=== Solo albums ===
",16,== Discography == | === Solo albums ===
"=== Soundtrack albums ===
",17,== Discography == | === Soundtrack albums ===
"Marie Antoinette (Verve Forecast/Polydor, 2006)
",18,== Discography == | === Soundtrack albums ===
"An American Affair (Splinter, 2009)
",19,== Discography == | === Soundtrack albums ===
"Now Is Good (Polydor, 2012)
",20,== Discography == | === Soundtrack albums ===
"Like Crazy (Relativity Music, 2012)
",21,== Discography == | === Soundtrack albums ===
"The Beauty Inside (Splinter, 2013)
",22,== Discography == | === Soundtrack albums ===
"Breathe In (Milan Records, 2013)
",23,== Discography == | === Soundtrack albums ===
"Umrika (Splinter, 2015)
",24,== Discography == | === Soundtrack albums ===
"Iris (Erased Tapes, 2016) (as A Winged Victory For The Sullen)
",25,== Discography == | === Soundtrack albums ===
"Lion (Sony Music, 2016) (with Hauschka)
",26,== Discography == | === Soundtrack albums ===
"Save Me (Sky, 2018)
",27,== Discography == | === Soundtrack albums ===
"Puzzle (Sony Music, 2018)
",28,== Discography == | === Soundtrack albums ===
"The Hate U Give (Milan Records, 2018) (with Volker Bertelmann)
",29,== Discography == | === Soundtrack albums ===
"The Art of Racing in the Rain (Hollywood Records, 2019) (with Volker Bertelmann)
",30,== Discography == | === Soundtrack albums ===
"Save Me Too (SATV/Save Me Too, 2020)
",31,== Discography == | === Soundtrack albums ===
"A Christmas Carol (Hollywood Records, 2020) (with Volker Bertelmann)
",32,== Discography == | === Soundtrack albums ===
"The Old Guard (Lakeshore Music, 2020) (with Volker Bertelmann)
",33,== Discography == | === Soundtrack albums ===
"=== With Devics ===
",34,== Discography == | === With Devics ===
"If You Forget Me (Bella Union, 1998 — writer, co-producer)
",35,== Discography == | === With Devics ===
"My Beautiful Sinking Ship (Bella Union, 2001 — writer, co-producer)
",36,== Discography == | === With Devics ===
"The Stars at St. Andrea (Bella Union, 2003 — writer, producer)
",37,== Discography == | === With Devics ===
"Push the Heart (Filter, 2006 — writer, producer)
",38,== Discography == | === With Devics ===
"=== With A Winged Victory for the Sullen ===
",39,== Discography == | === With A Winged Victory for the Sullen ===
"A Winged Victory for the Sullen (Kranky, 2011 — Arranger, Composer, Engineer, Main Personnel, Score)
",40,== Discography == | === With A Winged Victory for the Sullen ===
"Atomos (Kranky, 2014 — Arranger, Composer, Engineer, Primary Artist, Score)
",41,== Discography == | === With A Winged Victory for the Sullen ===
"Iris (Erased Tapes, 2016)
",42,== Discography == | === With A Winged Victory for the Sullen ===
"God's Own Country (2017)
",43,== Discography == | === With A Winged Victory for the Sullen ===
"The Undivided Five (Ninja Tune, 2019)
",44,== Discography == | === With A Winged Victory for the Sullen ===
"=== Other collaborations ===
",45,== Discography == | === Other collaborations ===
"With Katy Perry: 'Into Me You See' from Witness.
",46,== Discography == | === Other collaborations ===
"=== Filmography ===
",47,== Discography == | === Filmography ===
"== Awards ==
",48,== Awards ==
"== Personal life ==
",49,== Personal life ==
"Dustin O'Halloran divides his time between Reykjavík and Los Angeles.
",50,== Personal life ==
"== References ==
",51,== References ==
"== External links ==
",52,== External links ==
"Official website 
",53,== External links ==
"Dustin O'Halloran at IMDb 
",54,== External links ==
psychoPEDIA interview,55,== External links ==
