paragraph,paragraphIndex,section
"Jibril Blessing (born 15 April 1988), professionally known as J Blessing or jblessing, is a Kenyan cinematographer and music video and television producer and director. He is the cinematographer and director of the TV comedy series The Churchill Show.
",0,N/A
"== Early life and education ==
",1,== Early life and education ==
"Blessing grew up in the slums and started out as a dancer. He studied at the Los Angeles Film School in California.
",2,== Early life and education ==
"== Career ==
",3,== Career ==
"After working as a freelance video director and producer, Blessing founded Link Video Global, a production company based in Nairobi. He also owns Digitone Agency and is co-founder and CEO of Keep Pace Africa. Musicians and producers who credit him for starting their careers include Willy Paul and music video producer Young Wallace. Blessing is the longest-serving video producer on The Churchill Show. As of December 2019 he was also developing new shows for the production company, Laugh Industry.
",4,== Career ==
"== Personal life ==
",5,== Personal life ==
"Until 2017, Blessing was in a long-term relationship with Chantelle, with whom he had a son, who died young. Since 2018, he has been rumored to be in a relationship with singer Avril and to have fathered a child by her, but he introduced a different woman as his girlfriend in November 2018. He is the father of singer Laika's first child.
",6,== Personal life ==
"== Awards and nominations ==
",7,== Awards and nominations ==
"== Videography ==
",8,== Videography ==
"== References ==
",9,== References ==
"== External links ==
",10,== External links ==
Official website,11,== External links ==
