paragraph,paragraphIndex,section
"William Correa (February 28, 1934 – September 15, 1983), better known by his stage name Willie Bobo, was an American Latin jazz percussionist of Puerto Rican descent. Bobo rejected the stereotypical expectations of Latino music and was noted for combining elements of jazz, Latin and rhythm and blues music.
",0,N/A
"== Early life ==
",1,== Early life ==
"Born William Correa to a Puerto Rican family, Bobo grew up in Spanish Harlem, New York City, United States. His father played the cuatro, a ten stringed guitar-like instrument. As a teenager, Bobo taught himself the bongos and later the congas, timbales and drums. In 1947, Bobo started working as a band boy for Machito in order to gain entrance to the band's concerts, sometimes filling in on percussion. At age 12, he began his professional career as a dancer and two years later made his recording debut as a bongo player.
",2,== Early life ==
"== Career ==
",3,== Career ==
"He met Mongo Santamaría shortly after his arrival in New York and studied with him while acting as his translator. In the early 1950s, Bobo recorded with Mary Lou Williams. She is said to have first given the nickname ""Bobo"" which means life-of-the-party in Spanish. From 1954 until 1957, Bobo played with Tito Puente's band as part of the percussion section alongside Santamaria. Bobo joined George Shearing's band on the album The Shearing Spell. After leaving Shearing, Cal Tjader asked Bobo and Santamaría to become part of the Cal Tjader Modern Mambo Quintet, who released several albums as the mambo craze reached fever pitch in the late 1950s. Reuniting with his mentor Santamaría in 1960, the pair released the album Sabroso! for the Fantasy label. Bobo later formed his own group, releasing Do That Thing/Guajira with Tico and Bobo's Beat and Let's Go Bobo for Roulette, without achieving huge penetration. After the success of Tjader's Soul Sauce, in which he was heavily involved, Bobo formed a new band with the backing of Verve Records, releasing Spanish Grease, the title track being perhaps his most well known tune. Highly successful at this attempt, Bobo released a further six albums with Verve. In 1969, he moved to Los Angeles. He again met up with his longtime friend Richard Sanchez Sr. and his son Richard Jr. and began recording in the studio. Bobo then worked as a session musician for Carlos Santana among others, as well as being a regular in the band for Bill Cosby's variety show Cos. Santana covered Willie Bobo's Latin song ""Evil Ways"" in 1969 on their debut album. In the late 1970s, Bobo recorded albums for Blue Note and Columbia Records.
",4,== Career ==
"== Personal life ==
",5,== Personal life ==
"Bobo's youngest son, Eric Bobo (Eric Correa), is a percussionist with crew Cypress Hill. He also performed on the Beastie Boys' 1994 album Ill Communication,. His grandson, William Valen Correa, is co-founder of the music-based non-profit organization HNDP Los Angeles.
",6,== Personal life ==
"After a period of ill health, Bobo died at the age of 49, succumbing to cancer.
",7,== Personal life ==
"== Discography ==
",8,== Discography ==
"=== As leader ===
",9,== Discography == | === As leader ===
"Do That Thing/Guajira (Tico, 1963)
",10,== Discography == | === As leader ===
"Bobo's Beat (Roulette, 1964)
",11,== Discography == | === As leader ===
"Let's Go Bobo! (Roulette, 1964)
",12,== Discography == | === As leader ===
"Spanish Grease (Verve, 1965)
",13,== Discography == | === As leader ===
"Uno Dos Tres 1•2•3 (Verve, 1966)
",14,== Discography == | === As leader ===
"Feelin' So Good (Verve, 1966)
",15,== Discography == | === As leader ===
"Juicy (Verve, 1967)
",16,== Discography == | === As leader ===
"Bobo Motion (Verve, 1967)
",17,== Discography == | === As leader ===
"Spanish Blues Band (Verve, 1968)
",18,== Discography == | === As leader ===
"A New Dimension (Verve, 1969)
",19,== Discography == | === As leader ===
