paragraph,paragraphIndex,section
"Jorane Pelletier (born October 12, 1975), known professionally as Jorane, is a French-Canadian singer/cellist, who performs pop and alternative music style on the cello, a typically classical instrument, while singing at the same time. She has released eight full-length studio albums to date.
",0,N/A
"== Career ==
",1,== Career ==
"Jorane worked with Sarah McLachlan for her record Afterglow. In 2004, the press also reported that Jorane would appear on a Halloween special of the television series ZeD to perform a ""witchy acid cello"". That year she released her first album in English, The You and the Now; she toured across Canada as well as in the United States and Europe in support of the album. Jorane released an album of music with French lyrics, Vers à soi, in 2007. In July that year she performed an improvised piece to accompany the images she was presented with on a large screen, in Montréal as part of ""Montréal Terre"", a sister concert of the Live Earth concerts. Jorane's 2011 album Une sorcière comme les autres included consisted of cover songs, and the arrangements included ukulele and glockenspiel. The next summer she performed at the Montreal Jazz Festival. Jorane composed the film score for films including Kamataki (2005) and Louis Cyr (2013), and for the play Le journal d'Anne Frank. In 2019 she performed as part of the festival Santa Teresa near Montreal. She received two Jutra Award nominations for Best Original Music at the 9th Jutra Awards in 2007 for her work on Kamataki and A Sunday in Kigali (Un dimanche à Kigali), winning the award for the latter film.
",2,== Career ==
"== Discography ==
",3,== Discography ==
"Vent fou (1999)
",4,== Discography ==
"16mm (2000)
",5,== Discography ==
"Live au Spectrum (2002)
",6,== Discography ==
"Evapore (2003)
",7,== Discography ==
"The You and the Now (2004)
",8,== Discography ==
"Canvas or Canvass (internet project) (2007)
",9,== Discography ==
"Vers à soi (2007)
",10,== Discography ==
"Dix (2008)
",11,== Discography ==
"Une sorcière comme les autres (2011)
",12,== Discography ==
"L'Instant aimé (2012)
",13,== Discography ==
"Mélopée (2014)
",14,== Discography ==
"Hemenetset Pt.1 – EP (2019)
",15,== Discography ==
"== Awards and nominations ==
",16,== Awards and nominations ==
"Album de l'année – Rock, Vent fou, Trophée Félix (Gala de l'ADISQ 2000) (Nominated)
",17,== Awards and nominations ==
"Interprète féminine de l'année, Trophée Félix (Gala de l'ADISQ 2000) (Nominated)
",18,== Awards and nominations ==
"Révélation de l'année, Trophée Félix (Gala de l'ADISQ 2000) (Nominated)
",19,== Awards and nominations ==
"Best New Solo Artist, JUNO Awards 2000 (Nominated)
",20,== Awards and nominations ==
"Francophone Album of the Year, Vers à soi, JUNO Awards 2008 (Nominated)
",21,== Awards and nominations ==
"== References ==
",22,== References ==
"== External links ==
",23,== External links ==
"Official website
",24,== External links ==
"Jorane at Six Degrees Records
",25,== External links ==
"Jorane Bandcamp Website
",26,== External links ==
Jorane at IMDb,27,== External links ==
