paragraph,paragraphIndex,section
"Kitty Kelly (born Sue O'Neil, April 27, 1902 – June 29, 1968), was an American stage and film character actress.
",0,N/A
"== Biography ==
",1,== Biography ==
"Born in New York City in 1902, Kelly was best known as a member of the Ziegfeld Follies and her radio hosting with Columbia Broadcasting. One of her best remembered roles is that of Lt. Ethel Armstrong in the 1943 Paramount wartime drama So Proudly We Hail!. However, she is probably better remembered in the 1935 Our Gang comedy short Beginner's Luck.
",2,== Biography ==
"After the war she appeared in many TV series, including Bonanza, Alfred Hitchcock Presents, Batman and Perry Mason, from which she made four guest appearances, including the role of Millie Foster in the 1958 episode ""The Case of the Rolling Bones.""
",3,== Biography ==
"Kelly also performed in England.
",4,== Biography ==
"== Death ==
",5,== Death ==
"Kelly died from cancer on June 29, 1968, in Hollywood, California.
",6,== Death ==
"== Partial filmography ==
",7,== Partial filmography ==
"== References ==
",8,== References ==
"== External links ==
",9,== External links ==
"Kitty Kelly at IMDb
",10,== External links ==
Kitty Kelly at the Internet Broadway Database,11,== External links ==
