paragraph,paragraphIndex,section
"The Advisory Circle is an alias of English electronic musician Cate Brooks (formerly known as Jon Brooks) along with King of Woolworths. Her releases as The Advisory Circle are on the Ghost Box Music label.
",0,N/A
"The Advisory Circle's first release was Mind How You Go, issued as a 3"" CD in 2005. An extensive feature in The Wire magazine explored Brooks' fascination with public information films from the 1970s. They describe their sound as ""Everything's fine, but there is something not quite right about it.""Cate Brooks also releases music, under her own name and a variety of alter-egos, with similar musical influences (such as soundtrack music and library music), emotional atmospheres, and conceptual themes to The Advisory Circle material, through the Clay Pipe Music label and her own label Café Kaput.
",1,N/A
"== Discography ==
",2,== Discography ==
"As The Advisory Circle:
",3,== Discography ==
"2005 Mind How You Go (CD-R, mini-album)
",4,== Discography ==
"2008 Other Channels (CD)
",5,== Discography ==
"2011 As The Crow Flies (CD)
",6,== Discography ==
"2014 From Out Here (CD)
",7,== Discography ==
"2018 Ways of Seeing (CD, LP, download) As King Of Woolworths:
",8,== Discography ==
"2001 Ming Star (album) (CD)
",9,== Discography ==
"2003 L'Illustration Musicale (album) (CD)
",10,== Discography ==
"2004 Rediffusion (album) (CD)
",11,== Discography ==
"== References ==
",12,== References ==
"== External links ==
",13,== External links ==
Ghost Box Music page,14,== External links ==
