paragraph,paragraphIndex,section
"Keara Kristen Graves (born 26 April 1999) is a Canadian actress, YouTuber, and singer. She gained prominence through her role on the Family Channel musical series Lost & Found Music Studios.
",0,N/A
"== Early and personal life ==
",1,== Early and personal life ==
"Graves was born in Sault Ste. Marie to Kathryn Greco and former NHL player Steve Graves. They have an older sister, Alexandra ""Alexa"". They are of Italian descent on their mother's side and Irish descent on their father's. The family moved to Whitby when Keara was 4. They attended a Roman Catholic Secondary School before moving to Toronto in 2017. Graves is queer, genderfluid, and uses they/she pronouns.
",2,== Early and personal life ==
"== Filmography ==
",3,== Filmography ==
"=== Film ===
",4,== Filmography == | === Film ===
"=== Television ===
",5,== Filmography == | === Television ===
"=== Web ===
",6,== Filmography == | === Web ===
"== References ==
",7,== References ==
"== External links ==
",8,== External links ==
Keara Graves at IMDb,9,== External links ==
