paragraph,paragraphIndex,section
"Barry John Upton (born 25 February 1954) is an English songwriter, arranger, musician and producer of various musical genres, including pop, rock and electronic dance. He is also an audio engineer and stage performer, having appeared around the world in various capacities. He now lives in Pattaya, Thailand, where he continues writing, producing and performing music. In addition, he is the executive producer for radio & TV at Pattaya People Media Group and has been presenting the morning show on 96FM Radio since 2010.
",0,N/A
"== Career ==
",1,== Career ==
"In the early 1980s, Upton was a member of Brotherhood of Man, appearing in concert with them internationally. Although not a member of the band at the time of their win at the Eurovision Song Contest, he was their musical arranger and co-wrote much of their material during his time with them in 1982-1984. In 1997 he created the million selling pop band, Steps.
",2,== Career ==
"His writing and/or production credits include:
",3,== Career ==
"My Favourite Musicals 1
",4,== Career ==
"My Favourite Musicals 2
",5,== Career ==
"The Grease Party
",6,== Career ==
"== References ==
",7,== References ==
"== External links ==
",8,== External links ==
Official website,9,== External links ==
