paragraph,paragraphIndex,section
"N. U. Unruh (born Andrew Chudy on June 9, 1957, in New York City, U.S.) is a German musician, experimental percussionist, and instruments inventor, probably best known for his work with German music group Einstürzende Neubauten.
",0,N/A
"== Biography ==
",1,== Biography ==
"In 1980, Unruh was a co-founder of the German band Einstürzende Neubauten, together with his school friend Blixa Bargeld. Both are still band members. Unruh usually plays self-constructed percussion instruments.
",2,== Biography ==
"In 2000, Unruh released a solo album, Euphorie im Zeitalter der digitalen Informationsübertragung (""Euphoria in the era of digital data transfer"").
",3,== Biography ==
"He is also a member of the band Bombus (not be confused with the Swedish band of the same name), which describes itself as ""electronic dance music combined with drummers, performers, and DJs"".
",4,== Biography ==
"In 2004 Unruh released a DVD, ""12 Ambiences Airshow"".
",5,== Biography ==
"Eponymy: Unruhdinium, a dinophyte taxon
",6,== Biography ==
"== Discography ==
",7,== Discography ==
"Einstürzende Neubauten
",8,== Discography ==
"See Einstürzende Neubauten discographySolo discography
",9,== Discography ==
"2000 Euphorie im Zeitalter der digitalen Informationsübertragung
",10,== Discography ==
"2004 12 Ambiences Airshow
",11,== Discography ==
"== References ==
",12,== References ==
"== External links ==
",13,== External links ==
"Einstürzende Neubauten - official website
",14,== External links ==
"N. U. Unruh discography at Discogs
",15,== External links ==
Bombus - official website,16,== External links ==
