time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
The Minutemen,DT NNP,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,Frank Tonche was the original drummer for The Minutemen.,0,0,,3370115
day,NN,TIME_UNIT_REGEX,TIME,time_reference,"Tonche, a welder by day (and according to some reports, had been in a polka band named The Polish Eagle Polka Band at one point), was recruited instead.",3,0,,3370115
tenure lasted about six months,NN VBD IN CD NNS,BASIC_NUMBER_REGEX_1 PREFIX_REGEX_1 PREFIX_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL MODIFIER MODIFIER NUMERAL TIME,time_reference,"Tonche's tenure lasted about six months, long enough to help arrange some early Minutemen songs and play a few early performances, but Tonche quickly tired of the aggressiveness of punk audiences around that time (which included spitting) and quit in June 1980.",4,0,,3370115
some early Minutemen,DT JJ NNP,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"Tonche's tenure lasted about six months, long enough to help arrange some early Minutemen songs and play a few early performances, but Tonche quickly tired of the aggressiveness of punk audiences around that time (which included spitting) and quit in June 1980.",4,0,,3370115
June 1980,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"Tonche's tenure lasted about six months, long enough to help arrange some early Minutemen songs and play a few early performances, but Tonche quickly tired of the aggressiveness of punk audiences around that time (which included spitting) and quit in June 1980.",4,0,,3370115
the Minutemen,DT NNP,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"By that time, Hurley was free to join the Minutemen.",5,0,,3370115
1987,CD,YEAR_REGEX_1,TIME,time_reference,"In 1987, Forced Exposure released a 7"" EP featuring rehearsal recordings of the Minutemen with Tonche on drums.",0,1,,3370115
of the Minutemen,IN DT NNP,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"In 1987, Forced Exposure released a 7"" EP featuring rehearsal recordings of the Minutemen with Tonche on drums.",0,1,,3370115
now,RB,TIMELINE_REGEX,TIME,time_reference,"The EP, authorized by Mike Watt and titled Georgeless, had a limited pressing but is now available for free download (also with Watt's full consent) at corndogs.org.",1,1,,3370115
The Minutemen,DT NNP,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,With The Minutemen ===,1,4,== Discography == | === With The Minutemen ===,3370115
1987,CD,YEAR_REGEX_1,TIME,time_reference,Georgeless EP (1987),0,5,== Discography == | === With The Minutemen ===,3370115
