time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
3 December 1911 – 10 April 1979,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,0,0
1974,CD,YEAR_REGEX_1,TIME,time_reference,1,0
the 1930s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,3,0
1979,CD,YEAR_REGEX_1,TIME,time_reference,3,0
each year,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,3,0
the late 1940s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,3,0
every year,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,3,0
1954,CD,YEAR_REGEX_1,TIME,time_reference,3,0
almost 30 years,RB CD NNS,PREFIX_REGEX_1 DIGIT_REGEX_1 TIME_UNIT_REGEX,MODIFIER NUMERAL TIME,time_reference,5,0
3 December 1911,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,2
1923,CD,YEAR_REGEX_1,TIME,time_reference,1,2
1926,CD,YEAR_REGEX_1,TIME,time_reference,1,2
1930,CD,YEAR_REGEX_1,TIME,time_reference,2,2
1930 to 1932,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,3,2
1937,CD,YEAR_REGEX_1,TIME,time_reference,6,2
1950,CD,YEAR_REGEX_1,TIME,time_reference,6,2
1978,CD,YEAR_REGEX_1,TIME,time_reference,6,2
1949,CD,YEAR_REGEX_1,TIME,time_reference,0,4
the 1988,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,5
1950 to 1979,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,1,6
pastiche,NN,TIMELINE_REGEX,TIME,time_reference,0,7
the 1940s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,2,7
1944,CD,YEAR_REGEX_1,TIME,time_reference,2,7
1952,CD,YEAR_REGEX_1,TIME,time_reference,3,7
1953,CD,YEAR_REGEX_1,TIME,time_reference,3,7
1954,CD,YEAR_REGEX_1,TIME,time_reference,3,7
decades,NNS,TIME_UNIT_REGEX,TIME,time_reference,4,7
1963,CD,YEAR_REGEX_1,TIME,time_reference,1,9
1965,CD,YEAR_REGEX_1,TIME,time_reference,2,9
two decades,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,1,10
1972,CD,YEAR_REGEX_1,TIME,time_reference,2,10
1979,CD,YEAR_REGEX_1,TIME,time_reference,1,12
1981,CD,YEAR_REGEX_1,TIME,time_reference,1,12
now,RB,TIMELINE_REGEX,TIME,time_reference,1,12
2007,CD,YEAR_REGEX_1,TIME,time_reference,2,12
Winterbottom,NNP,SEASON_REGEX,TIME,time_reference,2,12
the 2005,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,2,12
1955,CD,YEAR_REGEX_1,TIME,time_reference,0,14
1977,CD,YEAR_REGEX_1,TIME,time_reference,0,14
2005,CD,YEAR_REGEX_1,TIME,time_reference,1,14
1950,CD,YEAR_REGEX_1,TIME,time_reference,0,15
May/June 2008,NNP CD,MONTH_ABBR_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,15
10 April 1979,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,1,17
1923,CD,YEAR_REGEX_1,TIME,time_reference,5,20
tonight,NN,DAY_TIME_REGEX,TIME,time_reference,1,26
Yesterday,NN,TIMELINE_REGEX,TIME,time_reference,2,26
a moment,DT NN,INARTICLE_REGEX TIMELINE_REGEX,MODIFIER TIME,time_reference,1,28
2006,CD,YEAR_REGEX_1,TIME,time_reference,0,34
2010,CD,YEAR_REGEX_1,TIME,time_reference,2,35
2010,CD,YEAR_REGEX_1,TIME,time_reference,2,36
June 2016,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,2,37
