time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"April 28 , 1953","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Kim Althea Gordon (born April 28, 1953) is an American musician, singer and songwriter, best known as the bassist, guitarist, and vocalist of alternative rock band Sonic Youth.",0,0,,77738
1981,CD,YEAR_REGEX_1,TIME,time_reference,"There, she formed Sonic Youth with Thurston Moore in 1981.",3,0,,77738
1984,CD,YEAR_REGEX_1,TIME,time_reference,"She and Moore married in 1984, and the band released a total of six albums on independent labels before the end of the 1980s.",4,0,,77738
the end of the 1980s,DT NN IN DT CD,PREFIX_REGEX_1 PREFIX_REGEX_2 PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER MODIFIER MODIFIER TIME,time_reference,"She and Moore married in 1984, and the band released a total of six albums on independent labels before the end of the 1980s.",4,0,,77738
1990,CD,YEAR_REGEX_1,TIME,time_reference,"They would subsequently release nine studio albums on the major label DGC Records, beginning with Goo in 1990.",5,0,,77738
1993,CD,YEAR_REGEX_1,TIME,time_reference,"Gordon was also a founding member of the musical project Free Kitten, which she formed with Julia Cafritz in 1993.",6,0,,77738
2009,CD,YEAR_REGEX_1,TIME,time_reference,"Sonic Youth released their sixteenth and final studio album, The Eternal (2009), on Matador Records before disbanding in 2011 after Gordon and Moore separated.",0,1,,77738
2011,CD,YEAR_REGEX_1,TIME,time_reference,"Sonic Youth released their sixteenth and final studio album, The Eternal (2009), on Matador Records before disbanding in 2011 after Gordon and Moore separated.",0,1,,77738
2013,CD,YEAR_REGEX_1,TIME,time_reference,"Following the dissolution of Sonic Youth and her divorce from Moore, Gordon formed the experimental duo Body/Head with Bill Nace, releasing their debut album Coming Apart in 2013.",1,1,,77738
2016,CD,YEAR_REGEX_1,TIME,time_reference,"She subsequently formed Glitterbust with Alex Knost, releasing a self-titled debut album in 2016.",2,1,,77738
2018,CD,YEAR_REGEX_1,TIME,time_reference,"Body/Head released their second studio album, The Switch, in 2018.",3,1,,77738
2019,CD,YEAR_REGEX_1,TIME,time_reference,"She released her first solo album, No Home Record, in 2019.",4,1,,77738
1991,CD,YEAR_REGEX_1,TIME,time_reference,"Pretty on the Inside (1991), and founded the Los Angeles-based clothing line X-Girl in 1993.",2,2,,77738
1993,CD,YEAR_REGEX_1,TIME,time_reference,"Pretty on the Inside (1991), and founded the Los Angeles-based clothing line X-Girl in 1993.",2,2,,77738
Last Days,JJ NNP,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"Beginning in the mid-2000s, Gordon began acting, making minor appearances in such films as Last Days (2005) and I'm Not There (2007), followed by guest-starring appearances on several television series.",3,2,,77738
2005,CD,YEAR_REGEX_1,TIME,time_reference,"Beginning in the mid-2000s, Gordon began acting, making minor appearances in such films as Last Days (2005) and I'm Not There (2007), followed by guest-starring appearances on several television series.",3,2,,77738
2007,CD,YEAR_REGEX_1,TIME,time_reference,"Beginning in the mid-2000s, Gordon began acting, making minor appearances in such films as Last Days (2005) and I'm Not There (2007), followed by guest-starring appearances on several television series.",3,2,,77738
February 2015,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In February 2015, she published a memoir, Girl in a Band, by HarperCollins imprint Dey Street Books.",4,2,,77738
1953–1978,CD,YEAR_REGEX_1,TIME,time_reference,=== 1953–1978: Early life ===,0,4,== Life and career == | === 1953–1978: Early life ===,77738
"April 28 , 1953","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Kim Althea Gordon was born April 28, 1953 in Rochester, New York, the second child of Althea (d. 2002) and Calvin Wayne Gordon (1915–1998).",0,5,== Life and career == | === 1953–1978: Early life ===,77738
2002,CD,YEAR_REGEX_1,TIME,time_reference,"Kim Althea Gordon was born April 28, 1953 in Rochester, New York, the second child of Althea (d. 2002) and Calvin Wayne Gordon (1915–1998).",0,5,== Life and career == | === 1953–1978: Early life ===,77738
1915–1998,CD,YEAR_REGEX_1,TIME,time_reference,"Kim Althea Gordon was born April 28, 1953 in Rochester, New York, the second child of Althea (d. 2002) and Calvin Wayne Gordon (1915–1998).",0,5,== Life and career == | === 1953–1978: Early life ===,77738
1949,CD,YEAR_REGEX_1,TIME,time_reference,"Gordon has one older brother, Keller (b. 1949), whom she described as ""brilliant, manipulative, sadistic, arrogant, almost unbearably articulate,"" and ""the person who more than anyone else in the world shaped who I was, and who I turned out to be.",4,5,== Life and career == | === 1953–1978: Early life ===,77738
summers,NNS,SEASON_REGEX,TIME,time_reference,"In her memoir, Gordon recounts spending summers with her family in Klamath, California, near the Oregon border.",9,5,== Life and career == | === 1953–1978: Early life ===,77738
one year,CD NN,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,,The family also lived in British Hong Kong for one year during her childhood.,10,5,== Life and career == | === 1953–1978: Early life ===,77738
two years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"After graduating high school, she attended Santa Monica College for two years before transferring to York University in Toronto, Ontario, Canada.",12,5,== Life and career == | === 1953–1978: Early life ===,77738
year,NN,TIME_UNIT_REGEX,TIME,time_reference,Gordon soon grew homesick and chose to drop out of York at the end of the school year and return to Los Angeles.,13,5,== Life and career == | === 1953–1978: Early life ===,77738
winter,NN,SEASON_REGEX,TIME,time_reference,"""I was less and less happy as the bleak Toronto winter moved in,"" she recalled.",14,5,== Life and career == | === 1953–1978: Early life ===,77738
1977,CD,YEAR_REGEX_1,TIME,time_reference,She graduated with a Bachelor of Fine Arts degree in 1977.,19,5,== Life and career == | === 1953–1978: Early life ===,77738
the day,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"While she was a student at Otis, Gordon's older brother Keller suffered a psychotic episode on the day of his graduation from the University of California, Berkeley, where he had earned a Master's degree in classics.",20,5,== Life and career == | === 1953–1978: Early life ===,77738
1987,CD,YEAR_REGEX_1,TIME,time_reference,"The song ""Schizophrenia,"" which appeared on Sonic Youth's fourth studio album, Sister (1987), was partly inspired by her brother.",22,5,== Life and career == | === 1953–1978: Early life ===,77738
1979–1994,CD,YEAR_REGEX_1,TIME,time_reference,1979–1994: Sonic Youth and X-Girl =,1,6,== Life and career == | === 1979–1994: Sonic Youth and X-Girl ===,77738
1980,CD,YEAR_REGEX_1,TIME,time_reference,"After graduating from the Otis Art Institute, Gordon moved to New York City in 1980, hoping to pursue a career in art.",0,7,== Life and career == | === 1979–1994: Sonic Youth and X-Girl ===,77738
1981,CD,YEAR_REGEX_1,TIME,time_reference,"In 1981, she curated an exhibition at White Columns Gallery that involved contributions from Mike Kelley and Tony Oursler, among others.",2,7,== Life and career == | === 1979–1994: Sonic Youth and X-Girl ===,77738
Around 1981,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Around 1981, Gordon became interested in ""no-wave"" bands, recalling: ""When I came to New York, I'd go and see bands downtown playing no-wave music.",3,7,== Life and career == | === 1979–1994: Sonic Youth and X-Girl ===,77738
1981,CD,YEAR_REGEX_1,TIME,time_reference,"In 1981, Gordon joined the short-lived band CKM, with Christine Hahn and Stanton Miranda, and met her future Sonic Youth bandmates Lee Ranaldo and Thurston Moore through Miranda.",0,8,== Life and career == | === 1979–1994: Sonic Youth and X-Girl ===,77738
future,NN,TIMELINE_REGEX,TIME,time_reference,"In 1981, Gordon joined the short-lived band CKM, with Christine Hahn and Stanton Miranda, and met her future Sonic Youth bandmates Lee Ranaldo and Thurston Moore through Miranda.",0,8,== Life and career == | === 1979–1994: Sonic Youth and X-Girl ===,77738
then 27 years old,RB CD NNS JJ,PREFIX_REGEX_1 DIGIT_REGEX_1 TIME_UNIT_REGEX SUFFIX_REGEX,MODIFIER NUMERAL TIME MODIFIER,time_reference,"At the time, Gordon, then 27 years old, had never played an instrument.",1,8,== Life and career == | === 1979–1994: Sonic Youth and X-Girl ===,77738
1981,CD,YEAR_REGEX_1,TIME,time_reference,"Gordon began dating Moore and, together with Ranaldo, the couple then formed Sonic Youth in 1981.",2,8,== Life and career == | === 1979–1994: Sonic Youth and X-Girl ===,77738
1982,CD,YEAR_REGEX_1,TIME,time_reference,"Originally the band released their first unnamed EP (considered by the band to be their first album) in 1982 and their first two albums, Confusion is Sex (1983) and Bad Moon Rising (1985) on Neutral and Homestead Records, respectively, before signing with SST to release EVOL (1986) and Sister (1987).",3,8,== Life and career == | === 1979–1994: Sonic Youth and X-Girl ===,77738
