time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
"September 27 , 1917 – January 26 , 2010","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,0
1941,CD,YEAR_REGEX_1,TIME,time_reference,2,3
year,NN,TIME_UNIT_REGEX,TIME,time_reference,2,3
1941 to 1951,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,0,5
1942 to 1945,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,0,5
1947,CD,YEAR_REGEX_1,TIME,time_reference,0,5
"December 4 , 1940","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,1,5
"December 1 , 1942","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,1,5
1954–58,CD,YEAR_REGEX_1,TIME,time_reference,2,5
1958–86,CD,YEAR_REGEX_1,TIME,time_reference,2,5
a year,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,2,5
1960,CD,YEAR_REGEX_1,TIME,time_reference,1,7
1962,CD,YEAR_REGEX_1,TIME,time_reference,1,7
2004,CD,YEAR_REGEX_1,TIME,time_reference,1,7
1964,CD,YEAR_REGEX_1,TIME,time_reference,2,7
the early 1980s,DT JJ CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,0,8
1957,CD,YEAR_REGEX_1,TIME,time_reference,0,11
1931–1991,CD,YEAR_REGEX_1,TIME,time_reference,0,11
1999,CD,YEAR_REGEX_1,TIME,time_reference,0,12
1988,CD,YEAR_REGEX_1,TIME,time_reference,0,13
of the Century,IN DT NNP,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,0,14
"January 26 , 2010","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,1,14
1965,CD,YEAR_REGEX_1,TIME,time_reference,0,17
1974,CD,YEAR_REGEX_1,TIME,time_reference,0,18
1979,CD,YEAR_REGEX_1,TIME,time_reference,0,19
1986,CD,YEAR_REGEX_1,TIME,time_reference,0,21
1997,CD,YEAR_REGEX_1,TIME,time_reference,0,22
2000,CD,YEAR_REGEX_1,TIME,time_reference,0,23
2005,CD,YEAR_REGEX_1,TIME,time_reference,0,24
1961,CD,YEAR_REGEX_1,TIME,time_reference,0,28
1965,CD,YEAR_REGEX_1,TIME,time_reference,0,29
1968,CD,YEAR_REGEX_1,TIME,time_reference,0,30
1969,CD,YEAR_REGEX_1,TIME,time_reference,0,31
1972,CD,YEAR_REGEX_1,TIME,time_reference,0,32
1972,CD,YEAR_REGEX_1,TIME,time_reference,0,33
1974,CD,YEAR_REGEX_1,TIME,time_reference,0,34
1975,CD,YEAR_REGEX_1,TIME,time_reference,0,35
1979,CD,YEAR_REGEX_1,TIME,time_reference,0,36
1979,CD,YEAR_REGEX_1,TIME,time_reference,0,37
Dawn,NN,DAY_TIME_REGEX,TIME,time_reference,0,38
of the Sun,IN DT NNP,PREFIX_REGEX_1 PREFIX_REGEX_1 WEEK_ABBR_REGEX,MODIFIER MODIFIER TIME,time_reference,0,38
1985,CD,YEAR_REGEX_1,TIME,time_reference,0,38
1989,CD,YEAR_REGEX_1,TIME,time_reference,0,39
1991,CD,YEAR_REGEX_1,TIME,time_reference,0,40
1994,CD,YEAR_REGEX_1,TIME,time_reference,0,41
1996,CD,YEAR_REGEX_1,TIME,time_reference,0,42
2000,CD,YEAR_REGEX_1,TIME,time_reference,0,43
2002,CD,YEAR_REGEX_1,TIME,time_reference,0,44
2010,CD,YEAR_REGEX_1,TIME,time_reference,0,45
1956,CD,YEAR_REGEX_1,TIME,time_reference,0,47
27 March 1958,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,1,47
Fall 1994,NNP CD,SEASON_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,50
Fall 1994,NN CD,SEASON_REGEX YEAR_REGEX_1,TIME TIME,time_reference,3,50
Daily,NNP,PERIOD_REGEX,TIME,time_reference,0,52
2 February 2010,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,53
