time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
11 March 1818 – 14 July,CD NNP CD NNP CD NNP,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME TIME MODIFIER NUMERAL TIME,time_range,0,0
1 July,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,0,0
1910,CD,YEAR_REGEX_1,TIME,time_reference,0,0
today,NN,TIMELINE_REGEX,TIME,time_reference,0,1
1871,CD,YEAR_REGEX_1,TIME,time_reference,0,1
1903,CD,YEAR_REGEX_1,TIME,time_reference,0,1
1862,CD,YEAR_REGEX_1,TIME,time_reference,2,1
1869,CD,YEAR_REGEX_1,TIME,time_reference,2,1
1877,CD,YEAR_REGEX_1,TIME,time_reference,2,1
1889,CD,YEAR_REGEX_1,TIME,time_reference,2,1
1890,CD,YEAR_REGEX_1,TIME,time_reference,2,1
1892,CD,YEAR_REGEX_1,TIME,time_reference,2,1
1894,CD,YEAR_REGEX_1,TIME,time_reference,2,1
1896,CD,YEAR_REGEX_1,TIME,time_reference,2,1
1898,CD,YEAR_REGEX_1,TIME,time_reference,2,1
1900,CD,YEAR_REGEX_1,TIME,time_reference,2,1
1900,CD,YEAR_REGEX_1,TIME,time_reference,3,1
11 March 1818,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,5
today,NN,TIMELINE_REGEX,TIME,time_reference,2,5
1819,CD,YEAR_REGEX_1,TIME,time_reference,2,5
six years old,CD NNS JJ,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX SUFFIX_REGEX,NUMERAL TIME MODIFIER,,1,6
1800,CD,YEAR_REGEX_1,TIME,time_reference,3,7
1827,CD,YEAR_REGEX_1,TIME,time_reference,3,7
25 August 1830,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,8
now,RB,TIMELINE_REGEX,TIME,time_reference,0,8
some years,DT NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,2,8
1834,CD,YEAR_REGEX_1,TIME,time_reference,0,9
1838,CD,YEAR_REGEX_1,TIME,time_reference,2,9
July 1839,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,10
1840,CD,YEAR_REGEX_1,TIME,time_reference,0,11
1841,CD,YEAR_REGEX_1,TIME,time_reference,0,13
1843,CD,YEAR_REGEX_1,TIME,time_reference,0,15
the next three years,DT JJ CD NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER NUMERAL TIME,time_reference,1,15
1846,CD,YEAR_REGEX_1,TIME,time_reference,2,15
1847,CD,YEAR_REGEX_1,TIME,time_reference,0,17
year,NN,TIME_UNIT_REGEX,TIME,time_reference,0,19
1847,CD,YEAR_REGEX_1,TIME,time_reference,0,21
5 June,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,2,21
24 May,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,2,21
1847,CD,YEAR_REGEX_1,TIME,time_reference,2,21
1848,CD,YEAR_REGEX_1,TIME,time_reference,3,21
1855,CD,YEAR_REGEX_1,TIME,time_reference,3,21
1846,CD,YEAR_REGEX_1,TIME,time_reference,0,22
8 October,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,1,22
26 September,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,1,22
1847,CD,YEAR_REGEX_1,TIME,time_reference,1,22
1840,CD,YEAR_REGEX_1,TIME,time_reference,0,23
22 February,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,0,23
10 February,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,1,23
1848,CD,YEAR_REGEX_1,TIME,time_reference,1,23
the 1842,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,24
the winter,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,3,24
of 1849,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,3,24
1850,CD,YEAR_REGEX_1,TIME,time_reference,5,24
1858,CD,YEAR_REGEX_1,TIME,time_reference,5,24
1850,CD,YEAR_REGEX_1,TIME,time_reference,0,25
1850–1919,CD,YEAR_REGEX_1,TIME,time_reference,0,25
five years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,1,25
1854,CD,YEAR_REGEX_1,TIME,time_reference,2,25
1857–1930,CD,YEAR_REGEX_1,TIME,time_reference,3,25
1859–1871,CD,YEAR_REGEX_1,TIME,time_reference,3,25
21 January,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,4,25
9 January,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,4,25
1855,CD,YEAR_REGEX_1,TIME,time_reference,4,25
six years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,4,25
1857,CD,YEAR_REGEX_1,TIME,time_reference,6,25
1858,CD,YEAR_REGEX_1,TIME,time_reference,6,25
1859,CD,YEAR_REGEX_1,TIME,time_reference,6,25
1860,CD,YEAR_REGEX_1,TIME,time_reference,6,25
1861,CD,YEAR_REGEX_1,TIME,time_reference,6,25
29 May 1861,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,26
1859,CD,YEAR_REGEX_1,TIME,time_reference,0,26
1858,CD,YEAR_REGEX_1,TIME,time_reference,0,27
years,NNS,TIME_UNIT_REGEX,TIME,time_reference,2,27
the now 41-year-old,DT RB JJ,PREFIX_REGEX_1 TIMELINE_REGEX DIGIT_REGEX_1,MODIFIER TIME NUMERAL,time_reference,3,27
1860,CD,YEAR_REGEX_1,TIME,time_reference,5,27
the 1860s,DT NNS,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,5,27
1855,CD,YEAR_REGEX_1,TIME,time_reference,0,29
1861,CD,YEAR_REGEX_1,TIME,time_reference,1,29
late 1861,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,2,29
six weeks,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,5,29
30 January,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,1,31
18 January,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,2,31
1862,CD,YEAR_REGEX_1,TIME,time_reference,2,31
1903,CD,YEAR_REGEX_1,TIME,time_reference,4,31
of the day,IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,0,32
the 1860s,DT NNS,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,32
the 1860s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,2,32
6 February,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,0,33
25 January,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,0,33
1868,CD,YEAR_REGEX_1,TIME,time_reference,0,33
29 October,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,1,33
17 October,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,1,33
1868,CD,YEAR_REGEX_1,TIME,time_reference,1,33
1935,CD,YEAR_REGEX_1,TIME,time_reference,4,33
1903,CD,YEAR_REGEX_1,TIME,time_reference,5,33
of the 1860s,IN DT NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,0,34
1869,CD,YEAR_REGEX_1,TIME,time_reference,0,36
1866,CD,YEAR_REGEX_1,TIME,time_reference,1,36
1869,CD,YEAR_REGEX_1,TIME,time_reference,1,36
2 September 1870,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,2,36
2 February,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,3,36
26 January,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,3,36
1870,CD,YEAR_REGEX_1,TIME,time_reference,3,36
12 March,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,0,37
29 February,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,0,37
1871,CD,YEAR_REGEX_1,TIME,time_reference,0,37
21 November,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,1,37
9 November,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,1,37
1871,CD,YEAR_REGEX_1,TIME,time_reference,1,37
the 1870s,DT NNS,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,3,37
1872,CD,YEAR_REGEX_1,TIME,time_reference,4,37
1874,CD,YEAR_REGEX_1,TIME,time_reference,4,37
1875,CD,YEAR_REGEX_1,TIME,time_reference,4,37
1876,CD,YEAR_REGEX_1,TIME,time_reference,4,37
1878,CD,YEAR_REGEX_1,TIME,time_reference,4,37
1879,CD,YEAR_REGEX_1,TIME,time_reference,4,37
1879,CD,YEAR_REGEX_1,TIME,time_reference,4,37
1877,CD,YEAR_REGEX_1,TIME,time_reference,0,38
4 February,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,0,38
23 January,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,0,38
1877,CD,YEAR_REGEX_1,TIME,time_reference,0,38
this day,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,3,38
1875,CD,YEAR_REGEX_1,TIME,time_reference,0,40
1882,CD,YEAR_REGEX_1,TIME,time_reference,0,40
1876,CD,YEAR_REGEX_1,TIME,time_reference,1,40
1874–1945,CD,YEAR_REGEX_1,TIME,time_reference,2,40
1877–1892,CD,YEAR_REGEX_1,TIME,time_reference,2,40
1879–1939,CD,YEAR_REGEX_1,TIME,time_reference,2,40
1880–1917,CD,YEAR_REGEX_1,TIME,time_reference,2,40
1884–1922,CD,YEAR_REGEX_1,TIME,time_reference,2,40
1885–1961,CD,YEAR_REGEX_1,TIME,time_reference,2,40
presents,NNS,TIMELINE_REGEX,TIME,time_reference,6,40
the 1880s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,41
1880,CD,YEAR_REGEX_1,TIME,time_reference,1,41
1881,CD,YEAR_REGEX_1,TIME,time_reference,1,41
today,NN,TIMELINE_REGEX,TIME,time_reference,3,41
1884,CD,YEAR_REGEX_1,TIME,time_reference,4,41
1885,CD,YEAR_REGEX_1,TIME,time_reference,4,41
the 1880s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,5,41
1881,CD,YEAR_REGEX_1,TIME,time_reference,5,41
Night and Day,NNP CC NNP,DAY_TIME_REGEX LINKAGE_REGEX TIME_UNIT_REGEX,TIME MODIFIER TIME,time_reference,6,41
1883,CD,YEAR_REGEX_1,TIME,time_reference,7,41
1886,CD,YEAR_REGEX_1,TIME,time_reference,7,41
late 1885,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,42
A few weeks,DT JJ NNS,INARTICLE_REGEX PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,1,42
1864,CD,YEAR_REGEX_1,TIME,time_reference,1,42
many years,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,2,42
1886,CD,YEAR_REGEX_1,TIME,time_reference,3,42
February 1887,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,5,42
26 February,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,6,42
14 February,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,6,42
1886,CD,YEAR_REGEX_1,TIME,time_reference,6,42
1900,CD,YEAR_REGEX_1,TIME,time_reference,8,42
1885,CD,YEAR_REGEX_1,TIME,time_reference,0,43
the now sixty-seven-year-old,DT RB JJ,PREFIX_REGEX_1 TIMELINE_REGEX BASIC_NUMBER_REGEX_1,MODIFIER TIME NUMERAL,time_reference,0,43
1881,CD,YEAR_REGEX_1,TIME,time_reference,0,44
1885,CD,YEAR_REGEX_1,TIME,time_reference,1,44
February 1886,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,3,44
the twilight,DT NN,PREFIX_REGEX_1 DAY_TIME_REGEX,MODIFIER TIME,time_reference,0,46
a year,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,1,46
today,NN,TIMELINE_REGEX,TIME,time_reference,1,46
the late 19th century,DT JJ JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 DIGIT_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER NUMERAL TIME,time_reference,0,47
1886,CD,YEAR_REGEX_1,TIME,time_reference,0,48
1888,CD,YEAR_REGEX_1,TIME,time_reference,0,49
The next year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,2,49
15 January,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,0,50
3 January,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,0,50
1890,CD,YEAR_REGEX_1,TIME,time_reference,0,50
April 1903,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,2,50
1892,CD,YEAR_REGEX_1,TIME,time_reference,0,51
