time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"February 10 , 1982","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Ha Seok-jin (born February 10, 1982) is a South Korean actor.",0,0,,18156785
2017,CD,YEAR_REGEX_1,TIME,time_reference,"He is best known for his roles in TV drama series: Radiant Office (2017), Drinking Solo (2016), Shark (2013) and 4 Legendary Witches (2014), for which he received two nominations for the Excellence Award.",1,0,,18156785
2016,CD,YEAR_REGEX_1,TIME,time_reference,"He is best known for his roles in TV drama series: Radiant Office (2017), Drinking Solo (2016), Shark (2013) and 4 Legendary Witches (2014), for which he received two nominations for the Excellence Award.",1,0,,18156785
2013,CD,YEAR_REGEX_1,TIME,time_reference,"He is best known for his roles in TV drama series: Radiant Office (2017), Drinking Solo (2016), Shark (2013) and 4 Legendary Witches (2014), for which he received two nominations for the Excellence Award.",1,0,,18156785
2014,CD,YEAR_REGEX_1,TIME,time_reference,"He is best known for his roles in TV drama series: Radiant Office (2017), Drinking Solo (2016), Shark (2013) and 4 Legendary Witches (2014), for which he received two nominations for the Excellence Award.",1,0,,18156785
1982,CD,YEAR_REGEX_1,TIME,time_reference,Ha Seok-jin was born in Seoul in 1982.,0,2,== Personal life ==,18156785
first year,JJ NN,ORDINAL_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"Ha Seok-jin, the eldest of one son and one daughter, entered the Department of Mechanical Engineering at Hanyang University after graduating from middle and high school, and after completing his first year, he enlisted in the military.",1,2,== Personal life ==,18156785
2005,CD,YEAR_REGEX_1,TIME,time_reference,"At first he refused because of his studies, but he dreamed of a new challenge in his boring daily life, and thus made his debut in the entertainment industry through an advertisement for Korean Air in 2005.",3,2,== Personal life ==,18156785
2005,CD,YEAR_REGEX_1,TIME,time_reference,He made his entertainment debut in 2005 as a commercial model for Korean Air.,0,4,== Career ==,18156785
April 2019,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In April 2019, Ha signed with new agency C-JeS Entertainment.",1,4,== Career ==,18156785
2021,CD,YEAR_REGEX_1,TIME,time_reference,"In 2021, his contract with C-JeS Entertainment have expired and is currently looking for a new agency to sign with.",2,4,== Career ==,18156785
currently,RB,TIMELINE_REGEX,TIME,time_reference,"In 2021, his contract with C-JeS Entertainment have expired and is currently looking for a new agency to sign with.",2,4,== Career ==,18156785
July 2021,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In July 2021, Ha signed a contract with Management Koo after his contract with the former agency expired.",3,4,== Career ==,18156785
