time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
2 June 1796 – 6 March 1879,CD NNP CD NN CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,0,0
1870,CD,YEAR_REGEX_1,TIME,time_reference,0,4
1030,CD,YEAR_REGEX_1,TIME,time_reference,0,4
1908,CD,YEAR_REGEX_1,TIME,time_reference,0,5
