time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
28 July 1928 – 1 October 1990,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,0,0
11 years old,CD NNS JJ,DIGIT_REGEX_1 TIME_UNIT_REGEX SUFFIX_REGEX,NUMERAL TIME MODIFIER,,1,3
1948,CD,YEAR_REGEX_1,TIME,time_reference,2,3
a year,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,2,3
1956,CD,YEAR_REGEX_1,TIME,time_reference,3,3
1954,CD,YEAR_REGEX_1,TIME,time_reference,4,3
years,NNS,TIME_UNIT_REGEX,TIME,time_reference,4,3
1960,CD,YEAR_REGEX_1,TIME,time_reference,7,3
1987,CD,YEAR_REGEX_1,TIME,time_reference,9,3
1987,CD,YEAR_REGEX_1,TIME,time_reference,1,4
1964,CD,YEAR_REGEX_1,TIME,time_reference,0,6
a year,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,0,6
two years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,2,13
1966,CD,YEAR_REGEX_1,TIME,time_reference,2,13
previously,RB,TIMELINE_REGEX,TIME,time_reference,4,13
1935,CD,YEAR_REGEX_1,TIME,time_reference,4,13
2010,CD,YEAR_REGEX_1,TIME,time_reference,5,13
30 years,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,7,13
this day,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,7,13
1972,CD,YEAR_REGEX_1,TIME,time_reference,0,15
now,RB,TIMELINE_REGEX,TIME,time_reference,2,15
currently,RB,TIMELINE_REGEX,TIME,time_reference,0,18
the future,DT NN,PREFIX_REGEX_1 TIMELINE_REGEX,MODIFIER TIME,time_reference,1,19
1985,CD,YEAR_REGEX_1,TIME,time_reference,1,23
1989,CD,YEAR_REGEX_1,TIME,time_reference,1,23
2017,CD,YEAR_REGEX_1,TIME,time_reference,3,23
1990,CD,YEAR_REGEX_1,TIME,time_reference,0,25
that year,IN NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,1,25
2008,CD,YEAR_REGEX_1,TIME,time_reference,0,27
every other year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,1,27
years,NNS,TIME_UNIT_REGEX,TIME,time_reference,1,27
2009,CD,YEAR_REGEX_1,TIME,time_reference,3,27
2016,CD,YEAR_REGEX_1,TIME,time_reference,0,28
A day,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,0,29
4 November,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,0,29
2015,CD,YEAR_REGEX_1,TIME,time_reference,0,31
2016,CD,YEAR_REGEX_1,TIME,time_reference,0,32
2017,CD,YEAR_REGEX_1,TIME,time_reference,0,37
the 2018,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,37
2004,CD,YEAR_REGEX_1,TIME,time_reference,0,39
2004,CD,YEAR_REGEX_1,TIME,time_reference,4,39
