time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"October 18 , 1964","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Paul Joseph Peterson (born October 18, 1964), also known as St. Paul Peterson, is a singer and musician best known for his memberships in the bands The Family and The Time.",0,0,,1551271
1983,CD,YEAR_REGEX_1,TIME,time_reference,He was discovered by Prince in 1983 and groomed to replace Monte Moir as keyboardist of R&B band The Time.,1,2,== Life and career ==,1551271
1984,CD,YEAR_REGEX_1,TIME,time_reference,"When The Time broke up in 1984, Prince gathered the remnants to form The Family, with Peterson as lead singer.",3,2,== Life and career ==,1551271
1987,CD,YEAR_REGEX_1,TIME,time_reference,"Peterson left to pursue a solo career, releasing his eponymous debut album in 1987.",5,2,== Life and career ==,1551271
1998,CD,YEAR_REGEX_1,TIME,time_reference,"Prince wrote a song about Peterson's early departure from The Family called ""Dream Factory"", which was later released on 1998's Crystal Ball compilation.",7,2,== Life and career ==,1551271
the 1990s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,Peterson released two solo albums in the 1990s on Atlantic Records and a live recording with the group the Minneapolis All-Stars.,8,2,== Life and career ==,1551271
2003,CD,YEAR_REGEX_1,TIME,time_reference,"His last solo album, Everything, was released in 2003.",9,2,== Life and career ==,1551271
the late 1980s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,"In the late 1980s to early 1990s, Peterson toured as a member of the Steve Miller Band.",1,3,== Life and career ==,1551271
early 1990s,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"In the late 1980s to early 1990s, Peterson toured as a member of the Steve Miller Band.",1,3,== Life and career ==,1551271
recently,RB,TIMELINE_REGEX,TIME,time_reference,"He has also toured with Kenny Loggins, Oleta Adams and most recently Peter Frampton.",2,3,== Life and career ==,1551271
1990,CD,YEAR_REGEX_1,TIME,time_reference,"In 1990, he released a song, ""Every Heart Needs a Home"", on the Teenage Mutant Ninja Turtles Soundtrack.",3,3,== Life and career ==,1551271
