time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
24 November 1845 – 9 December 1935,CD NNP CD NN CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,0,0
6 December 1897,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,4
1866,CD,YEAR_REGEX_1,TIME,time_reference,3,4
the years 1888–1890,DT NNS CD,PREFIX_REGEX_1 TIME_UNIT_REGEX YEAR_REGEX_1,MODIFIER TIME TIME,time_reference,4,4
11 June 1867,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,7
1907,CD,YEAR_REGEX_1,TIME,time_reference,0,8
1935,CD,YEAR_REGEX_1,TIME,time_reference,2,8
years,NNS,TIME_UNIT_REGEX,TIME,time_reference,3,8
1998,CD,YEAR_REGEX_1,TIME,time_reference,0,10
