time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
14 November 1993,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Naomi Namasenda (born 14 November 1993), known mononymously as Namasenda, is a Swedish singer and songwriter from Stockholm.",0,0,,63944246
2012,CD,YEAR_REGEX_1,TIME,time_reference,"In 2012, she was awarded a vocal scholarship by the Hollywood Chamber of Commerce.",2,0,,63944246
2016,CD,YEAR_REGEX_1,TIME,time_reference,"She graduated from the Musicians Institute and moved back to Sweden to work on new music and released her debut single ""Here"" in 2016, featuring BFOTY.",3,0,,63944246
2017,CD,YEAR_REGEX_1,TIME,time_reference,"In 2017, she released her debut EP, hot_babe_93, and presented awards at the Swedish Grammys.",5,0,,63944246
2019,CD,YEAR_REGEX_1,TIME,time_reference,"In 2019, with the release of her single ""24/7"", she became the first black artist to sign to PC Music.",6,0,,63944246
year,NN,TIME_UNIT_REGEX,TIME,time_reference,In the same year she featured on American singer LIZ's Planet Y2K album.,7,0,,63944246
AM,VBP,HALFDAY_REGEX_1,TIME,,"She released ""Dare (AM)"" and ""Dare (PM)"" in April 2020, both singles produced by A. G. Cook, followed by ""Wanted"" in November 2020.",8,0,,63944246
PM,NNP,HALFDAY_REGEX_1,TIME,time_reference,"She released ""Dare (AM)"" and ""Dare (PM)"" in April 2020, both singles produced by A. G. Cook, followed by ""Wanted"" in November 2020.",8,0,,63944246
April 2020,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"She released ""Dare (AM)"" and ""Dare (PM)"" in April 2020, both singles produced by A. G. Cook, followed by ""Wanted"" in November 2020.",8,0,,63944246
November 2020,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"She released ""Dare (AM)"" and ""Dare (PM)"" in April 2020, both singles produced by A. G. Cook, followed by ""Wanted"" in November 2020.",8,0,,63944246
28 October 2021,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Namasenda released ""Demonic"", ""Banana Clip"", ""Finish Him"", and ""No Regrets"" as singles off of her debut Unlimited Ammo mixtape, which was released on 28 October 2021.",9,0,,63944246
