time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
19 March 1951,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Steven Gene Wold (né Leach, 19 March 1951), commonly known as Seasick Steve, is an American blues musician.",0,0,,6962972
the late 1960s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,"From the late 1960s, he worked as a musician and recording engineer in the US and Europe; he played bass in Shanti, was in a disco band called Crystal Grass as well as other bands.",2,0,,6962972
the end of 2006,DT NN IN CD,PREFIX_REGEX_1 PREFIX_REGEX_2 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER MODIFIER TIME,time_reference,"He achieved his breakthrough, initially in the UK, at the end of 2006 when he appeared on Jools Holland's annual Hootenanny as Seasick Steve.",4,0,,6962972
past,NN,TIMELINE_REGEX,TIME,time_reference,"The publicity about Wold at the time he first became successful in Britain, in the mid-2000s, suggested that he was then aged in his sixties, and emphasised his past as a hobo in Tennessee and Mississippi.",0,2,== Life and career ==,6962972
a 2008,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,"In a 2008 interview in Memphis, Wold was quoted as stating: ""I came down here as a young feller looking for the blues, but I didn't find them...   Wasn't in Clarksdale but an hour before a big, old redneck policeman ran me right out of town again.",1,2,== Life and career ==,6962972
an hour,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"In a 2008 interview in Memphis, Wold was quoted as stating: ""I came down here as a young feller looking for the blues, but I didn't find them...   Wasn't in Clarksdale but an hour before a big, old redneck policeman ran me right out of town again.",1,2,== Life and career ==,6962972
a 2007,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,"In a 2007 interview, he said: ""I rode them [freight trains] for 14 years off and on.."", adding ""I've been married to this one girl for 25 years, so I’m a little bit settled down now...""In 2016, an unauthorized biography by Matthew Wright presented evidence that parts of Wold's backstory may have been exaggerated.",5,2,== Life and career ==,6962972
14 years,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"In a 2007 interview, he said: ""I rode them [freight trains] for 14 years off and on.."", adding ""I've been married to this one girl for 25 years, so I’m a little bit settled down now...""In 2016, an unauthorized biography by Matthew Wright presented evidence that parts of Wold's backstory may have been exaggerated.",5,2,== Life and career ==,6962972
25 years,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"In a 2007 interview, he said: ""I rode them [freight trains] for 14 years off and on.."", adding ""I've been married to this one girl for 25 years, so I’m a little bit settled down now...""In 2016, an unauthorized biography by Matthew Wright presented evidence that parts of Wold's backstory may have been exaggerated.",5,2,== Life and career ==,6962972
now,RB,TIMELINE_REGEX,TIME,time_reference,"In a 2007 interview, he said: ""I rode them [freight trains] for 14 years off and on.."", adding ""I've been married to this one girl for 25 years, so I’m a little bit settled down now...""In 2016, an unauthorized biography by Matthew Wright presented evidence that parts of Wold's backstory may have been exaggerated.",5,2,== Life and career ==,6962972
2016,CD,YEAR_REGEX_1,TIME,time_reference,"In a 2007 interview, he said: ""I rode them [freight trains] for 14 years off and on.."", adding ""I've been married to this one girl for 25 years, so I’m a little bit settled down now...""In 2016, an unauthorized biography by Matthew Wright presented evidence that parts of Wold's backstory may have been exaggerated.",5,2,== Life and career ==,6962972
previously,RB,TIMELINE_REGEX,TIME,time_reference,"Wright drew on interviews with Wold's estranged eldest son as well as previously published material covering his career in music since the late 1960s, and commented that Wold was ""retiring about facts of his own life"".",6,2,== Life and career ==,6962972
the late 1960s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,"Wright drew on interviews with Wold's estranged eldest son as well as previously published material covering his career in music since the late 1960s, and commented that Wold was ""retiring about facts of his own life"".",6,2,== Life and career ==,6962972
the early 1980s,DT JJ CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,"He took the surname Wold in the early 1980s, from that of his second wife.",1,4,== Life and career == | === Childhood and early life ===,6962972
year,NN,TIME_UNIT_REGEX,TIME,time_reference,Official birth records confirm his birth year as 1951.,2,4,== Life and career == | === Childhood and early life ===,6962972
1951,CD,YEAR_REGEX_1,TIME,time_reference,Official birth records confirm his birth year as 1951.,2,4,== Life and career == | === Childhood and early life ===,6962972
2000,CD,YEAR_REGEX_1,TIME,time_reference,"In 2000, he gave his age as 50, though later publicity implied that he was older and some sources such as Allmusic claim he was born in 1941.",3,4,== Life and career == | === Childhood and early life ===,6962972
1941,CD,YEAR_REGEX_1,TIME,time_reference,"In 2000, he gave his age as 50, though later publicity implied that he was older and some sources such as Allmusic claim he was born in 1941.",3,4,== Life and career == | === Childhood and early life ===,6962972
four years old,CD NNS JJ,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX SUFFIX_REGEX,NUMERAL TIME MODIFIER,,"When he was four years old, his parents split up and he continued to live with his mother.",4,4,== Life and career == | === Childhood and early life ===,6962972
the early 1940s,DT JJ CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,"Douglas wrote the song ""Mercury Blues"" and had played with Tommy Johnson in the early 1940s.",6,4,== Life and career == | === Childhood and early life ===,6962972
the late 1960s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,"Wold claimed to have lived rough and on the road in Tennessee, Mississippi and elsewhere, until at least the late 1960s.",8,4,== Life and career == | === Childhood and early life ===,6962972
1965,CD,YEAR_REGEX_1,TIME,time_reference,"However, Wright's biography claims that Wold lived in Haight-Ashbury, San Francisco, for some time from 1965.",9,4,== Life and career == | === Childhood and early life ===,6962972
