time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
"March 14 , 1933","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,0
70 years,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,1,0
1992,CD,YEAR_REGEX_1,TIME,time_reference,1,0
the 1950s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,1
1968,CD,YEAR_REGEX_1,TIME,time_reference,1,1
the 1967,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,2,1
year,NN,TIME_UNIT_REGEX,TIME,time_reference,2,1
1979,CD,YEAR_REGEX_1,TIME,time_reference,3,1
1982,CD,YEAR_REGEX_1,TIME,time_reference,3,1
1987,CD,YEAR_REGEX_1,TIME,time_reference,3,1
1985,CD,YEAR_REGEX_1,TIME,time_reference,4,1
1971,CD,YEAR_REGEX_1,TIME,time_reference,5,1
1995,CD,YEAR_REGEX_1,TIME,time_reference,6,1
2013,CD,YEAR_REGEX_1,TIME,time_reference,8,1
of the 20th century,IN DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 DIGIT_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER NUMERAL TIME,time_reference,9,1
"March 14 , 1933","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,3
1999,CD,YEAR_REGEX_1,TIME,time_reference,0,3
1972,CD,YEAR_REGEX_1,TIME,time_reference,2,3
the 2006,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,6,3
1998,CD,YEAR_REGEX_1,TIME,time_reference,13,3
one day,CD NN,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,,16,3
1943,CD,YEAR_REGEX_1,TIME,time_reference,21,3
1951,CD,YEAR_REGEX_1,TIME,time_reference,32,3
now,RB,TIMELINE_REGEX,TIME,time_reference,33,3
1953,CD,YEAR_REGEX_1,TIME,time_reference,0,5
"past , present","NN , NN",TIMELINE_REGEX COMMA_REGEX TIMELINE_REGEX,TIME MODIFIER TIME,time_reference,0,6
future,NN,TIMELINE_REGEX,TIME,time_reference,0,6
