time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
"November 13 , 1928 – May 22 , 1977","NNP CD , CD NN NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,0
1975,CD,YEAR_REGEX_1,TIME,time_reference,1,0
"November 13 , 1928","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,2
eight months,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,1,4
late 1947,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,2,4
1948 to 1952,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,4,4
December 1952,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,5,4
1952 to 1954,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,0,5
1955,CD,YEAR_REGEX_1,TIME,time_reference,1,5
The next year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,2,5
Night,NNP,DAY_TIME_REGEX,TIME,time_reference,2,5
overnight,JJ,DAY_TIME_REGEX,TIME,time_reference,3,5
1956,CD,YEAR_REGEX_1,TIME,time_reference,4,5
of the Year,IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,4,5
of the Year,IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,4,5
The following year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,5,5
1957,CD,YEAR_REGEX_1,TIME,time_reference,5,5
many years,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,6,5
1958,CD,YEAR_REGEX_1,TIME,time_reference,6,5
ten years,VB NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,,8,5
weeks,NNS,TIME_UNIT_REGEX,TIME,time_reference,9,5
1961,CD,YEAR_REGEX_1,TIME,time_reference,0,6
August 1963,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,2,6
the final year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,2,6
1974,CD,YEAR_REGEX_1,TIME,time_reference,0,7
1975,CD,YEAR_REGEX_1,TIME,time_reference,1,7
the 1970s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,8
1977,CD,YEAR_REGEX_1,TIME,time_reference,1,8
five months,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,2,8
the early 1950s,DT JJ CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,0,10
1973,CD,YEAR_REGEX_1,TIME,time_reference,0,15
the Sun,DT NNP,PREFIX_REGEX_1 WEEK_ABBR_REGEX,MODIFIER TIME,time_reference,0,16
1969,CD,YEAR_REGEX_1,TIME,time_reference,1,16
1976,CD,YEAR_REGEX_1,TIME,time_reference,0,17
1947,CD,YEAR_REGEX_1,TIME,time_reference,0,18
1977,CD,YEAR_REGEX_1,TIME,time_reference,0,18
1973,CD,YEAR_REGEX_1,TIME,time_reference,0,19
1952,CD,YEAR_REGEX_1,TIME,time_reference,0,20
1978,CD,YEAR_REGEX_1,TIME,time_reference,0,20
1955,CD,YEAR_REGEX_1,TIME,time_reference,0,21
1957,CD,YEAR_REGEX_1,TIME,time_reference,1,22
1962,CD,YEAR_REGEX_1,TIME,time_reference,1,22
1952,CD,YEAR_REGEX_1,TIME,time_reference,0,23
1979,CD,YEAR_REGEX_1,TIME,time_reference,0,23
1957,CD,YEAR_REGEX_1,TIME,time_reference,0,24
1975,CD,YEAR_REGEX_1,TIME,time_reference,0,25
1955,CD,YEAR_REGEX_1,TIME,time_reference,0,26
1952,CD,YEAR_REGEX_1,TIME,time_reference,0,27
1979,CD,YEAR_REGEX_1,TIME,time_reference,0,27
1952–1954,CD,YEAR_REGEX_1,TIME,time_reference,0,28
1956,CD,YEAR_REGEX_1,TIME,time_reference,0,28
1975,CD,YEAR_REGEX_1,TIME,time_reference,0,29
1951,CD,YEAR_REGEX_1,TIME,time_reference,0,30
1953,CD,YEAR_REGEX_1,TIME,time_reference,0,31
1958,CD,YEAR_REGEX_1,TIME,time_reference,0,32
1955,CD,YEAR_REGEX_1,TIME,time_reference,0,33
1972,CD,YEAR_REGEX_1,TIME,time_reference,0,34
1986,CD,YEAR_REGEX_1,TIME,time_reference,2,37
