time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
1953,CD,YEAR_REGEX_1,TIME,time_reference,"Pat Place (born 1953) is an American artist, photographer, and musician noted for her work as a founding member and guitarist of no wave bands James Chance and the Contortions and Bush Tetras.",0,0,,39923015
1975,CD,YEAR_REGEX_1,TIME,time_reference,She came to New York City in 1975 to pursue a career as a visual artist.,2,2,== Art ==,39923015
2008,CD,YEAR_REGEX_1,TIME,time_reference,"Place’s photography work was displayed in 2008 at the ""No Wave, Post Punk, Underground New York 1976-80"" exhibition curated by Thurston Moore and Byron Coley at KS Art, and at the group exhibition ""Happy Vacation"" at Thrust Projects, both in New York City.",3,2,== Art ==,39923015
1976-80,JJ,YEAR_REGEX_1,TIME,time_reference,"Place’s photography work was displayed in 2008 at the ""No Wave, Post Punk, Underground New York 1976-80"" exhibition curated by Thurston Moore and Byron Coley at KS Art, and at the group exhibition ""Happy Vacation"" at Thrust Projects, both in New York City.",3,2,== Art ==,39923015
late 1970s,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"She was also involved in the no wave cinema scene, appearing in some of Vivienne Dick's movies co-starring with Lydia Lunch and other musicians from New York's late 1970s and early 1980s post-punk community.",0,3,== Art ==,39923015
early 1980s,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"She was also involved in the no wave cinema scene, appearing in some of Vivienne Dick's movies co-starring with Lydia Lunch and other musicians from New York's late 1970s and early 1980s post-punk community.",0,3,== Art ==,39923015
the 1990s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"From the 1990s until present, Place has been performing with Bush Tetras and various noise music bands in New York City and Europe.",4,5,== Music ==,39923015
1994,CD,YEAR_REGEX_1,TIME,time_reference,"She participated in Maggie Estep's song and video for Hey Baby, from her 1994 album No More Mister Nice Girl.",0,6,== Music ==,39923015
1974–1984,CD,YEAR_REGEX_1,TIME,time_reference,"Carlo McCormick, The Downtown Book: The New York Art Scene, 1974–1984, Princeton University Press, 2006",0,9,== References ==,39923015
2006,CD,YEAR_REGEX_1,TIME,time_reference,"Carlo McCormick, The Downtown Book: The New York Art Scene, 1974–1984, Princeton University Press, 2006",0,9,== References ==,39923015
2007,CD,YEAR_REGEX_1,TIME,time_reference,"No Wave, London: Black Dog Publishing, 2007,pp.",1,10,== References ==,39923015
