time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"March 25 , 1987","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Jason René Castro (born March 25, 1987) is an American acoustic/folk-pop singer, songwriter, and real estate agent.",0,0,,15796100
"April 13 , 2010","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"After Idol, he signed a recording contract with Atlantic Records, and his self-titled debut album was released on April 13, 2010.",2,0,,15796100
Early years,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,Early years ==,1,1,== Early years ==,15796100
a 1340,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,He received a 1340 out of 1600 on his SAT.,4,2,== Early years ==,15796100
of 1600,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,He received a 1340 out of 1600 on his SAT.,4,2,== Early years ==,15796100
SAT,NNP,WEEK_ABBR_REGEX,TIME,time_reference,He received a 1340 out of 1600 on his SAT.,4,2,== Early years ==,15796100
year,NN,TIME_UNIT_REGEX,TIME,time_reference,Castro has sported dreadlocks since his senior year of high school.,6,2,== Early years ==,15796100
2014,CD,YEAR_REGEX_1,TIME,time_reference,"In 2014, symbolic of a spiritual reawakening, he cut his dreadlocks and has since worn his hair much shorter.",7,2,== Early years ==,15796100
"a March 17 , 2008","DT NNP CD , CD",INARTICLE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,"During a March 17, 2008 appearance on The Oprah Winfrey Show, judge Simon Cowell chose Castro as one of his four favorites in the competition, along with David Cook, David Archuleta, and Brooke White.",1,5,== American Idol == | === Overview ===,15796100
April 12,NNP CD,MONTH_REGEX DIGIT_REGEX_1,TIME NUMERAL,time_reference,"On April 12, Ryan Seacrest and the three judges appeared in Larry King Live, Larry King revealed the results of his website poll which asked ""Whom do you want to win American Idol?"" and said that Castro was in the lead.",2,5,== American Idol == | === Overview ===,15796100
night,NN,DAY_TIME_REGEX,TIME,time_reference,"Castro played the guitar during the Top 24 performance night when he sang ""(What A Day for a Daydream)"".",3,5,== American Idol == | === Overview ===,15796100
A Day,DT NNP,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"Castro played the guitar during the Top 24 performance night when he sang ""(What A Day for a Daydream)"".",3,5,== American Idol == | === Overview ===,15796100
a Daydream,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"Castro played the guitar during the Top 24 performance night when he sang ""(What A Day for a Daydream)"".",3,5,== American Idol == | === Overview ===,15796100
"March 25 , 2008","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Castro also sang in Spanish in a combination of Sting's ""Fragile"" and ""Fragilidad"" on March 25, 2008.",5,5,== American Idol == | === Overview ===,15796100
"May 7 , 2008","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"He was voted off the competition on May 7, 2008.",6,5,== American Idol == | === Overview ===,15796100
the week,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"Buckley's version of the song sold 178,000 digital downloads in the week following Castro's performance, to debut at number one on Billboard's Hot Digital Songs chart.",1,7,== American Idol == | === Hallelujah ===,15796100
"the March 22 , 2008","DT NNP CD , CD",PREFIX_REGEX_1 MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,"According to the March 22, 2008, issue of Billboard, this was the highest boost in digital sales a song had ever received after being performed by a contestant on American Idol.",2,7,== American Idol == | === Hallelujah ===,15796100
"April 22 , 2008","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Jason Castro's rendition of the song propelled Jeff Buckley's version to be certified gold and platinum as a single on April 22, 2008.",4,7,== American Idol == | === Hallelujah ===,15796100
The Tonight,DT NNP,PREFIX_REGEX_1 DAY_TIME_REGEX,MODIFIER TIME,time_reference,After his elimination Castro made a number of television appearances including on The Tonight Show with Jay Leno and The Ellen DeGeneres Show,0,10,== Post-Idol ==,15796100
"Thursday , May 29 , 2008","NNP , NNP CD , CD",WEEK_REGEX COMMA_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,"When he returned to his hometown of Rockwall, Texas, Thursday, May 29, 2008, he had the experience of having the day declared ""Jason Castro Day"".",0,12,== Post-Idol ==,15796100
the day,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"When he returned to his hometown of Rockwall, Texas, Thursday, May 29, 2008, he had the experience of having the day declared ""Jason Castro Day"".",0,12,== Post-Idol ==,15796100
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,"When he returned to his hometown of Rockwall, Texas, Thursday, May 29, 2008, he had the experience of having the day declared ""Jason Castro Day"".",0,12,== Post-Idol ==,15796100
2008,CD,YEAR_REGEX_1,TIME,time_reference,Tour 2008 with his fellow contestants during the summer.,3,12,== Post-Idol ==,15796100
the summer,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,Tour 2008 with his fellow contestants during the summer.,3,12,== Post-Idol ==,15796100
"July 1 , 2008","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"The tour ran from July 1, 2008, to September 13, 2008.",4,12,== Post-Idol ==,15796100
"September 13 , 2008","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"The tour ran from July 1, 2008, to September 13, 2008.",4,12,== Post-Idol ==,15796100
the spring,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,"He recorded ""Hallelujah"" in Toronto, Canada, for an indie film, Amar a morir, which premiered in the spring of 2009.",0,13,== Post-Idol ==,15796100
