time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
29 December 1981,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Natalia Altea Jiménez Sarmento (born 29 December 1981), known professionally as Natalia Jiménez is a Spanish singer-songwriter.",0,0,,9642079
2001,CD,YEAR_REGEX_1,TIME,time_reference,"In 2001, she signed an agreement with Sony Music and became the lead singer of La Quinta Estación, with which she managed to achieve success in Spain, Mexico and the United States thanks to the albums Flores de Alquiler, El Mundo Se Equivoca y Sin Frenos.",1,2,== Career ==,9642079
more than eight years,JJR IN CD NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER NUMERAL TIME,time_reference,"After living in Mexico for more than eight years, Natalia moved to Miami to devote time to an album on which she debuted as a soloist, Natalia Jiménez, released on 21 June 2011.",2,2,== Career ==,9642079
21 June 2011,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"After living in Mexico for more than eight years, Natalia moved to Miami to devote time to an album on which she debuted as a soloist, Natalia Jiménez, released on 21 June 2011.",2,2,== Career ==,9642079
of the year,IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"The album debuted at the number one position on the iTunes Latin Pop list and with it, the singer received the “Female artist of the year” nomination for the Billboard Latin Music Awards.",3,2,== Career ==,9642079
early 2012,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"In early 2012 she won the Premio Lo Nuestro  for ""Revelation of the year "".",4,2,== Career ==,9642079
of the year,IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"In early 2012 she won the Premio Lo Nuestro  for ""Revelation of the year "".",4,2,== Career ==,9642079
17 March 2015,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Her second solo album, Creo en Mi, was released on 17 March 2015 and reached the number one position in Puerto Rico and number two on the Billboard Latin Albums chart.",5,2,== Career ==,9642079
of the Year,IN DT NNP,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"In addition, she received two Latin Grammy nominations in the categories Album of the Year (""Creo en mí"") and Song of the year (""Quédate con ella"").",6,2,== Career ==,9642079
of the year,IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"In addition, she received two Latin Grammy nominations in the categories Album of the Year (""Creo en mí"") and Song of the year (""Quédate con ella"").",6,2,== Career ==,9642079
2016,CD,YEAR_REGEX_1,TIME,time_reference,"In 2016, Jiménez celebrated the work of the Mexican-American diva, Jenni Rivera, in her third solo album: Tributo a la gran señora.",7,2,== Career ==,9642079
2019,CD,YEAR_REGEX_1,TIME,time_reference,"In 2019, she released the single ""Nunca Es Tarde"", which she recorded with Jesús Navarro, vocalist of Reik, and composed with Claudia Brant and Jayson DeZuzio.",8,2,== Career ==,9642079
August 2019,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In August 2019, Jiménez released an album of rancheras entitled México de mi corazón, produced by Armando Ávila.",10,2,== Career ==,9642079
seven months,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"In seven months, the material reached the top positions in the lists of musical successes in Mexico and the United States, and it has earned it a Gold Record and more than 55 million reproductions worldwide.",11,2,== Career ==,9642079
2020,CD,YEAR_REGEX_1,TIME,time_reference,"In 2020, Natalia returned to Spain where she served as judge of the reality show Operación Triunfo.",15,2,== Career ==,9642079
