time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
"December 22 , 1939","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,0
the 1967,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,5
1968,CD,YEAR_REGEX_1,TIME,time_reference,2,5
the 1967,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,2,5
1971,CD,YEAR_REGEX_1,TIME,time_reference,0,8
1974,CD,YEAR_REGEX_1,TIME,time_reference,1,8
1981,CD,YEAR_REGEX_1,TIME,time_reference,3,8
