time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
26 July 1791 – 29 July 1844,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,0,0
five months,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,0,2
April 1805,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,5,2
1808,CD,YEAR_REGEX_1,TIME,time_reference,0,4
now,RB,TIMELINE_REGEX,TIME,time_reference,0,4
1809,CD,YEAR_REGEX_1,TIME,time_reference,1,4
two years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,0,5
1813,CD,YEAR_REGEX_1,TIME,time_reference,0,5
25 years,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,0,5
1826 and 1829,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,1,5
1826,CD,YEAR_REGEX_1,TIME,time_reference,2,5
the years 1819 to 1821,DT NNS CD TO CD,PREFIX_REGEX_1 TIME_UNIT_REGEX YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,MODIFIER TIME TIME MODIFIER TIME,time_reference,4,5
1819,CD,YEAR_REGEX_1,TIME,time_reference,5,5
the 1820s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,6
1838,CD,YEAR_REGEX_1,TIME,time_reference,0,7
1841,CD,YEAR_REGEX_1,TIME,time_reference,1,7
29 July 1844,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,2,7
now,RB,TIMELINE_REGEX,TIME,time_reference,2,7
1788–1860,CD,YEAR_REGEX_1,TIME,time_reference,1,8
May,NNP,MONTH_REGEX,TIME,time_reference,3,8
1820,CD,YEAR_REGEX_1,TIME,time_reference,0,10
1828 to 1839,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,0,10
today,NN,TIMELINE_REGEX,TIME,time_reference,1,10
1808,CD,YEAR_REGEX_1,TIME,time_reference,1,14
1811,CD,YEAR_REGEX_1,TIME,time_reference,1,14
1818,CD,YEAR_REGEX_1,TIME,time_reference,1,15
1795,CD,YEAR_REGEX_1,TIME,time_reference,2,15
the 1810s,DT NNS,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,3,15
1802,CD,YEAR_REGEX_1,TIME,time_reference,1,17
1820,CD,YEAR_REGEX_1,TIME,time_reference,1,21
1820,CD,YEAR_REGEX_1,TIME,time_reference,2,27
1994,CD,YEAR_REGEX_1,TIME,time_reference,2,27
the 1820s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,29
1805,CD,YEAR_REGEX_1,TIME,time_reference,0,30
Spring Day,NNP NNP,SEASON_REGEX TIME_UNIT_REGEX,TIME TIME,time_reference,0,31
1840,CD,YEAR_REGEX_1,TIME,time_reference,0,32
1802 ad,CD NN,YEAR_REGEX_1 ERA_REGEX,TIME TIME,,0,44
1805,CD,YEAR_REGEX_1,TIME,time_reference,0,45
July 1807,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,67
1808 ad 1811,CD NN CD,YEAR_REGEX_1 ERA_REGEX YEAR_REGEX_1,TIME TIME TIME,,0,71
1813,CD,YEAR_REGEX_1,TIME,time_reference,0,73
1811–14,CD,YEAR_REGEX_1,TIME,time_reference,0,74
1809 ad 1820,CD NN CD,YEAR_REGEX_1 ERA_REGEX YEAR_REGEX_1,TIME TIME TIME,,0,75
1820,CD,YEAR_REGEX_1,TIME,time_reference,0,76
1815–18,CD,YEAR_REGEX_1,TIME,time_reference,0,85
28 October 1816,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,86
1820/24,CD,YEAR_REGEX_1,TIME,time_reference,0,86
1994,CD,YEAR_REGEX_1,TIME,time_reference,1,86
1818,CD,YEAR_REGEX_1,TIME,time_reference,0,88
17 December 1818,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,88
1824,CD,YEAR_REGEX_1,TIME,time_reference,0,89
Christmas,NNP,HOLIDAY_REGEX,TIME,time_reference,0,94
Spring,NN,SEASON_REGEX,TIME,time_reference,0,95
1840,CD,YEAR_REGEX_1,TIME,time_reference,0,96
1802,CD,YEAR_REGEX_1,TIME,time_reference,0,97
1805,CD,YEAR_REGEX_1,TIME,time_reference,0,98
March,NNP,MONTH_REGEX,TIME,time_reference,0,99
February 1809,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,99
September 1810,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,100
1812,CD,YEAR_REGEX_1,TIME,time_reference,0,101
1812,CD,YEAR_REGEX_1,TIME,time_reference,0,102
1815,CD,YEAR_REGEX_1,TIME,time_reference,0,103
August 1841,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,104
1820,CD,YEAR_REGEX_1,TIME,time_reference,1,110
1994,CD,YEAR_REGEX_1,TIME,time_reference,2,110
1990,CD,YEAR_REGEX_1,TIME,time_reference,3,110
1992,CD,YEAR_REGEX_1,TIME,time_reference,4,110
1820,CD,YEAR_REGEX_1,TIME,time_reference,5,110
2003,CD,YEAR_REGEX_1,TIME,time_reference,0,115
